# t_sim_s,t_env_s,alt_m,speed_mps,mass_kg,stage,thrust_N,drag_N,mdot_kgps,q_Pa,rho_kgpm3,mach,fpa_deg,v_vertical_mps,v_horizontal_mps,specific_energy_Jpkg,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
0.000,0.000,0.000,417.562,6250000.000,0,152000000.000,0.000,-46968.746780,0.000,1.225000e+00,0.000,0.000,0.000,417.562,-62477636.686,-697850.290,-5683534.517,2792862.576,414.450,-50.888,0.000
0.250,0.250,0.450,418.278,6238257.826,0,152000000.000,128.321,-46968.596857,8.233,1.224948e+00,0.011,0.493,3.599,418.263,-62477333.061,-697746.640,-5683547.650,2792862.773,414.752,-54.176,1.577
0.500,0.500,1.800,419.027,6226515.727,0,152000000.000,514.818,-46968.146460,33.029,1.224790e+00,0.022,0.986,7.209,418.965,-62477006.536,-697642.914,-5683561.606,2792863.365,415.054,-57.475,3.160
0.750,0.750,4.055,419.807,6214773.778,0,152000000.000,1161.705,-46967.394656,74.531,1.224528e+00,0.032,1.478,10.830,419.668,-62476656.955,-697539.113,-5683576.388,2792864.354,415.356,-60.784,4.747
1.000,1.000,7.217,420.621,6203032.054,0,152000000.000,2071.075,-46966.340517,132.873,1.224159e+00,0.043,1.971,14.464,420.372,-62476284.162,-697435.236,-5683591.999,2792865.739,415.659,-64.103,6.340
1.250,1.250,11.288,421.467,6191290.633,0,152000000.000,3244.899,-46964.983129,208.181,1.223685e+00,0.054,2.462,18.108,421.077,-62475887.998,-697331.283,-5683608.440,2792867.524,415.961,-67.433,7.937
1.500,1.500,16.272,422.345,6179549.588,0,152000000.000,4685.022,-46963.321582,300.574,1.223104e+00,0.065,2.954,21.764,421.784,-62475468.306,-697227.255,-5683625.716,2792869.708,416.264,-70.773,9.540
1.750,1.750,22.171,423.257,6167808.997,0,152000000.000,6393.161,-46961.354978,410.162,1.222417e+00,0.076,3.445,25.432,422.492,-62475024.927,-697123.151,-5683643.828,2792872.294,416.567,-74.124,11.147
2.000,2.000,28.988,424.202,6156068.936,0,152000000.000,8370.904,-46959.082430,537.047,1.221622e+00,0.087,3.935,29.111,423.201,-62474557.698,-697018.972,-5683662.779,2792875.282,416.870,-77.485,12.760
2.250,2.250,36.727,425.179,6144329.482,0,152000000.000,10619.702,-46956.503057,681.322,1.220721e+00,0.098,4.425,32.802,423.912,-62474066.460,-696914.717,-5683682.571,2792878.674,417.173,-80.856,14.377
2.500,2.500,45.390,426.190,6132590.710,0,152000000.000,13140.872,-46953.615989,843.072,1.219711e+00,0.109,4.914,36.505,424.624,-62473551.050,-696810.385,-5683703.208,2792882.471,417.476,-84.239,16.000
2.750,2.750,54.981,427.234,6120852.699,0,152000000.000,15935.589,-46950.420367,1022.371,1.218594e+00,0.120,5.402,40.219,425.337,-62473011.304,-696705.979,-5683724.691,2792886.675,417.779,-87.631,17.628
3.000,3.000,65.501,428.312,6109115.526,0,152000000.000,19004.887,-46946.915339,1219.286,1.217368e+00,0.132,5.889,43.945,426.052,-62472447.057,-696601.496,-5683747.024,2792891.286,418.082,-91.035,19.261
3.250,3.250,76.954,429.423,6097379.268,0,152000000.000,22349.654,-46943.100067,1433.874,1.216033e+00,0.143,6.375,47.683,426.767,-62471858.145,-696496.937,-5683770.210,2792896.306,418.386,-94.449,20.900
3.500,3.500,89.343,430.567,6085644.002,0,152000000.000,25970.627,-46938.973720,1666.183,1.214590e+00,0.154,6.861,51.432,427.484,-62471244.401,-696392.303,-5683794.250,2792901.736,418.689,-97.873,22.543
3.750,3.750,102.671,431.745,6073909.807,0,152000000.000,29868.393,-46934.535478,1916.250,1.213037e+00,0.165,7.345,55.194,428.203,-62470605.657,-696287.593,-5683819.147,2792907.578,418.993,-101.309,24.192
4.000,4.000,116.941,432.957,6062176.760,0,152000000.000,34043.385,-46929.784531,2184.102,1.211374e+00,0.177,7.828,58.967,428.922,-62469941.745,-696182.807,-5683844.905,2792913.832,419.297,-104.755,25.845
4.250,4.250,132.156,434.202,6050444.941,0,152000000.000,38495.874,-46924.720079,2469.758,1.209601e+00,0.188,8.310,62.752,429.643,-62469252.495,-696077.944,-5683871.525,2792920.501,419.601,-108.212,27.504
4.500,4.500,148.318,435.481,6038714.426,0,152000000.000,43225.976,-46919.341334,2773.225,1.207718e+00,0.199,8.790,66.549,430.365,-62468537.720,-695973.006,-5683899.011,2792927.585,419.905,-111.679,29.169
4.750,4.750,165.431,436.795,6026985.296,0,152000000.000,48233.800,-46913.647524,3094.509,1.205724e+00,0.211,9.270,70.358,431.091,-62467796.570,-695867.992,-5683927.366,2792935.086,420.211,-115.158,30.838
5.000,5.000,183.498,438.145,6015257.629,0,152000000.000,53519.282,-46907.637906,3433.607,1.203618e+00,0.222,9.747,74.179,431.820,-62467028.340,-695762.900,-5683956.591,2792943.004,420.520,-118.647,32.512
5.250,5.250,202.522,439.532,6003531.504,0,152000000.000,59082.071,-46901.311750,3790.495,1.201402e+00,0.234,10.223,78.011,432.554,-62466232.850,-695657.731,-5683986.690,2792951.342,420.832,-122.148,34.192
5.500,5.500,222.505,440.956,5991806.999,0,152000000.000,64921.645,-46894.668340,4165.142,1.199073e+00,0.246,10.698,81.855,433.292,-62465409.919,-695552.484,-5684017.666,2792960.101,421.147,-125.659,35.877
5.750,5.750,243.451,442.416,5980084.196,0,152000000.000,71037.300,-46887.706969,4557.500,1.196632e+00,0.257,11.171,85.711,434.034,-62464559.365,-695447.158,-5684049.521,2792969.281,421.465,-129.181,37.567
6.000,6.000,265.362,443.912,5968363.162,0,152000000.000,77430.285,-46880.549025,4967.651,1.194112e+00,0.269,11.642,89.579,434.780,-62463681.004,-695341.751,-5684082.257,2792978.885,421.786,-132.714,39.262
6.250,6.250,288.241,445.445,5956643.945,0,152000000.000,84098.911,-46873.131388,5395.487,1.191495e+00,0.281,12.111,93.458,435.531,-62462774.653,-695236.265,-5684115.879,2792988.912,422.110,-136.259,40.962
6.500,6.500,312.092,447.015,5944926.622,0,152000000.000,91041.160,-46865.401331,5840.877,1.188767e+00,0.292,12.579,97.350,436.286,-62461840.125,-695130.696,-5684150.388,2792999.366,422.438,-139.814,42.667
6.750,6.750,336.917,448.621,5933211.271,0,152000000.000,98255.660,-46857.358202,6303.733,1.185927e+00,0.304,13.044,101.253,437.045,-62460877.234,-695025.045,-5684185.787,2793010.246,422.768,-143.381,44.378
7.000,7.000,362.720,450.263,5921497.969,0,152000000.000,105740.845,-46849.001359,6783.956,1.182976e+00,0.316,13.507,105.168,437.808,-62459885.792,-694919.312,-5684222.079,2793021.555,423.102,-146.959,46.094
7.250,7.250,389.502,451.941,5909786.796,0,152000000.000,113494.952,-46840.330173,7281.432,1.179913e+00,0.328,13.969,109.095,438.576,-62458865.610,-694813.494,-5684259.267,2793033.294,423.438,-150.548,47.815
7.500,7.500,417.268,453.656,5898077.830,0,152000000.000,121516.020,-46831.344024,7796.035,1.176737e+00,0.340,14.428,113.035,439.348,-62457816.497,-694707.592,-5684297.354,2793045.463,423.778,-154.148,49.541
7.750,7.750,446.021,455.407,5886371.150,0,152000000.000,129801.883,-46822.042306,8327.627,1.173448e+00,0.352,14.885,116.986,440.125,-62456738.263,-694601.605,-5684336.342,2793058.065,424.121,-157.759,51.273
8.000,8.000,475.762,457.194,5874666.836,0,152000000.000,138350.168,-46812.424421,8876.054,1.170046e+00,0.364,15.340,120.949,440.906,-62455630.715,-694495.531,-5684376.234,2793071.100,424.467,-161.382,53.010
8.250,8.250,506.496,459.018,5862964.963,0,152000000.000,147160.023,-46802.540287,9441.263,1.166544e+00,0.376,15.793,124.924,441.691,-62454493.658,-694389.371,-5684417.034,2793084.570,424.817,-165.016,54.752
8.500,8.500,538.225,460.877,5851265.572,0,152000000.000,156234.303,-46792.534866,10023.437,1.162982e+00,0.388,16.243,128.912,442.481,-62453326.898,-694283.123,-5684458.743,2793098.476,425.169,-168.661,56.499
8.750,8.750,570.953,462.773,5839568.721,0,152000000.000,165564.044,-46782.219093,10621.999,1.159308e+00,0.400,16.691,132.912,443.275,-62452130.239,-694176.786,-5684501.365,2793112.820,425.525,-172.318,58.252
9.000,9.000,604.682,464.704,5827874.488,0,152000000.000,175146.117,-46771.592424,11236.751,1.155521e+00,0.413,17.136,136.924,444.074,-62450903.483,-694070.360,-5684544.903,2793127.603,425.884,-175.986,60.010
9.250,9.250,639.416,466.671,5816182.951,0,152000000.000,184977.173,-46760.654321,11867.477,1.151621e+00,0.425,17.579,140.948,444.877,-62449646.432,-693963.844,-5684589.359,2793142.826,426.246,-179.665,61.774
9.500,9.500,675.157,468.674,5804494.187,0,152000000.000,195053.634,-46749.404261,12513.947,1.147609e+00,0.437,18.020,144.984,445.684,-62448358.885,-693857.236,-5684634.737,2793158.490,426.612,-183.357,63.543
9.750,9.750,711.909,470.712,5792808.275,0,152000000.000,205371.694,-46737.841732,13175.917,1.143482e+00,0.450,18.458,149.033,446.496,-62447040.641,-693750.537,-5684681.039,2793174.597,426.981,-187.059,65.317
10.000,10.000,749.674,472.786,5781125.292,0,152000000.000,215927.309,-46725.966231,13853.127,1.139243e+00,0.462,18.894,153.094,447.313,-62445691.497,-693643.746,-5684728.267,2793191.149,427.353,-190.773,67.096
10.250,10.250,788.457,474.895,5769445.281,0,152000000.000,226732.220,-46714.069560,14546.332,1.134969e+00,0.475,19.327,157.167,448.134,-62444311.250,-693536.861,-5684776.426,2793208.146,427.728,-194.499,68.881
10.500,10.500,828.259,477.040,5757768.283,0,152000000.000,237768.160,-46701.868861,15254.358,1.130583e+00,0.487,19.757,161.253,448.959,-62442899.694,-693429.882,-5684825.518,2793225.590,428.106,-198.236,70.672
10.750,10.750,869.084,479.220,5746094.373,0,152000000.000,249030.371,-46689.361191,15976.902,1.126085e+00,0.500,20.184,165.351,449.789,-62441456.623,-693322.807,-5684875.545,2793243.482,428.488,-201.985,72.468
11.000,11.000,910.936,481.435,5734423.628,0,152000000.000,262126.630,-46676.546094,16713.643,1.121473e+00,0.513,20.609,169.462,450.624,-62439981.838,-693215.637,-5684926.511,2793261.824,428.873,-205.745,74.269
11.250,11.250,953.817,483.685,5722756.125,0,152000000.000,275598.758,-46663.423131,17464.244,1.116749e+00,0.525,21.032,173.586,451.463,-62438475.139,-693108.370,-5684978.419,2793280.617,429.262,-209.517,76.076
11.500,11.500,997.730,485.969,5711091.942,0,152000000.000,289439.681,-46649.991872,18228.358,1.111910e+00,0.538,21.451,177.721,452.307,-62436936.320,-693001.006,-5685031.271,2793299.863,429.654,-213.301,77.888
11.750,11.750,1042.678,488.289,5699431.117,0,152000000.000,303672.757,-46636.569148,19007.129,1.107045e+00,0.551,21.868,181.869,453.155,-62435365.172,-692893.543,-5685085.070,2793319.562,430.049,-217.097,79.706
12.000,12.000,1088.666,490.643,5687773.682,0,152000000.000,318277.297,-46622.861512,19798.930,1.102073e+00,0.564,22.281,186.030,454.008,-62433761.484,-692785.981,-5685139.820,2793339.716,430.447,-220.904,81.529
12.250,12.250,1135.694,493.031,5676119.711,0,152000000.000,333250.842,-46608.851682,20603.296,1.096988e+00,0.577,22.692,190.204,454.865,-62432125.045,-692678.320,-5685195.523,2793360.327,430.849,-224.723,83.358
12.500,12.500,1183.768,495.454,5664469.281,0,152000000.000,348591.765,-46594.539272,21419.822,1.091790e+00,0.590,23.101,194.390,455.728,-62430455.643,-692570.557,-5685252.183,2793381.396,431.254,-228.554,85.192
12.750,12.750,1232.890,497.911,5652822.467,0,152000000.000,364298.045,-46579.923908,22248.086,1.086478e+00,0.603,23.506,198.588,456.594,-62428753.064,-692462.692,-5685309.801,2793402.924,431.663,-232.396,87.032
13.000,13.000,1283.064,500.402,5641179.325,0,152000000.000,380390.877,-46565.245641,23089.081,1.081120e+00,0.616,23.908,202.800,457.466,-62427017.093,-692354.725,-5685368.382,2793424.913,432.075,-236.251,88.878
13.250,13.250,1334.291,502.927,5629539.864,0,152000000.000,396859.675,-46550.395387,23941.857,1.075685e+00,0.630,24.308,207.024,458.342,-62425247.513,-692246.654,-5685427.927,2793447.363,432.491,-240.117,90.728
13.500,13.500,1386.576,505.486,5617904.152,0,152000000.000,413689.774,-46535.248313,24805.237,1.070138e+00,0.643,24.704,211.260,459.223,-62423444.109,-692138.479,-5685488.441,2793470.277,432.910,-243.995,92.585
13.750,13.750,1439.922,508.079,5606272.264,0,152000000.000,430877.714,-46519.804087,25678.738,1.064479e+00,0.656,25.098,215.510,460.108,-62421606.660,-692030.199,-5685549.926,2793493.656,433.332,-247.885,94.447
14.000,14.000,1494.332,510.705,5594644.275,0,152000000.000,448419.576,-46504.062385,26561.860,1.058706e+00,0.670,25.489,219.772,460.998,-62419734.947,-691921.813,-5685612.385,2793517.501,433.758,-251.788,96.315
14.250,14.250,1549.810,513.364,5583020.217,0,152000000.000,466355.178,-46488.377041,27456.684,1.052920e+00,0.683,25.876,224.047,461.893,-62417828.748,-691813.320,-5685675.821,2793541.814,434.187,-255.702,98.188
14.500,14.500,1606.357,516.057,5571400.109,0,152000000.000,484645.645,-46472.440990,28360.634,1.047034e+00,0.697,26.261,228.335,462.793,-62415887.841,-691704.719,-5685740.237,2793566.596,434.620,-259.628,100.067
14.750,14.750,1663.978,518.782,5559784.021,0,152000000.000,503281.108,-46456.213613,29272.880,1.041036e+00,0.710,26.643,232.636,463.697,-62413912.003,-691596.010,-5685805.636,2793591.848,435.056,-263.566,101.951
15.000,15.000,1722.676,521.541,5548172.026,0,152000000.000,522255.994,-46439.694623,30192.857,1.034926e+00,0.724,27.022,236.950,464.607,-62411901.006,-691487.191,-5685872.021,2793617.572,435.496,-267.516,103.841
15.250,15.250,1782.454,524.332,5536564.186,0,152000000.000,541597.985,-46423.109465,31121.923,1.028768e+00,0.738,27.397,241.277,465.521,-62409854.625,-691378.262,-5685939.395,2793643.769,435.939,-271.479,105.737
15.500,15.500,1843.316,527.156,5524960.487,0,152000000.000,561300.350,-46406.429253,32059.432,1.022553e+00,0.752,27.770,245.617,466.439,-62407772.633,-691269.221,-5686007.761,2793670.441,436.386,-275.453,107.639
15.750,15.750,1905.264,530.012,5513360.995,0,152000000.000,581328.985,-46389.463550,33003.198,1.016228e+00,0.766,28.140,249.969,467.363,-62405654.798,-691160.068,-5686077.122,2793697.589,436.836,-279.440,109.546
16.000,16.000,1968.302,532.901,5501765.779,0,152000000.000,601676.484,-46372.212104,33952.591,1.009791e+00,0.780,28.507,254.335,468.292,-62403500.891,-691050.802,-5686147.482,2793725.215,437.290,-283.439,111.459
16.250,16.250,2032.432,535.822,5490174.903,0,152000000.000,622374.104,-46354.895272,34909.163,1.003305e+00,0.794,28.871,258.714,469.225,-62401310.679,-690941.423,-5686218.843,2793753.319,437.748,-287.450,113.378
16.500,16.500,2097.660,538.775,5478588.346,0,152000000.000,661331.015,-46337.514783,35872.444,9.967722e-01,0.808,29.232,263.106,470.163,-62399083.992,-690831.928,-5686291.208,2793781.904,438.209,-291.473,115.302
16.750,16.750,2163.986,541.759,5467006.169,0,152000000.000,716930.405,-46319.854689,36839.345,9.901288e-01,0.822,29.589,267.510,471.106,-62396821.036,-690722.318,-5686364.580,2793810.970,438.674,-295.507,117.231
17.000,17.000,2231.416,544.773,5455428.442,0,152000000.000,774764.618,-46301.914871,37809.105,9.833750e-01,0.836,29.944,271.925,472.053,-62394521.669,-690612.591,-5686438.962,2793840.520,439.142,-299.553,119.166
17.250,17.250,2299.950,547.818,5443855.204,0,152000000.000,834924.991,-46284.027411,38784.784,9.766067e-01,0.851,30.295,276.352,473.005,-62392185.716,-690502.747,-5686514.357,2793870.554,439.613,-303.609,121.106
17.500,17.500,2369.593,550.893,5432286.446,0,152000000.000,897383.850,-46265.990371,39763.590,9.697653e-01,0.865,30.644,280.790,473.962,-62389813.000,-690392.784,-5686590.768,2793901.073,440.088,-307.675,123.050
17.750,17.750,2440.346,553.998,5420722.231,0,152000000.000,962117.282,-46247.679972,40743.364,9.628147e-01,0.879,30.989,285.240,474.923,-62387403.347,-690282.703,-5686668.196,2793932.079,440.567,-311.753,125.000
18.000,18.000,2512.214,557.133,5409162.625,0,152000000.000,1029150.912,-46229.175608,41724.314,9.557780e-01,0.894,31.331,289.701,475.889,-62384956.584,-690172.501,-5686746.645,2793963.574,441.049,-315.841,126.954
18.250,18.250,2585.198,560.297,5397607.624,0,152000000.000,1098593.930,-46210.792696,42709.859,9.487469e-01,0.909,31.670,294.174,476.859,-62382472.539,-690062.178,-5686826.117,2793995.557,441.534,-319.940,128.914
18.500,18.500,2659.301,563.490,5386057.251,0,152000000.000,1170328.390,-46192.142754,43694.374,9.416080e-01,0.923,32.006,298.658,477.834,-62379951.041,-689951.734,-5686906.616,2794028.031,442.023,-324.049,130.878
18.750,18.750,2734.527,566.713,5374511.575,0,152000000.000,1244345.516,-46173.225741,44677.007,9.343609e-01,0.938,32.339,303.152,478.813,-62377391.921,-689841.166,-5686988.143,2794060.997,442.515,-328.169,132.848
19.000,19.000,2810.879,569.964,5362970.621,0,152000000.000,1320794.673,-46154.428745,45662.500,9.271195e-01,0.953,32.669,307.659,479.797,-62374795.009,-689730.476,-5687070.701,2794094.455,443.011,-332.299,134.822
19.250,19.250,2888.358,573.244,5351434.378,0,152000000.000,1399565.694,-46135.469468,46646.248,9.198006e-01,0.968,32.996,312.176,480.786,-62372160.141,-689619.660,-5687154.294,2794128.408,443.511,-336.440,136.801
19.500,19.500,2966.967,576.552,5339902.908,0,152000000.000,1480600.892,-46116.249432,47625.964,9.123748e-01,0.983,33.319,316.704,481.779,-62369487.147,-689508.720,-5687238.922,2794162.856,444.014,-340.591,138.785
19.750,19.750,3046.710,579.888,5328376.256,0,152000000.000,1564025.637,-46097.059116,48605.364,9.049283e-01,0.998,33.640,321.243,482.776,-62366775.863,-689397.653,-5687324.590,2794197.801,444.520,-344.752,140.773
20.000,20.000,3127.590,583.251,5316854.391,0,152000000.000,1649380.482,-46077.819874,49582.619,8.974376e-01,1.013,33.958,325.793,483.778,-62364026.124,-689286.459,-5687411.299,2794233.243,445.030,-348.924,142.767
20.250,20.250,3209.607,586.643,5305337.367,0,152000000.000,1736871.817,-46058.326128,50553.602,8.898414e-01,1.028,34.272,330.353,484.785,-62361237.758,-689175.138,-5687499.053,2794269.185,445.544,-353.105,144.765
20.500,20.500,3292.767,590.061,5293825.237,0,152000000.000,1826686.025,-46038.837958,51521.897,8.822175e-01,1.044,34.584,334.925,485.796,-62358410.602,-689063.687,-5687587.853,2794305.626,446.061,-357.297,146.768
20.750,20.750,3377.071,593.507,5282317.959,0,152000000.000,1918806.598,-46019.347262,52486.752,8.745632e-01,1.059,34.892,339.507,486.812,-62355544.496,-688952.107,-5687677.702,2794342.569,446.582,-361.499,148.775
21.000,21.000,3462.521,596.979,5270815.584,0,152000000.000,2013047.617,-45999.608253,53442.996,8.668049e-01,1.075,35.198,344.099,487.832,-62352639.278,-688840.396,-5687768.603,2794380.014,447.106,-365.710,150.787
21.250,21.250,3549.121,600.478,5259318.157,0,152000000.000,2109578.003,-45979.913000,54395.204,8.590304e-01,1.090,35.500,348.703,488.857,-62349694.785,-688728.554,-5687860.558,2794417.963,447.633,-369.932,152.804
21.500,21.500,3636.873,604.004,5247825.638,0,152000000.000,2208332.185,-45960.198497,55341.559,8.512207e-01,1.106,35.800,353.316,489.886,-62346710.861,-688616.579,-5687953.570,2794456.416,448.165,-374.164,154.825
21.750,21.750,3725.780,607.555,5236338.078,0,152000000.000,2309098.549,-45940.241803,56276.874,8.433083e-01,1.122,36.097,357.940,490.920,-62343687.345,-688504.471,-5688047.641,2794495.375,448.699,-378.405,156.851
22.000,22.000,3815.844,611.133,5224855.502,0,152000000.000,2412152.578,-45920.425625,57208.080,8.354096e-01,1.138,36.390,362.575,491.958,-62340624.077,-688392.229,-5688142.773,2794534.842,449.238,-382.656,158.881
22.250,22.250,3907.069,614.736,5213377.879,0,152000000.000,2517263.271,-45900.514095,58129.677,8.274526e-01,1.153,36.681,367.220,493.001,-62337520.903,-688279.852,-5688238.970,2794574.816,449.780,-386.917,160.916
22.500,22.500,3999.455,618.364,5201905.264,0,152000000.000,2624244.018,-45880.366421,59037.722,8.193942e-01,1.169,36.969,371.875,494.048,-62334377.661,-688167.339,-5688336.232,2794615.300,450.325,-391.187,162.955
22.750,22.750,4093.007,622.018,5190437.650,0,152000000.000,2733566.233,-45860.510945,59943.118,8.113967e-01,1.186,37.254,376.540,495.100,-62331194.194,-688054.689,-5688434.564,2794656.294,450.874,-395.467,164.999
23.000,23.000,4187.722,625.662,5179049.674,0,149953876.739,2834323.286,-45223.355638,60818.701,8.033006e-01,1.202,37.533,381.168,496.149,-62327991.884,-687941.902,-5688533.963,2794697.798,451.425,-399.714,167.026
23.250,23.250,4283.584,629.260,5167823.488,0,147927014.202,2854944.728,-44592.509632,61652.025,7.951645e-01,1.217,37.804,385.709,497.188,-62324794.420,-687828.977,-5688634.414,2794739.804,451.975,-403.881,169.016
23.500,23.500,4380.570,632.815,5156749.835,0,146040017.342,2873607.635,-44004.470514,62448.637,7.870414e-01,1.233,38.066,390.170,498.218,-62321599.961,-687715.914,-5688735.898,2794782.303,452.525,-407.976,170.970
23.750,23.750,4478.663,636.331,5145817.532,0,144300318.779,2890007.724,-43461.092382,63201.524,7.788257e-01,1.249,38.320,394.558,499.240,-62318406.711,-687602.714,-5688838.397,2794825.286,453.075,-412.005,172.892
24.000,24.000,4577.844,639.812,5135016.557,0,142672539.690,2904709.635,-42952.073471,63922.602,7.706510e-01,1.264,38.567,398.878,500.255,-62315213.042,-687489.377,-5688941.895,2794868.746,453.626,-415.973,174.784
24.250,24.250,4678.097,643.260,5124338.375,0,141164862.858,2917431.578,-42479.548453,64605.312,7.624245e-01,1.279,38.808,403.136,501.263,-62312017.635,-687375.901,-5689046.378,2794912.676,454.177,-419.884,176.649
24.500,24.500,4779.407,646.680,5113773.916,0,139766114.131,2928289.892,-42040.151298,65251.868,7.541606e-01,1.294,39.042,407.337,502.266,-62308818.833,-687262.288,-5689151.833,2794957.069,454.728,-423.743,178.489
24.750,24.750,4881.761,650.072,5103316.092,0,138455607.669,2937625.168,-41627.833432,65869.488,7.459331e-01,1.309,39.271,411.485,503.264,-62305615.491,-687148.537,-5689258.246,2795001.919,455.281,-427.554,180.306
25.000,25.000,4985.145,653.441,5092957.386,0,137248853.608,2945024.923,-41246.874101,66448.642,7.376227e-01,1.324,39.494,415.584,504.257,-62302406.187,-687034.648,-5689365.606,2795047.220,455.834,-431.322,182.102
25.250,25.250,5089.549,656.788,5082691.065,0,136112412.689,2951129.522,-40887.609875,67003.441,7.293782e-01,1.339,39.712,419.640,505.246,-62299189.642,-686920.620,-5689473.904,2795092.968,456.389,-435.050,183.878
25.500,25.500,5194.962,660.116,5072511.312,0,135063774.746,2955499.702,-40554.920499,67523.657,7.210788e-01,1.353,39.925,423.654,506.232,-62295964.780,-686806.453,-5689583.128,2795139.158,456.945,-438.742,185.636
25.750,25.750,5301.373,663.428,5062411.597,0,134086851.546,2958424.621,-40244.108614,68015.617,7.127842e-01,1.368,40.134,427.632,507.215,-62292730.172,-686692.147,-5689693.272,2795185.785,457.502,-442.400,187.379
26.000,26.000,5408.775,666.724,5052387.396,0,133176309.040,2959975.030,-39953.566146,68480.648,7.045028e-01,1.383,40.339,431.576,508.195,-62289484.998,-686577.702,-5689804.326,2795232.846,458.061,-446.027,189.106
26.250,26.250,5517.159,670.007,5042432.890,0,132339725.622,2959935.336,-39685.370391,68913.548,6.961731e-01,1.397,40.540,435.490,509.174,-62286227.891,-686463.117,-5689916.283,2795280.337,458.621,-449.627,190.820
26.500,26.500,5626.518,673.280,5032543.685,0,131550974.505,2958851.378,-39431.985291,69326.738,6.879161e-01,1.412,40.737,439.376,510.152,-62282957.911,-686348.391,-5690029.137,2795328.255,459.183,-453.202,192.522
26.750,26.750,5736.845,676.543,5022715.082,0,130834743.737,2956134.621,-39200.396858,69706.255,6.795859e-01,1.426,40.931,443.237,511.128,-62279673.929,-686233.525,-5690142.882,2795376.597,459.747,-456.755,194.213
27.000,27.000,5848.135,679.799,5012942.711,0,130158439.234,2952489.930,-38981.225547,70068.449,6.713380e-01,1.441,41.122,447.076,512.104,-62276374.864,-686118.518,-5690257.513,2795425.360,460.312,-460.288,195.894
27.250,27.250,5960.381,683.050,5003222.839,0,129545237.537,2947368.095,-38781.044012,70400.118,6.630402e-01,1.455,41.309,450.895,513.079,-62273059.802,-686003.369,-5690373.025,2795474.543,460.880,-463.803,197.567
27.500,27.500,6073.581,686.296,4993551.083,0,128974430.547,2941215.175,-38593.874738,70711.690,6.547863e-01,1.470,41.494,454.698,514.055,-62269727.521,-685888.078,-5690489.414,2795524.143,461.450,-467.304,199.232
27.750,27.750,6187.729,689.540,4983924.479,0,128454252.097,2933826.697,-38422.030594,70998.039,6.465255e-01,1.485,41.676,458.485,515.031,-62266377.273,-685772.644,-5690606.676,2795574.158,462.022,-470.790,200.890
28.000,28.000,6302.822,692.783,4974338.745,0,127978731.695,2925319.969,-38263.755334,71261.841,6.382773e-01,1.499,41.855,462.260,516.008,-62263007.752,-685657.066,-5690724.808,2795624.588,462.597,-474.266,202.543
28.250,28.250,6418.858,696.026,4964791.423,0,127543407.717,2924534.607,-38117.738274,71505.068,6.300577e-01,1.514,42.032,466.023,516.986,-62259618.414,-685541.345,-5690843.808,2795675.429,463.174,-477.732,204.191
28.500,28.500,6535.833,699.271,4955278.567,0,127154955.508,2923161.788,-37985.852365,71723.512,6.218257e-01,1.528,42.207,469.779,517.965,-62256208.117,-685425.479,-5690963.673,2795726.683,463.753,-481.191,205.836
28.750,28.750,6653.746,702.519,4945797.726,0,126797977.061,2921022.127,-37863.656176,71925.438,6.136511e-01,1.543,42.380,473.527,518.946,-62252776.116,-685309.468,-5691084.403,2795778.347,464.336,-484.643,207.477
29.000,29.000,6772.596,705.771,4936345.449,0,126489342.134,2917715.594,-37755.950300,72100.936,6.054453e-01,1.558,42.550,477.270,519.930,-62249321.223,-685193.311,-5691205.994,2795830.421,464.920,-488.091,209.116
29.250,29.250,6892.381,709.030,4926919.312,0,126204996.764,2913788.442,-37655.813333,72263.383,5.973192e-01,1.573,42.719,481.010,520.915,-62245842.608,-685077.008,-5691328.448,2795882.905,465.508,-491.536,210.754
29.500,29.500,7013.101,712.295,4917516.269,0,125969892.345,2908656.968,-37570.371596,72398.252,5.891488e-01,1.588,42.886,484.748,521.903,-62242339.151,-684960.557,-5691451.762,2795935.798,466.099,-494.981,212.391
29.750,29.750,7134.755,715.569,4908133.940,0,125753478.580,2903021.203,-37490.839734,72522.845,5.810741e-01,1.603,43.052,488.487,522.894,-62238809.953,-684843.958,-5691575.938,2795989.101,466.692,-498.426,214.028
30.000,30.000,7257.345,718.852,4898769.595,0,125586545.766,2896165.595,-37426.027898,72619.244,5.729479e-01,1.618,43.215,492.229,523.888,-62235253.933,-684727.210,-5691700.976,2796042.812,467.289,-501.874,215.666
30.250,30.250,7380.870,722.146,4889420.917,0,125434229.857,2888891.737,-37365.910694,72707.426,5.649272e-01,1.633,43.378,495.974,524.886,-62231670.138,-684610.313,-5691826.875,2796096.934,467.889,-505.325,217.306
30.500,30.500,7505.332,725.453,4880085.408,0,125330894.634,2880405.630,-37320.332672,72767.373,5.568532e-01,1.648,43.539,499.724,525.887,-62228057.499,-684493.266,-5691953.638,2796151.466,468.492,-508.781,218.948
30.750,30.750,7630.733,728.773,4870760.842,0,125239596.194,2871556.643,-37278.668290,72820.420,5.488889e-01,1.663,43.698,503.481,526.893,-62224415.022,-684376.067,-5692081.267,2796206.408,469.099,-512.244,220.594
