# t_sim_s,t_env_s,alt_m,speed_mps,mass_kg,stage,thrust_N,drag_N,mdot_kgps,q_Pa,rho_kgpm3,mach,fpa_deg,v_vertical_mps,v_horizontal_mps,specific_energy_Jpkg,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
1945.750,1945.750,429809.233,7648.489,388680.085,1,0.000,0.001,0.000000,0.000,2.395533e-12,10.942,0.024,3.202,7648.488,-29361048.783,6761423.584,668845.811,-294622.854,-818.282,6848.491,-3305.748
1946.000,1946.000,429810.033,7648.488,388680.085,1,0.000,0.001,0.000000,0.000,2.395428e-12,10.942,0.024,3.201,7648.487,-29361047.892,6761218.746,670557.907,-295449.280,-820.421,6848.279,-3305.655
1946.250,1946.250,429810.834,7648.487,388680.085,1,0.000,0.001,0.000000,0.000,2.395407e-12,10.942,0.024,3.200,7648.486,-29361046.999,6761013.373,672269.950,-296275.682,-822.560,6848.066,-3305.561
1946.500,1946.500,429811.634,7648.486,388680.085,1,0.000,0.001,0.000000,0.000,2.395370e-12,10.942,0.024,3.199,7648.485,-29361046.104,6760807.466,673981.940,-297102.060,-824.699,6847.853,-3305.468
1946.750,1946.750,429812.433,7648.485,388680.085,1,0.000,0.001,0.000000,0.000,2.395341e-12,10.942,0.024,3.198,7648.485,-29361045.206,6760601.023,675693.877,-297928.415,-826.838,6847.640,-3305.374
1947.000,1947.000,429813.233,7648.485,388680.085,1,0.000,0.001,0.000000,0.000,2.395227e-12,10.942,0.024,3.197,7648.484,-29361044.306,6760394.047,677405.760,-298754.747,-828.977,6847.426,-3305.280
1947.250,1947.250,429814.032,7648.484,388680.085,1,0.000,0.001,0.000000,0.000,2.395199e-12,10.942,0.024,3.196,7648.483,-29361043.404,6760186.535,679117.590,-299581.055,-831.116,6847.211,-3305.185
1947.500,1947.500,429814.831,7648.483,388680.085,1,0.000,0.001,0.000000,0.000,2.395162e-12,10.942,0.024,3.195,7648.482,-29361042.499,6759978.489,680829.366,-300407.340,-833.254,6846.996,-3305.091
1947.750,1947.750,429815.630,7648.482,388680.085,1,0.000,0.001,0.000000,0.000,2.395133e-12,10.942,0.024,3.194,7648.482,-29361041.591,6759769.908,682541.088,-301233.601,-835.393,6846.780,-3304.996
1948.000,1948.000,429816.428,7648.481,388680.085,1,0.000,0.001,0.000000,0.000,2.395027e-12,10.942,0.024,3.193,7648.481,-29361040.681,6759560.792,684252.756,-302059.838,-837.531,6846.564,-3304.901
1948.250,1948.250,429817.226,7648.481,388680.085,1,0.000,0.001,0.000000,0.000,2.394990e-12,10.942,0.024,3.192,7648.480,-29361039.769,6759351.142,685964.370,-302886.051,-839.670,6846.348,-3304.805
1948.500,1948.500,429818.024,7648.480,388680.085,1,0.000,0.001,0.000000,0.000,2.394969e-12,10.942,0.024,3.191,7648.479,-29361038.854,6759140.958,687675.930,-303712.240,-841.808,6846.130,-3304.710
1948.750,1948.750,429818.822,7648.479,388680.085,1,0.000,0.001,0.000000,0.000,2.394932e-12,10.942,0.024,3.190,7648.478,-29361037.937,6758930.238,689387.435,-304538.406,-843.946,6845.912,-3304.614
1949.000,1949.000,429819.619,7648.478,388680.085,1,0.000,0.001,0.000000,0.000,2.394826e-12,10.942,0.024,3.189,7648.478,-29361037.017,6758718.985,691098.886,-305364.547,-846.084,6845.694,-3304.517
1949.250,1949.250,429820.416,7648.478,388680.085,1,0.000,0.001,0.000000,0.000,2.394797e-12,10.942,0.024,3.188,7648.477,-29361036.095,6758507.196,692810.282,-306190.664,-848.223,6845.475,-3304.421
1949.500,1949.500,429821.213,7648.477,388680.085,1,0.000,0.001,0.000000,0.000,2.394769e-12,10.942,0.024,3.187,7648.476,-29361035.170,6758294.873,694521.623,-307016.757,-850.361,6845.256,-3304.324
1949.750,1949.750,429822.009,7648.476,388680.085,1,0.000,0.001,0.000000,0.000,2.394740e-12,10.942,0.024,3.186,7648.475,-29361034.243,6758082.016,696232.910,-307842.826,-852.499,6845.036,-3304.227
1950.000,1950.000,429822.806,7648.475,388680.085,1,0.000,0.001,0.000000,0.000,2.394642e-12,10.942,0.024,3.185,7648.475,-29361033.314,6757868.624,697944.141,-308668.871,-854.637,6844.815,-3304.130
1950.250,1950.250,429823.602,7648.474,388680.085,1,0.000,0.001,0.000000,0.000,2.394605e-12,10.942,0.024,3.184,7648.474,-29361032.382,6757654.698,699655.317,-309494.891,-856.775,6844.594,-3304.033
1950.500,1950.500,429824.397,7648.474,388680.085,1,0.000,0.001,0.000000,0.000,2.394585e-12,10.942,0.024,3.183,7648.473,-29361031.448,6757440.237,701366.438,-310320.887,-858.912,6844.372,-3303.935
1950.750,1950.750,429825.193,7648.473,388680.085,1,0.000,0.001,0.000000,0.000,2.394547e-12,10.942,0.024,3.182,7648.472,-29361030.511,6757225.241,703077.503,-311146.859,-861.050,6844.150,-3303.837
1951.000,1951.000,429825.988,7648.472,388680.085,1,0.000,0.001,0.000000,0.000,2.394432e-12,10.942,0.024,3.181,7648.471,-29361029.572,6757009.712,704788.513,-311972.806,-863.188,6843.928,-3303.738
1951.250,1951.250,429826.783,7648.471,388680.085,1,0.000,0.001,0.000000,0.000,2.394403e-12,10.942,0.024,3.179,7648.471,-29361028.631,6756793.647,706499.467,-312798.728,-865.325,6843.704,-3303.640
1951.500,1951.500,429827.578,7648.471,388680.085,1,0.000,0.001,0.000000,0.000,2.394366e-12,10.942,0.024,3.178,7648.470,-29361027.687,6756577.049,708210.365,-313624.626,-867.463,6843.481,-3303.541
1951.750,1951.750,429828.372,7648.470,388680.085,1,0.000,0.001,0.000000,0.000,2.394337e-12,10.942,0.024,3.177,7648.469,-29361026.740,6756359.916,709921.207,-314450.498,-869.600,6843.256,-3303.442
1952.000,1952.000,429829.167,7648.469,388680.085,1,0.000,0.001,0.000000,0.000,2.394232e-12,10.942,0.024,3.176,7648.468,-29361025.791,6756142.249,711631.993,-315276.347,-871.738,6843.031,-3303.343
1952.250,1952.250,429829.961,7648.468,388680.085,1,0.000,0.001,0.000000,0.000,2.394203e-12,10.942,0.024,3.175,7648.468,-29361024.840,6755924.047,713342.723,-316102.170,-873.875,6842.806,-3303.243
1952.500,1952.500,429830.754,7648.468,388680.085,1,0.000,0.001,0.000000,0.000,2.394174e-12,10.942,0.024,3.174,7648.467,-29361023.886,6755705.311,715053.396,-316927.968,-876.012,6842.580,-3303.143
1952.750,1952.750,429831.548,7648.467,388680.085,1,0.000,0.001,0.000000,0.000,2.394137e-12,10.942,0.024,3.173,7648.466,-29361022.930,6755486.041,716764.013,-317753.741,-878.150,6842.354,-3303.043
1953.000,1953.000,429832.341,7648.466,388680.085,1,0.000,0.001,0.000000,0.000,2.394032e-12,10.943,0.024,3.172,7648.465,-29361021.972,6755266.236,718474.573,-318579.490,-880.287,6842.127,-3302.943
1953.250,1953.250,429833.134,7648.465,388680.085,1,0.000,0.001,0.000000,0.000,2.394003e-12,10.943,0.024,3.171,7648.465,-29361021.011,6755045.898,720185.076,-319405.213,-882.424,6841.899,-3302.842
1953.500,1953.500,429833.926,7648.464,388680.085,1,0.000,0.001,0.000000,0.000,2.393974e-12,10.942,0.024,3.170,7648.464,-29361020.047,6754825.025,721895.523,-320230.911,-884.561,6841.671,-3302.741
1953.750,1953.750,429834.719,7648.464,388680.085,1,0.000,0.001,0.000000,0.000,2.393945e-12,10.942,0.024,3.169,7648.463,-29361019.081,6754603.617,723605.912,-321056.583,-886.698,6841.442,-3302.640
1954.000,1954.000,429835.511,7648.463,388680.085,1,0.000,0.001,0.000000,0.000,2.393832e-12,10.943,0.024,3.168,7648.462,-29361018.113,6754381.676,725316.244,-321882.231,-888.834,6841.213,-3302.539
1954.250,1954.250,429836.303,7648.462,388680.085,1,0.000,0.001,0.000000,0.000,2.393803e-12,10.943,0.024,3.167,7648.461,-29361017.142,6754159.200,727026.518,-322707.853,-890.971,6840.983,-3302.437
1954.500,1954.500,429837.094,7648.461,388680.085,1,0.000,0.001,0.000000,0.000,2.393774e-12,10.943,0.024,3.166,7648.461,-29361016.169,6753936.190,728736.735,-323533.449,-893.108,6840.753,-3302.335
1954.750,1954.750,429837.886,7648.461,388680.085,1,0.000,0.001,0.000000,0.000,2.393745e-12,10.943,0.024,3.165,7648.460,-29361015.193,6753712.646,730446.895,-324359.020,-895.245,6840.522,-3302.233
1955.000,1955.000,429838.677,7648.460,388680.085,1,0.000,0.001,0.000000,0.000,2.393622e-12,10.943,0.024,3.164,7648.459,-29361014.215,6753488.568,732156.996,-325184.566,-897.381,6840.291,-3302.130
1955.250,1955.250,429839.468,7648.459,388680.085,1,0.000,0.001,0.000000,0.000,2.393594e-12,10.943,0.024,3.163,7648.458,-29361013.235,6753263.956,733867.040,-326010.086,-899.518,6840.059,-3302.028
1955.500,1955.500,429840.258,7648.458,388680.085,1,0.000,0.001,0.000000,0.000,2.393565e-12,10.943,0.024,3.162,7648.458,-29361012.252,6753038.809,735577.026,-326835.580,-901.654,6839.827,-3301.925
1955.750,1955.750,429841.048,7648.458,388680.085,1,0.000,0.001,0.000000,0.000,2.393528e-12,10.943,0.024,3.161,7648.457,-29361011.267,6752813.129,737286.953,-327661.048,-903.790,6839.594,-3301.822
1956.000,1956.000,429841.838,7648.457,388680.085,1,0.000,0.001,0.000000,0.000,2.393439e-12,10.943,0.024,3.160,7648.456,-29361010.279,6752586.914,738996.823,-328486.490,-905.927,6839.360,-3301.718
1956.250,1956.250,429842.628,7648.456,388680.085,1,0.000,0.001,0.000000,0.000,2.393410e-12,10.943,0.024,3.158,7648.455,-29361009.289,6752360.165,740706.633,-329311.907,-908.063,6839.126,-3301.614
1956.500,1956.500,429843.418,7648.455,388680.085,1,0.000,0.001,0.000000,0.000,2.393373e-12,10.943,0.024,3.157,7648.455,-29361008.296,6752132.883,742416.386,-330137.298,-910.199,6838.891,-3301.510
1956.750,1956.750,429844.207,7648.455,388680.085,1,0.000,0.001,0.000000,0.000,2.393344e-12,10.943,0.024,3.156,7648.454,-29361007.301,6751905.066,744126.079,-330962.662,-912.335,6838.656,-3301.406
1957.000,1957.000,429844.996,7648.454,388680.085,1,0.000,0.001,0.000000,0.000,2.393239e-12,10.943,0.024,3.155,7648.453,-29361006.304,6751676.715,745835.714,-331788.001,-914.471,6838.421,-3301.302
1957.250,1957.250,429845.784,7648.453,388680.085,1,0.000,0.001,0.000000,0.000,2.393202e-12,10.943,0.024,3.154,7648.452,-29361005.304,6751447.831,747545.289,-332613.313,-916.607,6838.184,-3301.197
1957.500,1957.500,429846.573,7648.452,388680.085,1,0.000,0.001,0.000000,0.000,2.393173e-12,10.943,0.024,3.153,7648.452,-29361004.302,6751218.412,749254.806,-333438.599,-918.743,6837.948,-3301.092
1957.750,1957.750,429847.361,7648.452,388680.085,1,0.000,0.001,0.000000,0.000,2.393144e-12,10.943,0.024,3.152,7648.451,-29361003.297,6750988.459,750964.263,-334263.859,-920.878,6837.710,-3300.986
1958.000,1958.000,429848.149,7648.451,388680.085,1,0.000,0.001,0.000000,0.000,2.393030e-12,10.943,0.024,3.151,7648.450,-29361002.290,6750757.973,752673.661,-335089.092,-923.014,6837.472,-3300.881
1958.250,1958.250,429848.937,7648.450,388680.085,1,0.000,0.001,0.000000,0.000,2.393001e-12,10.943,0.024,3.150,7648.449,-29361001.281,6750526.952,754382.999,-335914.299,-925.150,6837.234,-3300.775
1958.500,1958.500,429849.724,7648.449,388680.085,1,0.000,0.001,0.000000,0.000,2.392973e-12,10.943,0.024,3.149,7648.449,-29361000.269,6750295.398,756092.278,-336739.479,-927.285,6836.995,-3300.669
1958.750,1958.750,429850.511,7648.448,388680.085,1,0.000,0.001,0.000000,0.000,2.392943e-12,10.943,0.024,3.148,7648.448,-29360999.254,6750063.310,757801.497,-337564.633,-929.421,6836.756,-3300.562
1959.000,1959.000,429851.298,7648.448,388680.085,1,0.000,0.001,0.000000,0.000,2.392830e-12,10.943,0.024,3.147,7648.447,-29360998.237,6749830.688,759510.656,-338389.761,-931.556,6836.516,-3300.456
1959.250,1959.250,429852.085,7648.447,388680.085,1,0.000,0.001,0.000000,0.000,2.392801e-12,10.943,0.024,3.146,7648.446,-29360997.218,6749597.532,761219.755,-339214.861,-933.691,6836.275,-3300.349
1959.500,1959.500,429852.871,7648.446,388680.085,1,0.000,0.001,0.000000,0.000,2.392772e-12,10.943,0.024,3.145,7648.446,-29360996.197,6749363.842,762928.793,-340039.935,-935.827,6836.034,-3300.242
1959.750,1959.750,429853.657,7648.445,388680.085,1,0.000,0.001,0.000000,0.000,2.392744e-12,10.943,0.024,3.144,7648.445,-29360995.172,6749129.618,764637.772,-340864.982,-937.962,6835.792,-3300.134
1960.000,1960.000,429854.443,7648.445,388680.085,1,0.000,0.001,0.000000,0.000,2.392646e-12,10.943,0.024,3.143,7648.444,-29360994.146,6748894.861,766346.689,-341690.002,-940.097,6835.550,-3300.027
1960.250,1960.250,429855.228,7648.444,388680.085,1,0.000,0.001,0.000000,0.000,2.392618e-12,10.943,0.024,3.142,7648.443,-29360993.117,6748659.570,768055.547,-342514.996,-942.232,6835.308,-3299.919
1960.500,1960.500,429856.013,7648.443,388680.085,1,0.000,0.001,0.000000,0.000,2.392581e-12,10.943,0.024,3.141,7648.443,-29360992.086,6748423.745,769764.343,-343339.962,-944.367,6835.064,-3299.811
1960.750,1960.750,429856.798,7648.442,388680.085,1,0.000,0.001,0.000000,0.000,2.392552e-12,10.943,0.024,3.139,7648.442,-29360991.052,6748187.386,771473.079,-344164.901,-946.502,6834.821,-3299.702
1961.000,1961.000,429857.583,7648.442,388680.085,1,0.000,0.001,0.000000,0.000,2.392437e-12,10.943,0.024,3.138,7648.441,-29360990.016,6747950.494,773181.753,-344989.813,-948.636,6834.576,-3299.594
1961.250,1961.250,429858.368,7648.441,388680.085,1,0.000,0.001,0.000000,0.000,2.392409e-12,10.943,0.024,3.137,7648.440,-29360988.977,6747713.068,774890.367,-345814.698,-950.771,6834.331,-3299.485
1961.500,1961.500,429859.152,7648.440,388680.085,1,0.000,0.001,0.000000,0.000,2.392380e-12,10.943,0.023,3.136,7648.440,-29360987.936,6747475.109,776598.919,-346639.555,-952.906,6834.086,-3299.375
1961.750,1961.750,429859.936,7648.439,388680.085,1,0.000,0.001,0.000000,0.000,2.392351e-12,10.943,0.023,3.135,7648.439,-29360986.893,6747236.615,778307.410,-347464.385,-955.040,6833.840,-3299.266
1962.000,1962.000,429860.720,7648.439,388680.085,1,0.000,0.001,0.000000,0.000,2.392237e-12,10.943,0.023,3.134,7648.438,-29360985.847,6746997.588,780015.839,-348289.188,-957.175,6833.593,-3299.156
1962.250,1962.250,429861.503,7648.438,388680.085,1,0.000,0.001,0.000000,0.000,2.392208e-12,10.943,0.023,3.133,7648.437,-29360984.799,6746758.028,781724.206,-349113.963,-959.309,6833.346,-3299.046
1962.500,1962.500,429862.286,7648.437,388680.085,1,0.000,0.001,0.000000,0.000,2.392179e-12,10.943,0.023,3.132,7648.437,-29360983.748,6746517.934,783432.512,-349938.711,-961.444,6833.099,-3298.936
1962.750,1962.750,429863.069,7648.436,388680.085,1,0.000,0.001,0.000000,0.000,2.392150e-12,10.943,0.023,3.131,7648.436,-29360982.695,6746277.306,785140.756,-350763.431,-963.578,6832.851,-3298.825
1963.000,1963.000,429863.852,7648.436,388680.085,1,0.000,0.001,0.000000,0.000,2.392054e-12,10.943,0.023,3.130,7648.435,-29360981.639,6746036.145,786848.937,-351588.124,-965.712,6832.602,-3298.715
1963.250,1963.250,429864.634,7648.435,388680.085,1,0.000,0.001,0.000000,0.000,2.392026e-12,10.943,0.023,3.129,7648.434,-29360980.581,6745794.450,788557.057,-352412.789,-967.846,6832.353,-3298.604
1963.500,1963.500,429865.416,7648.434,388680.085,1,0.000,0.001,0.000000,0.000,2.391996e-12,10.943,0.023,3.128,7648.434,-29360979.521,6745552.222,790265.114,-353237.426,-969.980,6832.103,-3298.492
1963.750,1963.750,429866.198,7648.434,388680.085,1,0.000,0.001,0.000000,0.000,2.391967e-12,10.943,0.023,3.127,7648.433,-29360978.458,6745309.460,791973.108,-354062.035,-972.114,6831.853,-3298.381
1964.000,1964.000,429866.979,7648.433,388680.085,1,0.000,0.001,0.000000,0.000,2.391838e-12,10.943,0.023,3.126,7648.432,-29360977.393,6745066.165,793681.040,-354886.616,-974.248,6831.602,-3298.269
1964.250,1964.250,429867.761,7648.432,388680.085,1,0.000,0.001,0.000000,0.000,2.391809e-12,10.943,0.023,3.125,7648.431,-29360976.325,6744822.336,795388.909,-355711.169,-976.382,6831.351,-3298.157
1964.500,1964.500,429868.542,7648.431,388680.085,1,0.000,0.001,0.000000,0.000,2.391781e-12,10.943,0.023,3.124,7648.431,-29360975.255,6744577.974,797096.716,-356535.694,-978.515,6831.099,-3298.044
1964.750,1964.750,429869.322,7648.431,388680.085,1,0.000,0.001,0.000000,0.000,2.391752e-12,10.943,0.023,3.123,7648.430,-29360974.183,6744333.078,798804.459,-357360.191,-980.649,6830.846,-3297.932
1965.000,1965.000,429870.103,7648.430,388680.085,1,0.000,0.001,0.000000,0.000,2.391645e-12,10.943,0.023,3.121,7648.429,-29360973.108,6744087.649,800512.139,-358184.660,-982.783,6830.593,-3297.819
1965.250,1965.250,429870.883,7648.429,388680.085,1,0.000,0.001,0.000000,0.000,2.391617e-12,10.943,0.023,3.120,7648.428,-29360972.031,6743841.687,802219.755,-359009.101,-984.916,6830.340,-3297.706
1965.500,1965.500,429871.663,7648.428,388680.085,1,0.000,0.001,0.000000,0.000,2.391580e-12,10.943,0.023,3.119,7648.428,-29360970.951,6743595.191,803927.309,-359833.513,-987.050,6830.086,-3297.593
1965.750,1965.750,429872.443,7648.428,388680.085,1,0.000,0.001,0.000000,0.000,2.391551e-12,10.943,0.023,3.118,7648.427,-29360969.869,6743348.162,805634.798,-360657.897,-989.183,6829.831,-3297.479
1966.000,1966.000,429873.222,7648.427,388680.085,1,0.000,0.001,0.000000,0.000,2.391446e-12,10.943,0.023,3.117,7648.426,-29360968.785,6743100.600,807342.224,-361482.253,-991.316,6829.576,-3297.365
1966.250,1966.250,429874.001,7648.426,388680.085,1,0.000,0.001,0.000000,0.000,2.391416e-12,10.943,0.023,3.116,7648.426,-29360967.698,6742852.504,809049.586,-362306.580,-993.449,6829.320,-3297.251
1966.500,1966.500,429874.780,7648.425,388680.085,1,0.000,0.001,0.000000,0.000,2.391388e-12,10.943,0.023,3.115,7648.425,-29360966.608,6742603.875,810756.884,-363130.878,-995.582,6829.064,-3297.136
1966.750,1966.750,429875.559,7648.425,388680.085,1,0.000,0.001,0.000000,0.000,2.391359e-12,10.943,0.023,3.114,7648.424,-29360965.517,6742354.713,812464.118,-363955.148,-997.715,6828.807,-3297.022
1967.000,1967.000,429876.337,7648.424,388680.085,1,0.000,0.001,0.000000,0.000,2.391246e-12,10.943,0.023,3.113,7648.423,-29360964.423,6742105.017,814171.288,-364779.389,-999.848,6828.550,-3296.907
1967.250,1967.250,429877.115,7648.423,388680.085,1,0.000,0.001,0.000000,0.000,2.391217e-12,10.943,0.023,3.112,7648.423,-29360963.326,6741854.789,815878.393,-365603.601,-1001.981,6828.292,-3296.792
1967.500,1967.500,429877.893,7648.422,388680.085,1,0.000,0.001,0.000000,0.000,2.391188e-12,10.943,0.023,3.111,7648.422,-29360962.227,6741604.027,817585.434,-366427.785,-1004.114,6828.034,-3296.676
1967.750,1967.750,429878.671,7648.422,388680.085,1,0.000,0.001,0.000000,0.000,2.391159e-12,10.943,0.023,3.110,7648.421,-29360961.126,6741352.732,819292.410,-367251.939,-1006.247,6827.775,-3296.560
1968.000,1968.000,429879.448,7648.421,388680.085,1,0.000,0.001,0.000000,0.000,2.391055e-12,10.943,0.023,3.109,7648.420,-29360960.022,6741100.904,820999.322,-368076.065,-1008.379,6827.516,-3296.444
1968.250,1968.250,429880.225,7648.420,388680.085,1,0.000,0.001,0.000000,0.000,2.391026e-12,10.943,0.023,3.108,7648.420,-29360958.916,6740848.542,822706.168,-368900.161,-1010.512,6827.256,-3296.328
1968.500,1968.500,429881.002,7648.420,388680.085,1,0.000,0.001,0.000000,0.000,2.390989e-12,10.943,0.023,3.107,7648.419,-29360957.807,6740595.648,824412.949,-369724.229,-1012.644,6826.995,-3296.212
1968.750,1968.750,429881.778,7648.419,388680.085,1,0.000,0.001,0.000000,0.000,2.390960e-12,10.943,0.023,3.105,7648.418,-29360956.696,6740342.220,826119.666,-370548.267,-1014.777,6826.734,-3296.095
1969.000,1969.000,429882.555,7648.418,388680.085,1,0.000,0.001,0.000000,0.000,2.390854e-12,10.943,0.023,3.104,7648.417,-29360955.583,6740088.259,827826.316,-371372.276,-1016.909,6826.472,-3295.978
1969.250,1969.250,429883.331,7648.417,388680.085,1,0.000,0.001,0.000000,0.000,2.390825e-12,10.943,0.023,3.103,7648.417,-29360954.467,6739833.766,829532.902,-372196.256,-1019.041,6826.210,-3295.861
1969.500,1969.500,429884.106,7648.417,388680.085,1,0.000,0.001,0.000000,0.000,2.390796e-12,10.943,0.023,3.102,7648.416,-29360953.349,6739578.739,831239.422,-373020.207,-1021.173,6825.948,-3295.743
1969.750,1969.750,429884.882,7648.416,388680.085,1,0.000,0.001,0.000000,0.000,2.390767e-12,10.943,0.023,3.101,7648.415,-29360952.228,6739323.179,832945.876,-373844.128,-1023.305,6825.684,-3295.625
1970.000,1970.000,429885.657,7648.415,388680.085,1,0.000,0.001,0.000000,0.000,2.390663e-12,10.943,0.023,3.100,7648.415,-29360951.105,6739067.086,834652.264,-374668.019,-1025.437,6825.421,-3295.507
1970.250,1970.250,429886.432,7648.414,388680.085,1,0.000,0.001,0.000000,0.000,2.390634e-12,10.943,0.023,3.099,7648.414,-29360949.979,6738810.460,836358.586,-375491.881,-1027.569,6825.156,-3295.389
1970.500,1970.500,429887.206,7648.414,388680.085,1,0.000,0.001,0.000000,0.000,2.390605e-12,10.943,0.023,3.098,7648.413,-29360948.851,6738553.302,838064.842,-376315.714,-1029.701,6824.891,-3295.270
1970.750,1970.750,429887.981,7648.413,388680.085,1,0.000,0.001,0.000000,0.000,2.390577e-12,10.943,0.023,3.097,7648.412,-29360947.721,6738295.610,839771.031,-377139.516,-1031.833,6824.626,-3295.152
1971.000,1971.000,429888.755,7648.412,388680.085,1,0.000,0.001,0.000000,0.000,2.390463e-12,10.943,0.023,3.096,7648.412,-29360946.588,6738037.385,841477.155,-377963.289,-1033.964,6824.360,-3295.032
1971.250,1971.250,429889.529,7648.412,388680.085,1,0.000,0.001,0.000000,0.000,2.390434e-12,10.943,0.023,3.095,7648.411,-29360945.453,6737778.628,843183.211,-378787.033,-1036.096,6824.094,-3294.913
1971.500,1971.500,429890.302,7648.411,388680.085,1,0.000,0.001,0.000000,0.000,2.390406e-12,10.943,0.023,3.094,7648.410,-29360944.316,6737519.337,844889.201,-379610.746,-1038.227,6823.827,-3294.793
1971.750,1971.750,429891.076,7648.410,388680.085,1,0.000,0.001,0.000000,0.000,2.390377e-12,10.943,0.023,3.093,7648.409,-29360943.176,6737259.514,846595.125,-380434.429,-1040.359,6823.559,-3294.674
1972.000,1972.000,429891.849,7648.409,388680.085,1,0.000,0.001,0.000000,0.000,2.390271e-12,10.943,0.023,3.092,7648.409,-29360942.034,6736999.158,848300.981,-381258.083,-1042.490,6823.291,-3294.553
1972.250,1972.250,429892.621,7648.409,388680.085,1,0.000,0.001,0.000000,0.000,2.390243e-12,10.943,0.023,3.090,7648.408,-29360940.889,6736738.269,850006.770,-382081.706,-1044.621,6823.022,-3294.433
1972.500,1972.500,429893.394,7648.408,388680.085,1,0.000,0.001,0.000000,0.000,2.390206e-12,10.943,0.023,3.089,7648.407,-29360939.742,6736476.848,851712.492,-382905.299,-1046.752,6822.753,-3294.312
1972.750,1972.750,429894.166,7648.407,388680.085,1,0.000,0.001,0.000000,0.000,2.390177e-12,10.943,0.023,3.088,7648.407,-29360938.592,6736214.893,853418.146,-383728.862,-1048.883,6822.483,-3294.191
1973.000,1973.000,429894.938,7648.407,388680.085,1,0.000,0.001,0.000000,0.000,2.390072e-12,10.943,0.023,3.087,7648.406,-29360937.440,6735952.406,855123.734,-384552.395,-1051.014,6822.213,-3294.070
1973.250,1973.250,429895.710,7648.406,388680.085,1,0.000,0.001,0.000000,0.000,2.390035e-12,10.943,0.023,3.086,7648.405,-29360936.286,6735689.386,856829.253,-385375.897,-1053.145,6821.942,-3293.949
1973.500,1973.500,429896.481,7648.405,388680.085,1,0.000,0.001,0.000000,0.000,2.390006e-12,10.943,0.023,3.085,7648.404,-29360935.129,6735425.833,858534.705,-386199.369,-1055.276,6821.671,-3293.827
1973.750,1973.750,429897.252,7648.404,388680.085,1,0.000,0.001,0.000000,0.000,2.389978e-12,10.943,0.023,3.084,7648.404,-29360933.970,6735161.748,860240.088,-387022.811,-1057.407,6821.399,-3293.705
1974.000,1974.000,429898.023,7648.404,388680.085,1,0.000,0.001,0.000000,0.000,2.389873e-12,10.943,0.023,3.083,7648.403,-29360932.809,6734897.130,861945.404,-387846.222,-1059.537,6821.127,-3293.583
1974.250,1974.250,429898.794,7648.403,388680.085,1,0.000,0.001,0.000000,0.000,2.389843e-12,10.943,0.023,3.082,7648.402,-29360931.645,6734631.979,863650.652,-388669.602,-1061.668,6820.854,-3293.460
1974.500,1974.500,429899.564,7648.402,388680.085,1,0.000,0.001,0.000000,0.000,2.389815e-12,10.943,0.023,3.081,7648.402,-29360930.478,6734366.296,865355.831,-389492.952,-1063.798,6820.580,-3293.338
1974.750,1974.750,429900.334,7648.401,388680.085,1,0.000,0.001,0.000000,0.000,2.389786e-12,10.943,0.023,3.080,7648.401,-29360929.310,6734100.080,867060.942,-390316.271,-1065.929,6820.306,-3293.215
1975.000,1975.000,429901.104,7648.401,388680.085,1,0.000,0.001,0.000000,0.000,2.389672e-12,10.944,0.023,3.079,7648.400,-29360928.139,6733833.332,868765.984,-391139.559,-1068.059,6820.032,-3293.091
1975.250,1975.250,429901.874,7648.400,388680.085,1,0.000,0.001,0.000000,0.000,2.389643e-12,10.944,0.023,3.078,7648.399,-29360926.965,6733566.050,870470.958,-391962.817,-1070.189,6819.757,-3292.968
1975.500,1975.500,429902.643,7648.399,388680.085,1,0.000,0.001,0.000000,0.000,2.389615e-12,10.944,0.023,3.077,7648.399,-29360925.789,6733298.237,872175.862,-392786.043,-1072.319,6819.481,-3292.844
1975.750,1975.750,429903.412,7648.399,388680.085,1,0.000,0.001,0.000000,0.000,2.389587e-12,10.943,0.023,3.075,7648.398,-29360924.611,6733029.891,873880.698,-393609.239,-1074.449,6819.205,-3292.720
1976.000,1976.000,429904.181,7648.398,388680.085,1,0.000,0.001,0.000000,0.000,2.389474e-12,10.944,0.023,3.074,7648.397,-29360923.430,6732761.012,875585.465,-394432.403,-1076.579,6818.928,-3292.596
1976.250,1976.250,429904.949,7648.397,388680.085,1,0.000,0.001,0.000000,0.000,2.389445e-12,10.944,0.023,3.073,7648.397,-29360922.247,6732491.601,877290.162,-395255.537,-1078.709,6818.651,-3292.471
1976.500,1976.500,429905.717,7648.396,388680.085,1,0.000,0.001,0.000000,0.000,2.389415e-12,10.944,0.023,3.072,7648.396,-29360921.061,6732221.657,878994.790,-396078.639,-1080.839,6818.373,-3292.347
1976.750,1976.750,429906.485,7648.396,388680.085,1,0.000,0.001,0.000000,0.000,2.389387e-12,10.944,0.023,3.071,7648.395,-29360919.873,6731951.181,880699.349,-396901.710,-1082.969,6818.095,-3292.221
1977.000,1977.000,429907.253,7648.395,388680.085,1,0.000,0.001,0.000000,0.000,2.389290e-12,10.944,0.023,3.070,7648.394,-29360918.683,6731680.173,882403.837,-397724.750,-1085.098,6817.816,-3292.096
