phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),1735,5.3281,1.7,87.9,45.4,82.0,86.0,43.5,110.3,50.0,124.3,29.8,3.4,912.8,12.8,0.0,4.3,53.9,343.5,4.9,331.3,1.0,1.00,0.99,1.00,0.75,0.12,0.69,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000421557.12,5730133.92,1000000000.00,0.00,0.00,708923.98,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.7,87.9],[45.4,82.0],[86.0,43.5],[110.3,50.0],[124.3,29.8]]","[[4.3,53.9],[331.3,1.0],[343.5,4.9]]","[[0.0,1.0],[12.431,1.0],[12.431,1.0],[62.155,1.0],[62.155,1.0],[111.879,1.0],[111.879,1.0],[124.31,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[110.621,0.999],[110.621,0.993],[630.837,0.993],[630.837,0.996],[757.24,0.996],[757.24,0.749],[912.803,0.749],[913.803,0.0]]",ESCAPE
Phase 2 (coarse),1736,5.2081,0.8,87.6,47.5,81.3,89.9,43.0,113.1,50.0,129.1,28.6,0.5,911.0,17.3,0.0,0.9,49.3,301.6,6.1,220.9,3.5,1.00,1.00,1.00,0.75,0.18,0.69,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004700962.91,5686633.41,1000000000.00,0.00,0.00,593828.89,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,87.6],[47.5,81.3],[89.9,43.0],[113.1,50.0],[129.1,28.6]]","[[0.9,49.3],[220.9,3.5],[301.6,6.1]]","[[0.0,1.0],[12.908,1.0],[12.908,1.0],[64.542,1.0],[64.542,1.0],[116.175,1.0],[116.175,1.0],[129.083,1.0],[1000000000.0,1.0]]","[[0.0,0.996],[164.989,0.996],[164.989,0.999],[627.02,0.999],[627.02,0.996],[790.566,0.996],[790.566,0.753],[911.018,0.753],[912.018,0.0]]",ESCAPE
Phase 2 (coarse),1734,5.2004,0.6,87.8,41.2,82.0,87.8,44.1,113.3,46.4,128.3,30.0,2.9,876.8,15.3,0.0,2.2,45.2,323.8,6.7,293.0,0.5,0.99,1.00,1.00,0.73,0.16,0.72,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003976836.22,5683510.82,1000000000.00,0.00,0.00,577010.98,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.6,87.8],[41.2,82.0],[87.8,44.1],[113.3,46.4],[128.3,30.0]]","[[2.2,45.2],[293.0,0.5],[323.8,6.7]]","[[0.0,1.0],[12.826,1.0],[12.826,1.0],[64.132,1.0],[64.132,1.0],[115.438,1.0],[115.438,1.0],[128.264,1.0],[1000000000.0,1.0]]","[[0.0,0.991],[137.576,0.991],[137.576,0.999],[630.604,0.999],[630.604,1.0],[764.204,1.0],[764.204,0.734],[876.766,0.734],[877.766,0.0]]",ESCAPE
Phase 2 (coarse),1730,5.2790,0.5,87.3,47.4,81.2,87.7,48.1,112.0,49.7,125.4,29.7,0.1,850.1,11.1,0.0,0.8,50.3,287.0,6.9,215.0,2.0,0.99,1.00,1.00,0.72,0.13,0.71,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008418392.21,5704417.92,1000000000.00,0.00,0.00,599603.09,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,87.3],[47.4,81.2],[87.7,48.1],[112.0,49.7],[125.4,29.7]]","[[0.8,50.3],[215.0,2.0],[287.0,6.9]]","[[0.0,1.0],[12.545,1.0],[12.545,1.0],[62.725,1.0],[62.725,1.0],[112.905,1.0],[112.905,1.0],[125.45,1.0],[1000000000.0,1.0]]","[[0.0,0.986],[106.78,0.986],[106.78,1.0],[600.293,1.0],[600.293,0.999],[729.711,0.999],[729.711,0.721],[850.057,0.721],[851.057,0.0]]",ESCAPE
Phase 2 (coarse),1729,5.2005,1.4,88.1,44.9,81.6,89.9,46.9,108.7,48.2,128.1,29.9,5.4,830.1,14.2,0.0,1.7,47.9,310.9,5.2,372.2,1.1,1.00,0.98,0.99,0.77,0.18,0.69,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000902396.38,5666580.37,1000000000.00,0.00,0.00,576700.67,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.4,88.1],[44.9,81.6],[89.9,46.9],[108.7,48.2],[128.1,29.9]]","[[1.7,47.9],[310.9,5.2],[372.2,1.1]]","[[0.0,1.0],[12.812,1.0],[12.812,1.0],[64.062,1.0],[64.062,1.0],[115.312,1.0],[115.312,1.0],[128.124,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[147.433,0.999],[147.433,0.979],[572.474,0.979],[572.474,0.992],[703.491,0.992],[703.491,0.768],[830.094,0.768],[831.094,0.0]]",ESCAPE
Phase 2 (coarse),1737,5.2267,0.5,87.4,44.8,81.8,88.6,44.6,110.1,49.3,127.4,30.0,3.5,918.8,16.5,0.0,3.3,49.6,304.9,8.3,298.6,1.6,0.98,0.95,0.99,0.73,0.16,0.67,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009011424.83,5687128.54,1000000000.00,0.00,0.00,592073.98,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,87.4],[44.8,81.8],[88.6,44.6],[110.1,49.3],[127.4,30.0]]","[[3.3,49.6],[298.6,1.6],[304.9,8.3]]","[[0.0,1.0],[12.745,1.0],[12.745,1.0],[63.724,1.0],[63.724,1.0],[114.703,1.0],[114.703,1.0],[127.448,1.0],[1000000000.0,1.0]]","[[0.0,0.983],[145.487,0.983],[145.487,0.948],[617.953,0.948],[617.953,0.991],[773.512,0.991],[773.512,0.726],[918.794,0.726],[919.794,0.0]]",ESCAPE
Phase 2 (coarse),1738,5.2954,1.7,88.7,44.6,80.5,89.9,45.2,111.1,48.9,129.4,27.6,0.4,869.4,15.6,0.0,0.2,50.8,293.1,5.2,322.1,2.1,1.00,0.97,1.00,0.74,0.16,0.71,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003085643.26,5706029.64,1000000000.00,0.00,0.00,580761.77,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.7,88.7],[44.6,80.5],[89.9,45.2],[111.1,48.9],[129.4,27.6]]","[[0.2,50.8],[293.1,5.2],[322.1,2.1]]","[[0.0,1.0],[12.941,1.0],[12.941,1.0],[64.706,1.0],[64.706,1.0],[116.471,1.0],[116.471,1.0],[129.412,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[134.982,0.999],[134.982,0.968],[619.552,0.968],[619.552,0.999],[749.748,0.999],[749.748,0.744],[869.403,0.744],[870.403,0.0]]",ESCAPE
Phase 2 (coarse),1740,5.3445,0.8,88.1,42.3,81.7,89.4,46.9,108.8,47.7,129.4,29.9,3.5,877.5,15.0,0.0,1.9,49.7,310.2,6.3,278.9,1.6,1.00,0.97,1.00,0.73,0.15,0.69,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000533691.30,5706757.64,1000000000.00,0.00,0.00,609781.37,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,88.1],[42.3,81.7],[89.4,46.9],[108.8,47.7],[129.4,29.9]]","[[1.9,49.7],[278.9,1.6],[310.2,6.3]]","[[0.0,1.0],[12.935,1.0],[12.935,1.0],[64.677,1.0],[64.677,1.0],[116.419,1.0],[116.419,1.0],[129.354,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[127.81,0.999],[127.81,0.971],[609.271,0.971],[609.271,0.998],[760.062,0.998],[760.062,0.732],[877.475,0.732],[878.475,0.0]]",ESCAPE
Phase 2 (coarse),1744,5.4486,1.8,87.7,47.4,82.0,89.6,44.9,113.6,50.0,128.7,28.8,2.5,917.8,17.3,0.0,1.9,45.7,325.0,6.2,270.3,1.4,0.99,1.00,0.99,0.73,0.18,0.69,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009179898.90,5748271.55,1000000000.00,0.00,0.00,614196.68,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.8,87.7],[47.4,82.0],[89.6,44.9],[113.6,50.0],[128.7,28.8]]","[[1.9,45.7],[270.3,1.4],[325.0,6.2]]","[[0.0,1.0],[12.873,1.0],[12.873,1.0],[64.367,1.0],[64.367,1.0],[115.86,1.0],[115.86,1.0],[128.734,1.0],[1000000000.0,1.0]]","[[0.0,0.988],[161.771,0.988],[161.771,1.0],[634.334,1.0],[634.334,0.991],[753.417,0.991],[753.417,0.734],[917.829,0.734],[918.829,0.0]]",ESCAPE
Phase 2 (coarse),1739,5.2830,1.0,88.1,46.7,81.8,90.0,43.1,110.0,48.9,127.9,29.5,3.3,885.8,14.5,0.0,3.3,50.1,299.5,3.8,385.7,2.2,0.97,1.00,0.99,0.76,0.13,0.70,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005512163.00,5707058.64,1000000000.00,0.00,0.00,570240.14,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,88.1],[46.7,81.8],[90.0,43.1],[110.0,48.9],[127.9,29.5]]","[[3.3,50.1],[299.5,3.8],[385.7,2.2]]","[[0.0,1.0],[12.789,1.0],[12.789,1.0],[63.943,1.0],[63.943,1.0],[115.097,1.0],[115.097,1.0],[127.885,1.0],[1000000000.0,1.0]]","[[0.0,0.973],[114.68,0.973],[114.68,1.0],[622.917,1.0],[622.917,0.994],[736.906,0.994],[736.906,0.758],[885.764,0.758],[886.764,0.0]]",ESCAPE
Phase 2 (coarse),1741,5.2207,1.6,87.8,46.4,81.8,90.0,44.2,112.4,50.0,129.0,28.7,2.2,902.9,13.3,0.0,3.3,43.9,323.4,4.6,194.3,1.8,0.99,0.98,1.00,0.75,0.14,0.68,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008921201.74,5685765.71,1000000000.00,0.00,0.00,559260.56,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.6,87.8],[46.4,81.8],[90.0,44.2],[112.4,50.0],[129.0,28.7]]","[[3.3,43.9],[194.3,1.8],[323.4,4.6]]","[[0.0,1.0],[12.897,1.0],[12.897,1.0],[64.485,1.0],[64.485,1.0],[116.073,1.0],[116.073,1.0],[128.97,1.0],[1000000000.0,1.0]]","[[0.0,0.992],[124.285,0.992],[124.285,0.983],[609.888,0.983],[609.888,0.998],[789.312,0.998],[789.312,0.748],[902.919,0.748],[903.919,0.0]]",ESCAPE
Phase 2 (coarse),1742,5.2959,1.4,88.2,43.6,81.6,90.0,43.1,110.6,50.0,128.3,29.6,1.6,773.4,12.9,0.0,1.1,45.4,339.3,4.2,275.4,0.7,0.98,1.00,1.00,0.78,0.12,0.66,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006158505.56,5704335.87,1000000000.00,0.00,0.00,598659.79,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.4,88.2],[43.6,81.6],[90.0,43.1],[110.6,50.0],[128.3,29.6]]","[[1.1,45.4],[275.4,0.7],[339.3,4.2]]","[[0.0,1.0],[12.826,1.0],[12.826,1.0],[64.129,1.0],[64.129,1.0],[115.433,1.0],[115.433,1.0],[128.258,1.0],[1000000000.0,1.0]]","[[0.0,0.977],[89.231,0.977],[89.231,0.996],[514.327,0.996],[514.327,0.996],[634.604,0.996],[634.604,0.782],[773.444,0.782],[774.444,0.0]]",ESCAPE
Phase 2 (coarse),1743,5.2055,1.0,87.9,47.9,81.8,88.0,44.7,113.6,50.0,129.3,30.0,1.3,913.6,8.5,0.0,2.4,50.5,341.4,5.8,272.2,1.6,0.99,1.00,1.00,0.73,0.14,0.66,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005729743.87,5690989.75,1000000000.00,0.00,0.00,688866.16,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,87.9],[47.9,81.8],[88.0,44.7],[113.6,50.0],[129.3,30.0]]","[[2.4,50.5],[272.2,1.6],[341.4,5.8]]","[[0.0,1.0],[12.935,1.0],[12.935,1.0],[64.673,1.0],[64.673,1.0],[116.412,1.0],[116.412,1.0],[129.347,1.0],[1000000000.0,1.0]]","[[0.0,0.995],[124.734,0.995],[124.734,1.0],[602.71,1.0],[602.71,1.0],[781.996,1.0],[781.996,0.731],[913.627,0.731],[914.627,0.0]]",ESCAPE
Phase 2 (coarse),1749,5.5126,2.0,88.3,43.2,81.9,89.9,44.0,109.4,49.8,127.7,27.2,3.8,787.6,15.1,0.0,2.5,49.7,310.6,5.1,337.9,0.4,0.99,1.00,0.99,0.80,0.17,0.66,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002586154.86,5765804.91,1000000000.00,0.00,0.00,619372.45,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.0,88.3],[43.2,81.9],[89.9,44.0],[109.4,49.8],[127.7,27.2]]","[[2.5,49.7],[310.6,5.1],[337.9,0.4]]","[[0.0,1.0],[12.771,1.0],[12.771,1.0],[63.854,1.0],[63.854,1.0],[114.936,1.0],[114.936,1.0],[127.707,1.0],[1000000000.0,1.0]]","[[0.0,0.991],[135.672,0.991],[135.672,1.0],[516.161,1.0],[516.161,0.989],[660.937,0.989],[660.937,0.797],[787.614,0.797],[788.614,0.0]]",ESCAPE
Phase 2 (coarse),1752,5.3081,1.5,88.2,40.1,81.9,89.9,48.1,113.1,47.8,129.5,29.1,0.6,827.3,13.1,0.0,1.5,53.7,335.1,6.4,445.8,0.2,1.00,1.00,1.00,0.72,0.14,0.70,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009587908.98,5711376.42,1000000000.00,0.00,0.00,720812.54,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.5,88.2],[40.1,81.9],[89.9,48.1],[113.1,47.8],[129.5,29.1]]","[[1.5,53.7],[335.1,6.4],[445.8,0.2]]","[[0.0,1.0],[12.952,1.0],[12.952,1.0],[64.759,1.0],[64.759,1.0],[116.566,1.0],[116.566,1.0],[129.518,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[113.658,1.0],[113.658,1.0],[581.738,1.0],[581.738,0.997],[702.195,0.997],[702.195,0.723],[827.311,0.723],[828.311,0.0]]",ESCAPE
Phase 2 (coarse),1748,5.4201,1.6,88.6,45.6,81.9,89.8,46.6,112.0,49.4,124.8,29.8,4.3,924.9,17.3,0.0,1.4,49.8,324.7,5.4,281.5,1.6,0.99,1.00,1.00,0.73,0.11,0.68,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000531494.36,5730062.02,1000000000.00,0.00,0.00,638248.43,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.6,88.6],[45.6,81.9],[89.8,46.6],[112.0,49.4],[124.8,29.8]]","[[1.4,49.8],[281.5,1.6],[324.7,5.4]]","[[0.0,1.0],[12.478,1.0],[12.478,1.0],[62.389,1.0],[62.389,1.0],[112.301,1.0],[112.301,1.0],[124.778,1.0],[1000000000.0,1.0]]","[[0.0,0.989],[102.593,0.989],[102.593,1.0],[630.104,1.0],[630.104,1.0],[774.42,1.0],[774.42,0.725],[924.924,0.725],[925.924,0.0]]",ESCAPE
Phase 2 (coarse),1751,5.2161,0.4,87.8,40.2,82.0,90.0,44.0,113.5,49.8,127.8,27.6,6.9,880.5,16.1,0.0,1.9,52.0,343.0,3.9,302.2,1.0,0.99,1.00,1.00,0.78,0.14,0.67,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008453181.58,5688164.70,1000000000.00,0.00,0.00,637006.69,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.4,87.8],[40.2,82.0],[90.0,44.0],[113.5,49.8],[127.8,27.6]]","[[1.9,52.0],[302.2,1.0],[343.0,3.9]]","[[0.0,1.0],[12.778,1.0],[12.778,1.0],[63.891,1.0],[63.891,1.0],[115.003,1.0],[115.003,1.0],[127.782,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[126.411,0.994],[126.411,0.997],[587.786,0.997],[587.786,0.999],[754.522,0.999],[754.522,0.779],[880.467,0.779],[881.467,0.0]]",ESCAPE
Phase 2 (coarse),1747,5.2271,1.9,87.7,45.3,81.4,88.1,45.4,113.0,50.0,130.9,29.9,3.9,719.3,11.1,0.0,4.7,47.7,272.5,4.8,314.5,1.6,0.99,0.99,0.99,0.75,0.16,0.72,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000188264.52,5682924.44,1000000000.00,0.00,0.00,515619.32,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.9,87.7],[45.3,81.4],[88.1,45.4],[113.0,50.0],[130.9,29.9]]","[[4.7,47.7],[272.5,4.8],[314.5,1.6]]","[[0.0,1.0],[13.093,1.0],[13.093,1.0],[65.465,1.0],[65.465,1.0],[117.836,1.0],[117.836,1.0],[130.929,1.0],[1000000000.0,1.0]]","[[0.0,0.995],[113.779,0.995],[113.779,0.988],[517.464,0.988],[517.464,0.99],[598.676,0.99],[598.676,0.752],[719.273,0.752],[720.273,0.0]]",ESCAPE
Phase 2 (coarse),1745,5.2017,0.4,87.3,46.4,81.9,89.6,43.2,110.2,49.9,126.5,29.7,6.4,895.5,12.8,0.0,1.1,47.7,336.0,7.2,292.7,0.6,0.99,1.00,0.99,0.72,0.17,0.68,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003705553.48,5688482.59,1000000000.00,0.00,0.00,633916.60,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.4,87.3],[46.4,81.9],[89.6,43.2],[110.2,49.9],[126.5,29.7]]","[[1.1,47.7],[292.7,0.6],[336.0,7.2]]","[[0.0,1.0],[12.647,1.0],[12.647,1.0],[63.235,1.0],[63.235,1.0],[113.824,1.0],[113.824,1.0],[126.471,1.0],[1000000000.0,1.0]]","[[0.0,0.991],[149.368,0.991],[149.368,0.999],[611.362,0.999],[611.362,0.993],[761.105,0.993],[761.105,0.723],[895.484,0.723],[896.484,0.0]]",ESCAPE
Phase 2 (coarse),1746,5.3060,2.1,88.9,43.7,82.0,89.3,44.6,108.0,49.0,126.8,29.8,2.9,827.3,10.2,0.0,4.4,54.5,296.9,5.3,324.5,0.1,0.98,0.99,1.00,0.75,0.15,0.70,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007307937.99,5710133.21,1000000000.00,0.00,0.00,622919.31,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.1,88.9],[43.7,82.0],[89.3,44.6],[108.0,49.0],[126.8,29.8]]","[[4.4,54.5],[296.9,5.3],[324.5,0.1]]","[[0.0,1.0],[12.684,1.0],[12.684,1.0],[63.42,1.0],[63.42,1.0],[114.156,1.0],[114.156,1.0],[126.84,1.0],[1000000000.0,1.0]]","[[0.0,0.981],[124.047,0.981],[124.047,0.995],[581.554,0.995],[581.554,1.0],[695.306,1.0],[695.306,0.747],[827.261,0.747],[828.261,0.0]]",ESCAPE
Phase 2 (coarse),1750,5.5791,0.7,88.2,44.3,81.0,90.0,43.0,111.8,50.0,126.6,30.0,4.6,863.6,18.3,0.0,6.3,51.8,339.0,5.1,311.3,2.2,1.00,1.00,1.00,0.72,0.15,0.67,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001901667.04,5786699.17,1000000000.00,0.00,0.00,700238.48,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.7,88.2],[44.3,81.0],[90.0,43.0],[111.8,50.0],[126.6,30.0]]","[[6.3,51.8],[311.3,2.2],[339.0,5.1]]","[[0.0,1.0],[12.659,1.0],[12.659,1.0],[63.295,1.0],[63.295,1.0],[113.932,1.0],[113.932,1.0],[126.591,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[126.749,1.0],[126.749,0.997],[579.6,0.997],[579.6,1.0],[724.252,1.0],[724.252,0.72],[863.628,0.72],[864.628,0.0]]",ESCAPE
Phase 2 (coarse),1754,5.2275,1.6,88.1,43.5,81.0,89.6,43.6,109.0,49.0,124.3,29.6,5.8,839.4,9.5,0.0,3.1,45.1,274.7,5.1,320.0,1.7,0.99,1.00,0.99,0.72,0.18,0.71,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006862308.23,5680285.34,1000000000.00,0.00,0.00,503561.36,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.6,88.1],[43.5,81.0],[89.6,43.6],[109.0,49.0],[124.3,29.6]]","[[3.1,45.1],[274.7,5.1],[320.0,1.7]]","[[0.0,1.0],[12.435,1.0],[12.435,1.0],[62.173,1.0],[62.173,1.0],[111.911,1.0],[111.911,1.0],[124.346,1.0],[1000000000.0,1.0]]","[[0.0,0.99],[153.88,0.99],[153.88,0.999],[598.919,0.999],[598.919,0.987],[672.272,0.987],[672.272,0.723],[839.448,0.723],[840.448,0.0]]",ESCAPE
Phase 2 (coarse),1753,5.3094,1.9,88.3,46.2,80.1,87.4,43.8,108.5,49.4,126.3,30.0,2.4,925.0,13.8,0.0,2.8,42.4,319.1,7.5,292.1,2.5,1.00,0.99,1.00,0.80,0.17,0.72,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002712852.04,5701869.20,1000000000.00,0.00,0.00,586580.84,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.9,88.3],[46.2,80.1],[87.4,43.8],[108.5,49.4],[126.3,30.0]]","[[2.8,42.4],[292.1,2.5],[319.1,7.5]]","[[0.0,1.0],[12.632,1.0],[12.632,1.0],[63.161,1.0],[63.161,1.0],[113.689,1.0],[113.689,1.0],[126.321,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[156.686,0.999],[156.686,0.991],[665.946,0.991],[665.946,1.0],[752.768,1.0],[752.768,0.802],[924.97,0.802],[925.97,0.0]]",ESCAPE
Phase 2 (coarse),1755,5.4158,1.2,89.0,42.9,81.9,88.3,46.4,111.3,48.5,127.6,29.1,2.1,862.8,12.9,0.0,3.4,48.3,332.0,4.7,258.3,2.2,0.98,1.00,1.00,0.78,0.12,0.71,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006092654.58,5727318.76,1000000000.00,0.00,0.00,641729.47,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.2,89.0],[42.9,81.9],[88.3,46.4],[111.3,48.5],[127.6,29.1]]","[[3.4,48.3],[258.3,2.2],[332.0,4.7]]","[[0.0,1.0],[12.764,1.0],[12.764,1.0],[63.819,1.0],[63.819,1.0],[114.873,1.0],[114.873,1.0],[127.637,1.0],[1000000000.0,1.0]]","[[0.0,0.984],[105.229,0.984],[105.229,0.997],[610.319,0.997],[610.319,1.0],[767.467,1.0],[767.467,0.779],[862.792,0.779],[863.792,0.0]]",ESCAPE
Phase 2 (coarse),1760,5.3708,0.6,88.2,46.3,82.0,83.6,43.2,107.5,49.7,124.3,29.1,2.1,806.1,15.0,0.0,0.7,47.3,342.2,3.6,269.0,1.6,0.99,1.00,1.00,0.82,0.15,0.67,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005074065.92,5723670.74,1000000000.00,0.00,0.00,622637.05,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.6,88.2],[46.3,82.0],[83.6,43.2],[107.5,49.7],[124.3,29.1]]","[[0.7,47.3],[269.0,1.6],[342.2,3.6]]","[[0.0,1.0],[12.429,1.0],[12.429,1.0],[62.147,1.0],[62.147,1.0],[111.864,1.0],[111.864,1.0],[124.293,1.0],[1000000000.0,1.0]]","[[0.0,0.995],[120.008,0.995],[120.008,0.999],[538.033,0.999],[538.033,1.0],[712.737,1.0],[712.737,0.816],[806.137,0.816],[807.137,0.0]]",ESCAPE
Phase 2 (coarse),1758,5.2770,0.3,88.5,44.4,82.0,85.6,43.3,108.8,50.0,124.5,29.4,2.6,916.0,18.7,0.0,0.9,50.7,293.5,7.6,394.8,1.0,1.00,0.96,1.00,0.73,0.13,0.66,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004817998.50,5705948.53,1000000000.00,0.00,0.00,593129.34,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.3,88.5],[44.4,82.0],[85.6,43.3],[108.8,50.0],[124.5,29.4]]","[[0.9,50.7],[293.5,7.6],[394.8,1.0]]","[[0.0,1.0],[12.454,1.0],[12.454,1.0],[62.269,1.0],[62.269,1.0],[112.083,1.0],[112.083,1.0],[124.537,1.0],[1000000000.0,1.0]]","[[0.0,0.997],[121.046,0.997],[121.046,0.959],[607.465,0.959],[607.465,0.998],[799.329,0.998],[799.329,0.727],[916.035,0.727],[917.035,0.0]]",ESCAPE
Phase 2 (coarse),1757,5.2856,1.5,88.0,46.1,80.1,89.2,43.2,108.8,49.5,130.2,29.2,3.1,888.8,16.6,0.0,3.0,48.6,314.6,8.3,308.7,1.4,1.00,0.98,1.00,0.72,0.14,0.69,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007507121.28,5706999.75,1000000000.00,0.00,0.00,619742.39,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.5,88.0],[46.1,80.1],[89.2,43.2],[108.8,49.5],[130.2,29.2]]","[[3.0,48.6],[308.7,1.4],[314.6,8.3]]","[[0.0,1.0],[13.019,1.0],[13.019,1.0],[65.097,1.0],[65.097,1.0],[117.174,1.0],[117.174,1.0],[130.193,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[124.374,0.998],[124.374,0.976],[614.495,0.976],[614.495,0.999],[734.385,0.999],[734.385,0.723],[888.784,0.723],[889.784,0.0]]",ESCAPE
