phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,7,5.6711,0.1,89.8,34.2,71.3,78.8,46.1,116.6,30.5,149.9,24.6,3.4,58.9,6.5,0.0,7.1,69.7,182.2,2.8,150.6,0.1,0.89,1.00,0.76,0.87,0.16,0.57,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1070221469.72,3681107.77,6641771.36,6641771.36,161984.81,258086.99,,-6221771.36,258015.19,0.955968,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,89.8],[34.2,71.3],[78.8,46.1],[116.6,30.5],[149.9,24.6]]","[[7.1,69.7],[150.6,0.1],[182.2,2.8]]","[[0.0,1.0],[14.994,1.0],[14.994,1.0],[74.969,1.0],[74.969,1.0],[134.945,1.0],[134.945,1.0],[149.938,1.0],[1000000000.0,1.0]]","[[0.0,0.894],[9.702,0.894],[9.702,0.999],[33.726,0.999],[33.726,0.763],[50.7,0.763],[50.7,0.87],[58.927,0.87],[59.927,0.0]]",SUBORBIT
Phase 1,1,4.6559,2.7,90.0,43.7,63.5,89.9,48.9,119.7,40.1,149.7,22.3,1.7,573.2,19.4,0.0,14.0,58.3,55.5,1.5,301.4,3.1,1.00,0.92,1.00,0.91,0.09,0.49,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1067343060.96,5093454.28,6371639.08,6371639.08,255031.08,164968.90,impact,-5951639.08,164968.92,0.879413,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,90.0],[43.7,63.5],[89.9,48.9],[119.7,40.1],[149.7,22.3]]","[[14.0,58.3],[55.5,1.5],[301.4,3.1]]","[[0.0,1.0],[14.968,1.0],[14.968,1.0],[74.842,1.0],[74.842,1.0],[134.716,1.0],[134.716,1.0],[149.684,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[53.2,1.0],[53.2,0.916],[282.263,0.916],[282.263,1.0],[501.262,1.0],[501.262,0.905],[573.197,0.905],[574.197,0.0]]",CRASH
Phase 1,2,6.2321,0.0,87.6,38.1,75.4,80.5,44.8,119.9,43.0,123.8,19.4,1.2,247.5,0.0,0.0,6.0,41.6,237.4,0.2,170.5,3.4,1.00,0.95,1.00,0.99,0.13,0.55,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1057186004.27,4938344.38,5466985.16,5466985.16,49167.54,370858.14,,-5046985.16,370832.46,0.671699,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,87.6],[38.1,75.4],[80.5,44.8],[119.9,43.0],[123.8,19.4]]","[[6.0,41.6],[170.5,3.4],[237.4,0.2]]","[[0.0,1.0],[12.385,1.0],[12.385,1.0],[61.924,1.0],[61.924,1.0],[111.462,1.0],[111.462,1.0],[123.847,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[32.757,0.998],[32.757,0.948],[136.278,0.948],[136.278,0.999],[209.283,0.999],[209.283,0.994],[247.524,0.994],[248.524,0.0]]",SUBORBIT
Phase 1,3,6.4877,0.2,90.0,40.0,62.3,85.7,55.0,119.8,40.7,137.7,29.7,5.1,875.7,5.6,0.0,1.1,54.2,50.8,13.9,337.3,3.4,0.99,0.90,1.00,0.80,0.18,0.49,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1092311271.29,5788269.20,1000000000.00,0.00,0.00,335857.17,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.2,90.0],[40.0,62.3],[85.7,55.0],[119.8,40.7],[137.7,29.7]]","[[1.1,54.2],[50.8,13.9],[337.3,3.4]]","[[0.0,1.0],[13.77,1.0],[13.77,1.0],[68.85,1.0],[68.85,1.0],[123.931,1.0],[123.931,1.0],[137.701,1.0],[1000000000.0,1.0]]","[[0.0,0.991],[156.186,0.991],[156.186,0.899],[425.839,0.899],[425.839,0.998],[794.523,0.998],[794.523,0.798],[875.669,0.798],[876.669,0.0]]",ESCAPE
Phase 1,6,5.4488,1.2,88.0,41.2,79.3,73.8,52.1,115.8,38.5,139.8,25.5,6.5,922.8,2.4,0.0,1.4,59.0,158.6,2.8,311.1,0.7,0.99,0.98,0.91,0.92,0.07,0.52,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1052374604.76,5740962.97,1000000000.00,0.00,0.00,379070.39,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.2,88.0],[41.2,79.3],[73.8,52.1],[115.8,38.5],[139.8,25.5]]","[[1.4,59.0],[158.6,2.8],[311.1,0.7]]","[[0.0,1.0],[13.982,1.0],[13.982,1.0],[69.909,1.0],[69.909,1.0],[125.835,1.0],[125.835,1.0],[139.817,1.0],[1000000000.0,1.0]]","[[0.0,0.993],[66.166,0.993],[66.166,0.984],[481.787,0.984],[481.787,0.907],[876.043,0.907],[876.043,0.921],[922.841,0.921],[923.841,0.0]]",ESCAPE
Phase 1,5,5.5080,0.5,88.4,35.3,64.3,83.6,53.1,112.5,50.0,137.1,29.9,0.3,484.0,5.0,0.0,2.3,50.5,53.4,5.1,302.4,0.5,0.97,0.92,0.87,0.91,0.18,0.76,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2161418396.41,5776461.59,1000000000.00,0.00,0.00,320491.69,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,88.4],[35.3,64.3],[83.6,53.1],[112.5,50.0],[137.1,29.9]]","[[2.3,50.5],[53.4,5.1],[302.4,0.5]]","[[0.0,1.0],[13.706,1.0],[13.706,1.0],[68.531,1.0],[68.531,1.0],[123.357,1.0],[123.357,1.0],[137.063,1.0],[1000000000.0,1.0]]","[[0.0,0.973],[86.086,0.973],[86.086,0.92],[367.59,0.92],[367.59,0.869],[451.227,0.869],[451.227,0.913],[484.019,0.913],[485.019,0.0]]",ESCAPE
Phase 1,4,5.3311,6.4,88.0,55.9,72.4,72.8,56.3,112.2,35.5,129.5,29.2,0.1,450.1,1.5,0.0,18.7,72.3,155.5,0.9,525.9,0.9,1.00,0.99,0.90,0.88,0.16,0.39,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,687664003.21,5711358.69,687661513.39,2489.82,687661513.39,684974.55,,417510.18,688081513.39,0.980639,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.4,88.0],[55.9,72.4],[72.8,56.3],[112.2,35.5],[129.5,29.2]]","[[18.7,72.3],[155.5,0.9],[525.9,0.9]]","[[0.0,1.0],[12.946,1.0],[12.946,1.0],[64.732,1.0],[64.732,1.0],[116.517,1.0],[116.517,1.0],[129.463,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[71.579,1.0],[71.579,0.99],[174.609,0.99],[174.609,0.9],[405.032,0.9],[405.032,0.876],[450.128,0.876],[451.128,0.0]]",OK
Phase 1,8,5.7658,4.8,89.9,31.6,68.7,87.2,58.0,103.5,42.5,145.5,15.4,12.4,346.7,4.1,0.0,1.2,49.5,276.7,10.7,158.5,0.5,0.99,0.99,0.77,0.90,0.08,0.42,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1040790110.75,5303997.34,3973758.72,3973758.72,78764.82,498821.67,,-3553758.72,498764.82,0.418346,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.8,89.9],[31.6,68.7],[87.2,58.0],[103.5,42.5],[145.5,15.4]]","[[1.2,49.5],[158.5,0.5],[276.7,10.7]]","[[0.0,1.0],[14.547,1.0],[14.547,1.0],[72.736,1.0],[72.736,1.0],[130.925,1.0],[130.925,1.0],[145.472,1.0],[1000000000.0,1.0]]","[[0.0,0.993],[27.171,0.993],[27.171,0.987],[145.028,0.987],[145.028,0.766],[305.397,0.766],[305.397,0.899],[346.68,0.899],[347.68,0.0]]",SUBORBIT
Phase 1,10,5.5193,6.5,88.7,31.9,69.4,82.1,56.6,118.0,33.1,141.4,20.1,0.1,110.1,15.8,0.0,8.3,64.6,198.7,6.7,443.0,1.3,0.83,0.96,1.00,0.64,0.10,0.55,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1069409039.13,3973923.95,6573904.41,6573904.41,96090.63,323974.61,,-6153904.41,323909.37,0.937183,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.5,88.7],[31.9,69.4],[82.1,56.6],[118.0,33.1],[141.4,20.1]]","[[8.3,64.6],[198.7,6.7],[443.0,1.3]]","[[0.0,1.0],[14.14,1.0],[14.14,1.0],[70.702,1.0],[70.702,1.0],[127.264,1.0],[127.264,1.0],[141.404,1.0],[1000000000.0,1.0]]","[[0.0,0.833],[10.923,0.833],[10.923,0.959],[60.258,0.959],[60.258,0.998],[101.487,0.998],[101.487,0.643],[110.088,0.643],[111.088,0.0]]",SUBORBIT
Phase 1,9,5.8832,2.2,89.0,31.5,74.9,76.4,52.2,107.3,42.5,142.2,3.4,0.7,526.5,3.9,0.0,1.6,65.4,211.5,0.3,213.0,4.0,0.98,0.95,0.84,1.00,0.06,0.56,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001729358.54,5805233.44,1000000000.00,0.00,0.00,487483.47,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.2,89.0],[31.5,74.9],[76.4,52.2],[107.3,42.5],[142.2,3.4]]","[[1.6,65.4],[211.5,0.3],[213.0,4.0]]","[[0.0,1.0],[14.219,1.0],[14.219,1.0],[71.097,1.0],[71.097,1.0],[127.975,1.0],[127.975,1.0],[142.194,1.0],[1000000000.0,1.0]]","[[0.0,0.981],[33.162,0.981],[33.162,0.953],[293.214,0.953],[293.214,0.843],[488.616,0.843],[488.616,1.0],[526.502,1.0],[527.502,0.0]]",ESCAPE
Phase 1,12,6.2773,0.3,90.0,45.9,74.2,81.8,58.3,120.0,49.8,146.9,19.3,3.6,449.7,4.1,0.0,8.7,31.6,127.1,0.3,176.6,1.0,0.97,1.00,0.93,0.86,0.07,0.58,0.76,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1624586721.18,5838620.24,1000000000.00,0.00,0.00,318924.51,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.3,90.0],[45.9,74.2],[81.8,58.3],[120.0,49.8],[146.9,19.3]]","[[8.7,31.6],[127.1,0.3],[176.6,1.0]]","[[0.0,1.0],[14.694,1.0],[14.694,1.0],[73.47,1.0],[73.47,1.0],[132.246,1.0],[132.246,1.0],[146.94,1.0],[1000000000.0,1.0]]","[[0.0,0.973],[33.103,0.973],[33.103,0.999],[260.63,0.999],[260.63,0.929],[342.451,0.929],[342.451,0.863],[449.738,0.863],[450.738,0.0]]",ESCAPE
Phase 1,13,6.1387,0.5,88.5,50.7,74.5,66.6,55.1,115.7,44.3,149.1,28.1,3.8,244.3,9.6,0.0,0.5,64.4,124.0,0.4,214.6,0.5,0.94,0.82,1.00,0.84,0.19,0.69,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1061613205.58,4784986.17,5864299.46,5864299.46,105911.50,314088.71,,-5444299.46,314088.50,0.756509,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,88.5],[50.7,74.5],[66.6,55.1],[115.7,44.3],[149.1,28.1]]","[[0.5,64.4],[124.0,0.4],[214.6,0.5]]","[[0.0,1.0],[14.906,1.0],[14.906,1.0],[74.53,1.0],[74.53,1.0],[134.155,1.0],[134.155,1.0],[149.061,1.0],[1000000000.0,1.0]]","[[0.0,0.945],[45.619,0.945],[45.619,0.819],[169.675,0.819],[169.675,1.0],[231.252,1.0],[231.252,0.839],[244.252,0.839],[245.252,0.0]]",SUBORBIT
Phase 1,11,5.7879,3.5,90.0,35.8,68.6,71.0,40.1,119.8,34.9,140.6,20.1,2.0,490.3,17.0,0.0,2.3,62.1,80.3,0.0,429.5,2.2,0.92,0.83,0.77,0.96,0.19,0.51,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1535633503.26,5815955.38,1000000000.00,0.00,0.00,227460.09,,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.5,90.0],[35.8,68.6],[71.0,40.1],[119.8,34.9],[140.6,20.1]]","[[2.3,62.1],[80.3,0.0],[429.5,2.2]]","[[0.0,1.0],[14.056,1.0],[14.056,1.0],[70.282,1.0],[70.282,1.0],[126.507,1.0],[126.507,1.0],[140.564,1.0],[1000000000.0,1.0]]","[[0.0,0.918],[93.29,0.918],[93.29,0.834],[248.961,0.834],[248.961,0.775],[453.722,0.775],[453.722,0.962],[490.253,0.962],[491.253,0.0]]",ESCAPE
Phase 1,15,5.5271,0.1,88.6,44.3,76.4,64.3,52.4,119.7,45.4,135.8,19.3,1.9,566.0,3.7,0.0,0.2,68.7,168.6,5.9,250.6,3.3,0.91,0.98,0.98,0.92,0.10,0.38,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000108648.30,5776619.59,1000000000.00,0.00,0.00,460569.69,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,88.6],[44.3,76.4],[64.3,52.4],[119.7,45.4],[135.8,19.3]]","[[0.2,68.7],[168.6,5.9],[250.6,3.3]]","[[0.0,1.0],[13.583,1.0],[13.583,1.0],[67.917,1.0],[67.917,1.0],[122.251,1.0],[122.251,1.0],[135.834,1.0],[1000000000.0,1.0]]","[[0.0,0.906],[55.741,0.906],[55.741,0.975],[214.144,0.975],[214.144,0.98],[476.906,0.98],[476.906,0.925],[565.983,0.925],[566.983,0.0]]",ESCAPE
Phase 1,16,6.4990,2.7,89.7,41.6,67.3,84.2,56.6,111.7,42.4,145.4,29.9,3.7,618.6,15.2,0.0,1.7,68.1,224.6,2.1,189.9,3.3,0.92,0.98,0.73,0.98,0.08,0.43,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1019228153.47,5811508.11,1000000000.00,0.00,0.00,540059.24,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,89.7],[41.6,67.3],[84.2,56.6],[111.7,42.4],[145.4,29.9]]","[[1.7,68.1],[189.9,3.3],[224.6,2.1]]","[[0.0,1.0],[14.539,1.0],[14.539,1.0],[72.696,1.0],[72.696,1.0],[130.852,1.0],[130.852,1.0],[145.391,1.0],[1000000000.0,1.0]]","[[0.0,0.916],[50.285,0.916],[50.285,0.981],[267.939,0.981],[267.939,0.735],[577.215,0.735],[577.215,0.981],[618.594,0.981],[619.594,0.0]]",ESCAPE
Phase 1,14,6.1359,3.5,89.2,51.3,76.7,74.2,55.2,112.8,41.9,141.6,22.3,1.0,522.1,0.5,0.0,12.0,67.2,40.2,2.2,270.1,4.6,0.96,0.85,0.95,0.95,0.21,0.66,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2336381206.30,5877487.11,1000000000.00,0.00,0.00,318710.81,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.5,89.2],[51.3,76.7],[74.2,55.2],[112.8,41.9],[141.6,22.3]]","[[12.0,67.2],[40.2,2.2],[270.1,4.6]]","[[0.0,1.0],[14.16,1.0],[14.16,1.0],[70.798,1.0],[70.798,1.0],[127.436,1.0],[127.436,1.0],[141.596,1.0],[1000000000.0,1.0]]","[[0.0,0.957],[111.786,0.957],[111.786,0.851],[345.505,0.851],[345.505,0.953],[475.484,0.953],[475.484,0.949],[522.102,0.949],[523.102,0.0]]",ESCAPE
Phase 1,18,5.5799,3.7,90.0,43.6,72.0,67.6,57.6,113.0,35.1,131.1,25.0,4.0,874.3,0.9,0.0,4.5,59.6,328.0,6.5,745.1,1.0,0.95,1.00,0.97,0.94,0.08,0.30,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1020239518.71,5755510.79,1000000000.00,0.00,0.00,765880.11,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.7,90.0],[43.6,72.0],[67.6,57.6],[113.0,35.1],[131.1,25.0]]","[[4.5,59.6],[328.0,6.5],[745.1,1.0]]","[[0.0,1.0],[13.106,1.0],[13.106,1.0],[65.53,1.0],[65.53,1.0],[117.954,1.0],[117.954,1.0],[131.06,1.0],[1000000000.0,1.0]]","[[0.0,0.95],[67.328,0.95],[67.328,0.997],[258.528,0.997],[258.528,0.967],[714.088,0.967],[714.088,0.936],[874.309,0.936],[875.309,0.0]]",ESCAPE
Phase 1,23,6.0761,1.6,89.7,49.7,83.9,82.2,50.9,117.3,46.8,143.1,23.4,1.6,302.4,0.2,0.0,9.3,62.4,40.2,0.3,460.4,2.3,0.99,0.90,0.73,1.00,0.07,0.25,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1058022197.62,4994178.83,5534721.44,5534721.44,140261.72,278032.67,,-5114721.44,279738.28,0.682237,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.6,89.7],[49.7,83.9],[82.2,50.9],[117.3,46.8],[143.1,23.4]]","[[9.3,62.4],[40.2,0.3],[460.4,2.3]]","[[0.0,1.0],[14.307,1.0],[14.307,1.0],[71.537,1.0],[71.537,1.0],[128.766,1.0],[128.766,1.0],[143.073,1.0],[1000000000.0,1.0]]","[[0.0,0.993],[20.321,0.993],[20.321,0.896],[76.96,0.896],[76.96,0.729],[253.532,0.729],[253.532,0.998],[302.365,0.998],[303.365,0.0]]",SUBORBIT
Phase 1,17,6.3330,2.7,89.8,57.8,70.7,70.4,63.5,118.9,45.8,132.8,26.6,2.6,320.3,9.4,0.0,10.0,61.8,152.3,0.3,262.5,0.4,1.00,0.97,0.97,1.00,0.15,0.44,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1033529670.59,5413141.87,3318838.64,3318838.64,22445.56,397557.93,,-2898838.64,397554.44,0.321891,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,89.8],[57.8,70.7],[70.4,63.5],[118.9,45.8],[132.8,26.6]]","[[10.0,61.8],[152.3,0.3],[262.5,0.4]]","[[0.0,1.0],[13.278,1.0],[13.278,1.0],[66.391,1.0],[66.391,1.0],[119.505,1.0],[119.505,1.0],[132.783,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[48.924,0.999],[48.924,0.973],[140.541,0.973],[140.541,0.97],[285.95,0.97],[285.95,1.0],[320.336,1.0],[321.336,0.0]]",SUBORBIT
Phase 1,20,5.5779,2.7,86.0,50.4,71.7,72.6,61.6,116.8,40.7,138.6,24.7,3.7,523.2,9.4,0.0,8.1,57.2,91.8,3.7,479.4,0.4,0.89,0.91,1.00,1.00,0.14,0.28,0.70,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2344098336.02,5809592.99,1000000000.00,0.00,0.00,318755.29,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,86.0],[50.4,71.7],[72.6,61.6],[116.8,40.7],[138.6,24.7]]","[[8.1,57.2],[91.8,3.7],[479.4,0.4]]","[[0.0,1.0],[13.857,1.0],[13.857,1.0],[69.285,1.0],[69.285,1.0],[124.714,1.0],[124.714,1.0],[138.571,1.0],[1000000000.0,1.0]]","[[0.0,0.891],[72.098,0.891],[72.098,0.91],[146.182,0.91],[146.182,0.997],[365.443,0.997],[365.443,0.997],[523.15,0.997],[524.15,0.0]]",ESCAPE
Phase 1,24,5.7384,0.1,86.7,41.0,74.9,74.2,54.9,114.0,48.9,130.7,16.1,4.8,767.2,2.0,0.0,7.3,73.3,40.5,7.4,176.6,2.8,0.95,0.88,0.92,0.97,0.18,0.34,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2414788404.68,5846664.13,1000000000.00,0.00,0.00,319808.74,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,86.7],[41.0,74.9],[74.2,54.9],[114.0,48.9],[130.7,16.1]]","[[7.3,73.3],[40.5,7.4],[176.6,2.8]]","[[0.0,1.0],[13.074,1.0],[13.074,1.0],[65.37,1.0],[65.37,1.0],[117.665,1.0],[117.665,1.0],[130.739,1.0],[1000000000.0,1.0]]","[[0.0,0.945],[137.171,0.945],[137.171,0.882],[257.351,0.882],[257.351,0.919],[698.384,0.919],[698.384,0.969],[767.186,0.969],[768.186,0.0]]",ESCAPE
Phase 1,19,5.2532,3.4,89.8,44.0,70.3,74.4,51.0,117.6,45.0,140.4,25.3,4.4,801.1,0.1,0.0,11.7,56.5,86.3,1.9,471.1,0.5,0.93,0.84,0.73,1.00,0.08,0.49,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2399169309.05,5728456.91,1000000000.00,0.00,0.00,320097.48,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.4,89.8],[44.0,70.3],[74.4,51.0],[117.6,45.0],[140.4,25.3]]","[[11.7,56.5],[86.3,1.9],[471.1,0.5]]","[[0.0,1.0],[14.037,1.0],[14.037,1.0],[70.186,1.0],[70.186,1.0],[126.335,1.0],[126.335,1.0],[140.372,1.0],[1000000000.0,1.0]]","[[0.0,0.93],[61.33,0.93],[61.33,0.839],[393.398,0.839],[393.398,0.729],[749.532,0.729],[749.532,1.0],[801.148,1.0],[802.148,0.0]]",ESCAPE
Phase 1,22,6.0967,3.7,88.3,47.0,70.3,67.3,51.3,120.0,48.0,127.4,20.7,0.5,452.9,17.3,0.0,17.1,63.8,91.0,0.6,150.8,1.0,0.78,0.89,0.85,0.93,0.10,0.53,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,42490436.88,5755868.92,42207974.37,282462.51,42207974.37,268767.80,,137537.49,42627974.37,0.765490,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.7,88.3],[47.0,70.3],[67.3,51.3],[120.0,48.0],[127.4,20.7]]","[[17.1,63.8],[91.0,0.6],[150.8,1.0]]","[[0.0,1.0],[12.735,1.0],[12.735,1.0],[63.677,1.0],[63.677,1.0],[114.618,1.0],[114.618,1.0],[127.353,1.0],[1000000000.0,1.0]]","[[0.0,0.776],[46.214,0.776],[46.214,0.89],[239.538,0.89],[239.538,0.853],[426.823,0.853],[426.823,0.929],[452.854,0.929],[453.854,0.0]]",OK
Phase 1,21,6.0224,0.1,87.9,55.8,76.8,73.4,50.4,112.4,47.4,138.6,21.8,8.7,605.1,7.6,0.0,0.4,75.0,63.8,0.2,223.1,3.5,0.72,0.92,0.97,0.91,0.21,0.42,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2371938366.18,5877208.58,1000000000.00,0.00,0.00,321000.70,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,87.9],[55.8,76.8],[73.4,50.4],[112.4,47.4],[138.6,21.8]]","[[0.4,75.0],[63.8,0.2],[223.1,3.5]]","[[0.0,1.0],[13.857,1.0],[13.857,1.0],[69.286,1.0],[69.286,1.0],[124.715,1.0],[124.715,1.0],[138.572,1.0],[1000000000.0,1.0]]","[[0.0,0.718],[129.84,0.718],[129.84,0.918],[251.639,0.918],[251.639,0.969],[533.85,0.969],[533.85,0.912],[605.103,0.912],[606.103,0.0]]",ESCAPE
Phase 1,28,5.8140,4.0,87.4,42.1,73.8,69.0,52.2,119.7,42.6,134.5,28.7,1.0,841.7,7.0,0.0,12.6,74.9,141.3,0.1,151.9,0.2,0.97,0.89,0.97,0.77,0.05,0.42,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1080456423.24,5805349.50,1000000000.00,0.00,0.00,356699.94,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,87.4],[42.1,73.8],[69.0,52.2],[119.7,42.6],[134.5,28.7]]","[[12.6,74.9],[141.3,0.1],[151.9,0.2]]","[[0.0,1.0],[13.448,1.0],[13.448,1.0],[67.241,1.0],[67.241,1.0],[121.034,1.0],[121.034,1.0],[134.482,1.0],[1000000000.0,1.0]]","[[0.0,0.968],[42.578,0.968],[42.578,0.894],[353.82,0.894],[353.82,0.97],[787.886,0.97],[787.886,0.774],[841.687,0.774],[842.687,0.0]]",ESCAPE
Phase 1,31,6.1358,11.8,89.0,46.9,74.9,80.4,50.6,119.9,48.4,135.3,20.9,0.0,515.5,12.3,0.0,6.4,73.4,207.5,8.0,227.6,1.8,0.84,0.91,0.94,0.97,0.08,0.25,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003729233.34,5818811.42,1000000000.00,0.00,0.00,540860.57,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.8,89.0],[46.9,74.9],[80.4,50.6],[119.9,48.4],[135.3,20.9]]","[[6.4,73.4],[207.5,8.0],[227.6,1.8]]","[[0.0,1.0],[13.531,1.0],[13.531,1.0],[67.657,1.0],[67.657,1.0],[121.782,1.0],[121.782,1.0],[135.313,1.0],[1000000000.0,1.0]]","[[0.0,0.836],[40.977,0.836],[40.977,0.906],[130.71,0.906],[130.71,0.944],[422.902,0.944],[422.902,0.969],[515.476,0.969],[516.476,0.0]]",ESCAPE
Phase 1,26,6.0072,2.2,89.9,47.0,70.3,80.5,50.3,117.8,45.6,131.0,18.9,0.1,905.1,7.4,0.0,12.1,57.9,95.8,0.4,365.1,4.9,0.92,1.00,0.95,0.90,0.10,0.37,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2407142296.53,5876967.51,1000000000.00,0.00,0.00,319481.17,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.2,89.9],[47.0,70.3],[80.5,50.3],[117.8,45.6],[131.0,18.9]]","[[12.1,57.9],[95.8,0.4],[365.1,4.9]]","[[0.0,1.0],[13.099,1.0],[13.099,1.0],[65.495,1.0],[65.495,1.0],[117.891,1.0],[117.891,1.0],[130.99,1.0],[1000000000.0,1.0]]","[[0.0,0.918],[89.722,0.918],[89.722,1.0],[331.414,1.0],[331.414,0.947],[851.823,0.947],[851.823,0.904],[905.058,0.904],[906.058,0.0]]",ESCAPE
