phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_pitch_time_3,upper_pitch_angle_3,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,eval_t_sim_s,eval_altitude_m,eval_speed_mps,eval_vr_mps,eval_fpa_deg,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),2834,5.8090,6.1,82.9,27.4,84.1,79.6,63.2,118.7,40.5,130.6,27.9,13.7,757.2,10.4,0.0,1.0,53.8,119.7,23.6,699.9,4.5,844.4,2.3,0.89,0.90,0.92,0.99,0.08,0.31,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008752584.57,5820500.12,1000000000.00,0.00,0.00,663549.26,565.500,663549.26,10661.923,2435.383,13.204,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,82.9],[27.4,84.1],[79.6,63.2],[118.7,40.5],[130.6,27.9]]","[[1.0,53.8],[119.7,23.6],[699.9,4.5],[844.4,2.3]]","[[0.0,1.0],[13.064,1.0],[13.064,1.0],[65.319,1.0],[65.319,1.0],[117.575,1.0],[117.575,1.0],[130.639,1.0],[1000000000.0,1.0]]","[[0.0,0.892],[60.245,0.892],[60.245,0.898],[236.433,0.898],[236.433,0.921],[617.678,0.921],[617.678,0.992],[757.153,0.992],[758.153,0.0]]",ESCAPE
Phase 2 (coarse),2838,5.9038,6.1,82.6,24.8,78.4,81.4,61.3,118.9,46.4,134.5,29.1,15.9,740.3,19.7,0.0,16.1,56.0,61.8,17.9,727.1,3.5,663.1,3.4,0.89,0.81,1.00,0.86,0.11,0.29,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002788747.19,5822123.92,1000000000.00,0.00,0.00,436725.80,574.500,436725.80,10826.538,1451.209,7.703,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,82.6],[24.8,78.4],[81.4,61.3],[118.9,46.4],[134.5,29.1]]","[[16.1,56.0],[61.8,17.9],[663.1,3.4],[727.1,3.5]]","[[0.0,1.0],[13.446,1.0],[13.446,1.0],[67.228,1.0],[67.228,1.0],[121.011,1.0],[121.011,1.0],[134.457,1.0],[1000000000.0,1.0]]","[[0.0,0.887],[79.172,0.887],[79.172,0.806],[215.25,0.806],[215.25,0.999],[610.484,0.999],[610.484,0.864],[740.255,0.864],[741.255,0.0]]",ESCAPE
Phase 2 (coarse),2833,5.6378,5.7,84.0,27.2,84.5,80.4,57.5,118.9,40.7,126.2,28.4,13.7,716.5,20.0,0.0,8.1,49.9,93.1,23.0,699.3,4.4,1011.7,3.8,0.73,0.93,0.93,0.88,0.10,0.40,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003150892.35,5778194.03,1000000000.00,0.00,0.00,514961.45,578.500,514961.45,10765.591,1974.713,10.570,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,84.0],[27.2,84.5],[80.4,57.5],[118.9,40.7],[126.2,28.4]]","[[8.1,49.9],[93.1,23.0],[699.3,4.4],[1011.7,3.8]]","[[0.0,1.0],[12.619,1.0],[12.619,1.0],[63.095,1.0],[63.095,1.0],[113.571,1.0],[113.571,1.0],[126.19,1.0],[1000000000.0,1.0]]","[[0.0,0.734],[71.442,0.734],[71.442,0.928],[284.265,0.928],[284.265,0.933],[621.221,0.933],[621.221,0.881],[716.55,0.881],[717.55,0.0]]",ESCAPE
Phase 2 (coarse),2841,5.8889,4.0,82.7,40.0,78.6,71.5,62.0,119.3,43.7,135.3,27.4,14.5,818.8,16.7,0.0,4.4,74.9,118.9,22.0,794.3,4.5,496.1,2.7,0.85,0.84,0.99,0.94,0.12,0.26,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009710200.65,5835470.43,1000000000.00,0.00,0.00,647131.45,574.500,647131.45,10676.143,2394.059,12.958,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,82.7],[40.0,78.6],[71.5,62.0],[119.3,43.7],[135.3,27.4]]","[[4.4,74.9],[118.9,22.0],[496.1,2.7],[794.3,4.5]]","[[0.0,1.0],[13.535,1.0],[13.535,1.0],[67.674,1.0],[67.674,1.0],[121.814,1.0],[121.814,1.0],[135.349,1.0],[1000000000.0,1.0]]","[[0.0,0.853],[95.883,0.853],[95.883,0.843],[212.217,0.843],[212.217,0.988],[737.818,0.988],[737.818,0.943],[818.84,0.943],[819.84,0.0]]",ESCAPE
Phase 2 (coarse),2842,5.8143,3.5,83.1,26.9,79.2,78.9,59.3,115.5,42.4,135.7,30.0,14.2,730.9,12.7,0.0,11.3,54.5,69.7,23.6,638.8,4.0,742.4,4.5,0.90,1.00,0.99,0.96,0.05,0.31,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009367800.67,5805666.98,1000000000.00,0.00,0.00,608108.67,536.000,608108.67,10705.207,2323.297,12.534,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.5,83.1],[26.9,79.2],[78.9,59.3],[115.5,42.4],[135.7,30.0]]","[[11.3,54.5],[69.7,23.6],[638.8,4.0],[742.4,4.5]]","[[0.0,1.0],[13.574,1.0],[13.574,1.0],[67.871,1.0],[67.871,1.0],[122.168,1.0],[122.168,1.0],[135.742,1.0],[1000000000.0,1.0]]","[[0.0,0.901],[37.334,0.901],[37.334,0.996],[225.601,0.996],[225.601,0.989],[598.05,0.989],[598.05,0.958],[730.85,0.958],[731.85,0.0]]",ESCAPE
Phase 2 (coarse),2843,5.9769,6.1,85.8,24.7,80.9,83.5,58.1,119.5,40.9,131.5,29.7,27.3,775.5,19.8,0.0,10.6,63.2,102.9,23.2,743.1,4.5,563.8,4.5,0.82,0.94,0.99,0.92,0.08,0.38,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005917269.10,5838411.01,1000000000.00,0.00,0.00,594511.23,581.000,594511.23,10709.175,2285.204,12.321,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,85.8],[24.7,80.9],[83.5,58.1],[119.5,40.9],[131.5,29.7]]","[[10.6,63.2],[102.9,23.2],[563.8,4.5],[743.1,4.5]]","[[0.0,1.0],[13.15,1.0],[13.15,1.0],[65.751,1.0],[65.751,1.0],[118.352,1.0],[118.352,1.0],[131.503,1.0],[1000000000.0,1.0]]","[[0.0,0.817],[62.161,0.817],[62.161,0.939],[298.367,0.939],[298.367,0.987],[646.941,0.987],[646.941,0.924],[775.531,0.924],[776.531,0.0]]",ESCAPE
Phase 2 (coarse),2846,6.3152,5.2,83.0,39.0,76.1,82.7,60.5,119.7,49.9,141.5,30.0,13.7,740.7,19.2,0.0,9.3,67.8,80.2,17.5,681.5,3.7,936.5,4.5,0.98,0.93,1.00,0.99,0.06,0.31,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004214809.35,5824762.15,1000000000.00,0.00,0.00,542450.11,553.000,542450.11,10746.170,1777.385,9.520,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,83.0],[39.0,76.1],[82.7,60.5],[119.7,49.9],[141.5,30.0]]","[[9.3,67.8],[80.2,17.5],[681.5,3.7],[936.5,4.5]]","[[0.0,1.0],[14.148,1.0],[14.148,1.0],[70.738,1.0],[70.738,1.0],[127.329,1.0],[127.329,1.0],[141.477,1.0],[1000000000.0,1.0]]","[[0.0,0.977],[42.026,0.977],[42.026,0.929],[233.247,0.929],[233.247,0.997],[600.293,0.997],[600.293,0.994],[740.725,0.994],[741.725,0.0]]",ESCAPE
Phase 2 (coarse),2845,5.6028,5.7,86.1,26.5,80.8,83.1,63.1,119.6,42.9,132.9,29.8,13.7,766.8,15.6,0.0,7.3,47.0,132.2,20.9,663.7,2.9,681.8,4.1,0.83,1.00,0.97,0.79,0.05,0.37,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008199349.84,5762090.19,1000000000.00,0.00,0.00,598361.37,544.000,598361.37,10710.484,2222.674,11.977,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,86.1],[26.5,80.8],[83.1,63.1],[119.6,42.9],[132.9,29.8]]","[[7.3,47.0],[132.2,20.9],[663.7,2.9],[681.8,4.1]]","[[0.0,1.0],[13.288,1.0],[13.288,1.0],[66.439,1.0],[66.439,1.0],[119.59,1.0],[119.59,1.0],[132.878,1.0],[1000000000.0,1.0]]","[[0.0,0.835],[40.364,0.835],[40.364,0.997],[287.465,0.997],[287.465,0.969],[657.795,0.969],[657.795,0.793],[766.83,0.793],[767.83,0.0]]",ESCAPE
Phase 2 (coarse),2844,6.0361,5.6,84.2,30.8,84.9,79.9,58.6,119.1,41.1,127.5,29.6,14.1,807.0,14.4,0.0,16.9,51.9,92.2,16.1,801.2,4.0,919.1,1.6,0.99,0.99,0.96,0.76,0.13,0.25,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007358793.59,5834931.36,1000000000.00,0.00,0.00,555382.20,542.500,555382.20,10742.004,1890.482,10.136,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.6,84.2],[30.8,84.9],[79.9,58.6],[119.1,41.1],[127.5,29.6]]","[[16.9,51.9],[92.2,16.1],[801.2,4.0],[919.1,1.6]]","[[0.0,1.0],[12.748,1.0],[12.748,1.0],[63.74,1.0],[63.74,1.0],[114.732,1.0],[114.732,1.0],[127.48,1.0],[1000000000.0,1.0]]","[[0.0,0.986],[104.672,0.986],[104.672,0.985],[202.039,0.985],[202.039,0.958],[648.029,0.958],[648.029,0.756],[807.024,0.756],[808.024,0.0]]",ESCAPE
Phase 2 (coarse),2847,5.7568,5.9,83.1,25.2,83.4,83.4,57.2,119.6,49.5,126.5,29.4,14.1,832.0,19.5,0.0,3.2,55.0,62.5,19.4,795.3,3.6,720.1,3.5,0.79,0.92,0.96,0.79,0.05,0.38,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008456677.78,5791479.66,1000000000.00,0.00,0.00,466555.69,571.500,466555.69,10813.407,1707.522,9.085,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,83.1],[25.2,83.4],[83.4,57.2],[119.6,49.5],[126.5,29.4]]","[[3.2,55.0],[62.5,19.4],[720.1,3.5],[795.3,3.6]]","[[0.0,1.0],[12.655,1.0],[12.655,1.0],[63.274,1.0],[63.274,1.0],[113.893,1.0],[113.893,1.0],[126.547,1.0],[1000000000.0,1.0]]","[[0.0,0.788],[45.091,0.788],[45.091,0.916],[313.842,0.916],[313.842,0.958],[744.704,0.958],[744.704,0.795],[831.963,0.795],[832.963,0.0]]",ESCAPE
Phase 2 (coarse),2848,5.9623,6.0,86.7,25.5,77.1,74.4,61.4,119.9,40.5,139.6,28.6,17.6,801.1,19.3,0.0,15.6,73.6,152.7,23.2,799.3,4.2,618.0,2.6,0.83,0.95,0.99,0.87,0.05,0.27,0.80,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001654957.84,5834882.68,1000000000.00,0.00,0.00,753725.14,562.000,753725.14,10581.038,2904.423,15.932,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,86.7],[25.5,77.1],[74.4,61.4],[119.9,40.5],[139.6,28.6]]","[[15.6,73.6],[152.7,23.2],[618.0,2.6],[799.3,4.2]]","[[0.0,1.0],[13.958,1.0],[13.958,1.0],[69.791,1.0],[69.791,1.0],[125.623,1.0],[125.623,1.0],[139.581,1.0],[1000000000.0,1.0]]","[[0.0,0.826],[44.049,0.826],[44.049,0.952],[214.994,0.952],[214.994,0.995],[643.274,0.995],[643.274,0.873],[801.052,0.873],[802.052,0.0]]",ESCAPE
Phase 2 (coarse),2854,5.5880,6.0,83.9,24.7,84.8,78.9,61.2,120.0,41.0,134.2,26.9,15.6,571.1,9.4,0.0,6.4,55.3,97.4,23.0,796.2,3.9,862.3,1.6,0.87,0.96,1.00,0.90,0.07,0.25,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009720689.32,5760436.90,1000000000.00,0.00,0.00,642769.64,541.000,642769.64,10679.470,2581.623,13.989,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,83.9],[24.7,84.8],[78.9,61.2],[120.0,41.0],[134.2,26.9]]","[[6.4,55.3],[97.4,23.0],[796.2,3.9],[862.3,1.6]]","[[0.0,1.0],[13.418,1.0],[13.418,1.0],[67.091,1.0],[67.091,1.0],[120.764,1.0],[120.764,1.0],[134.182,1.0],[1000000000.0,1.0]]","[[0.0,0.868],[40.146,0.868],[40.146,0.959],[143.549,0.959],[143.549,0.999],[463.004,0.999],[463.004,0.896],[571.123,0.896],[572.123,0.0]]",ESCAPE
Phase 2 (coarse),2855,5.8408,4.9,83.0,26.0,81.3,83.4,62.4,119.8,40.6,148.1,29.6,14.7,814.0,20.0,0.0,0.2,73.1,106.6,19.5,710.9,4.5,708.3,4.0,0.86,0.97,0.94,0.95,0.07,0.32,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006512779.69,5818283.91,1000000000.00,0.00,0.00,604611.34,561.000,604611.34,10702.548,2121.599,11.434,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.9,83.0],[26.0,81.3],[83.4,62.4],[119.8,40.6],[148.1,29.6]]","[[0.2,73.1],[106.6,19.5],[708.3,4.0],[710.9,4.5]]","[[0.0,1.0],[14.81,1.0],[14.81,1.0],[74.048,1.0],[74.048,1.0],[133.286,1.0],[133.286,1.0],[148.096,1.0],[1000000000.0,1.0]]","[[0.0,0.861],[57.152,0.861],[57.152,0.971],[260.816,0.971],[260.816,0.943],[693.476,0.943],[693.476,0.951],[814.039,0.951],[815.039,0.0]]",ESCAPE
Phase 2 (coarse),2856,5.5897,6.1,84.3,25.7,84.7,77.6,63.2,116.2,42.8,141.1,29.8,19.6,829.0,10.0,0.0,10.2,67.8,66.4,18.1,620.6,3.7,990.4,1.7,0.88,1.00,0.98,0.92,0.07,0.29,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002137832.19,5760337.97,1000000000.00,0.00,0.00,497128.85,545.000,497128.85,10777.663,1660.380,8.862,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,84.3],[25.7,84.7],[77.6,63.2],[116.2,42.8],[141.1,29.8]]","[[10.2,67.8],[66.4,18.1],[620.6,3.7],[990.4,1.7]]","[[0.0,1.0],[14.108,1.0],[14.108,1.0],[70.542,1.0],[70.542,1.0],[126.975,1.0],[126.975,1.0],[141.083,1.0],[1000000000.0,1.0]]","[[0.0,0.878],[58.799,0.878],[58.799,0.998],[239.701,0.998],[239.701,0.981],[696.074,0.981],[696.074,0.922],[828.963,0.922],[829.963,0.0]]",ESCAPE
Phase 2 (coarse),2853,5.5881,5.9,83.8,25.8,84.4,83.4,55.5,118.4,41.7,133.4,27.7,15.3,781.7,14.8,0.0,9.4,64.5,94.4,22.0,506.4,4.4,1005.9,3.5,0.73,0.94,0.99,0.81,0.09,0.26,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010533072.17,5756221.60,1000000000.00,0.00,0.00,493849.46,565.000,493849.46,10795.799,1572.518,8.376,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,83.8],[25.8,84.4],[83.4,55.5],[118.4,41.7],[133.4,27.7]]","[[9.4,64.5],[94.4,22.0],[506.4,4.4],[1005.9,3.5]]","[[0.0,1.0],[13.337,1.0],[13.337,1.0],[66.684,1.0],[66.684,1.0],[120.031,1.0],[120.031,1.0],[133.368,1.0],[1000000000.0,1.0]]","[[0.0,0.735],[73.041,0.735],[73.041,0.94],[200.372,0.94],[200.372,0.987],[663.119,0.987],[663.119,0.814],[781.739,0.814],[782.739,0.0]]",ESCAPE
Phase 2 (coarse),2849,5.6543,6.0,84.2,24.8,78.9,83.4,57.9,114.9,40.5,137.2,28.1,14.9,832.2,16.2,0.0,6.7,61.6,161.5,23.6,715.5,3.2,540.7,3.4,0.87,0.96,0.99,0.85,0.07,0.29,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004213734.20,5776580.96,1000000000.00,0.00,0.00,703437.82,554.000,703437.82,10623.374,2745.652,14.978,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,84.2],[24.8,78.9],[83.4,57.9],[114.9,40.5],[137.2,28.1]]","[[6.7,61.6],[161.5,23.6],[540.7,3.4],[715.5,3.2]]","[[0.0,1.0],[13.724,1.0],[13.724,1.0],[68.622,1.0],[68.622,1.0],[123.519,1.0],[123.519,1.0],[137.243,1.0],[1000000000.0,1.0]]","[[0.0,0.868],[62.003,0.868],[62.003,0.96],[239.154,0.96],[239.154,0.995],[712.713,0.995],[712.713,0.848],[832.202,0.848],[833.202,0.0]]",ESCAPE
Phase 2 (coarse),2850,5.7840,4.0,85.0,33.0,78.8,83.4,59.4,117.4,40.7,133.5,29.9,16.6,782.0,17.2,0.0,10.1,64.2,111.0,23.4,629.5,3.8,740.0,2.5,0.87,0.99,1.00,0.84,0.08,0.31,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001281613.51,5798293.87,1000000000.00,0.00,0.00,651108.98,552.000,651108.98,10657.323,2390.410,12.962,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.0,85.0],[33.0,78.8],[83.4,59.4],[117.4,40.7],[133.5,29.9]]","[[10.1,64.2],[111.0,23.4],[629.5,3.8],[740.0,2.5]]","[[0.0,1.0],[13.347,1.0],[13.347,1.0],[66.734,1.0],[66.734,1.0],[120.122,1.0],[120.122,1.0],[133.469,1.0],[1000000000.0,1.0]]","[[0.0,0.865],[61.13,0.865],[61.13,0.985],[243.864,0.985],[243.864,0.999],[700.718,0.999],[700.718,0.837],[782.035,0.837],[783.035,0.0]]",ESCAPE
Phase 2 (coarse),2851,5.5937,6.0,83.1,32.3,84.4,83.5,60.0,119.9,40.5,144.1,28.6,18.8,791.3,19.9,0.0,3.8,69.8,65.0,19.3,540.3,4.5,864.5,2.7,0.90,0.88,0.99,0.90,0.11,0.26,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008735511.07,5758747.55,1000000000.00,0.00,0.00,451243.07,569.500,451243.07,10826.016,1403.566,7.449,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,83.1],[32.3,84.4],[83.5,60.0],[119.9,40.5],[144.1,28.6]]","[[3.8,69.8],[65.0,19.3],[540.3,4.5],[864.5,2.7]]","[[0.0,1.0],[14.411,1.0],[14.411,1.0],[72.057,1.0],[72.057,1.0],[129.703,1.0],[129.703,1.0],[144.114,1.0],[1000000000.0,1.0]]","[[0.0,0.901],[86.85,0.901],[86.85,0.88],[202.32,0.88],[202.32,0.991],[689.504,0.991],[689.504,0.897],[791.256,0.897],[792.256,0.0]]",ESCAPE
Phase 2 (coarse),2852,5.6505,6.0,82.9,28.0,82.8,82.7,59.7,115.7,41.9,136.7,29.2,16.8,736.5,12.0,0.0,5.7,60.4,77.7,19.0,450.7,4.4,800.2,2.5,0.78,0.99,0.91,0.98,0.09,0.26,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003105160.03,5772548.04,1000000000.00,0.00,0.00,433778.15,564.000,433778.15,10829.465,1135.939,6.021,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,82.9],[28.0,82.8],[82.7,59.7],[115.7,41.9],[136.7,29.2]]","[[5.7,60.4],[77.7,19.0],[450.7,4.4],[800.2,2.5]]","[[0.0,1.0],[13.672,1.0],[13.672,1.0],[68.36,1.0],[68.36,1.0],[123.049,1.0],[123.049,1.0],[136.721,1.0],[1000000000.0,1.0]]","[[0.0,0.778],[66.973,0.778],[66.973,0.989],[191.397,0.989],[191.397,0.912],[625.209,0.912],[625.209,0.98],[736.536,0.98],[737.536,0.0]]",ESCAPE
Phase 2 (coarse),2861,6.3102,5.9,82.7,24.8,81.1,83.2,62.1,117.5,40.6,136.4,30.0,13.7,831.0,19.2,0.0,10.6,56.9,104.3,23.0,770.2,4.5,806.3,2.7,0.86,1.00,0.92,0.86,0.06,0.31,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010397063.34,5829640.03,1000000000.00,0.00,0.00,679585.14,552.000,679585.14,10652.917,2620.823,14.242,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,82.7],[24.8,81.1],[83.2,62.1],[117.5,40.6],[136.4,30.0]]","[[10.6,56.9],[104.3,23.0],[770.2,4.5],[806.3,2.7]]","[[0.0,1.0],[13.641,1.0],[13.641,1.0],[68.207,1.0],[68.207,1.0],[122.772,1.0],[122.772,1.0],[136.414,1.0],[1000000000.0,1.0]]","[[0.0,0.855],[47.868,0.855],[47.868,0.999],[259.089,0.999],[259.089,0.917],[679.71,0.917],[679.71,0.856],[830.951,0.856],[831.951,0.0]]",ESCAPE
Phase 2 (coarse),2857,5.6855,5.8,82.8,24.9,82.3,83.0,62.3,119.2,43.4,142.3,29.4,14.1,785.5,12.3,0.0,0.8,56.8,156.9,16.6,794.6,2.0,880.8,2.4,0.85,1.00,0.98,0.85,0.08,0.39,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004678555.52,5777225.22,1000000000.00,0.00,0.00,606094.23,543.000,606094.23,10697.984,2095.524,11.296,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.8,82.8],[24.9,82.3],[83.0,62.3],[119.2,43.4],[142.3,29.4]]","[[0.8,56.8],[156.9,16.6],[794.6,2.0],[880.8,2.4]]","[[0.0,1.0],[14.226,1.0],[14.226,1.0],[71.13,1.0],[71.13,1.0],[128.034,1.0],[128.034,1.0],[142.26,1.0],[1000000000.0,1.0]]","[[0.0,0.849],[59.814,0.849],[59.814,0.998],[302.578,0.998],[302.578,0.983],[637.568,0.983],[637.568,0.845],[785.495,0.845],[786.495,0.0]]",ESCAPE
Phase 2 (coarse),2860,5.8644,5.1,82.7,24.8,81.9,82.3,63.2,119.8,40.6,135.5,28.3,13.7,790.8,14.9,0.0,7.7,70.3,42.8,23.5,795.5,4.5,875.5,4.0,0.83,0.93,1.00,0.97,0.10,0.26,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002636028.66,5815845.74,1000000000.00,0.00,0.00,588887.56,556.500,588887.56,10707.364,2313.706,12.479,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.1,82.7],[24.8,81.9],[82.3,63.2],[119.8,40.6],[135.5,28.3]]","[[7.7,70.3],[42.8,23.5],[795.5,4.5],[875.5,4.0]]","[[0.0,1.0],[13.551,1.0],[13.551,1.0],[67.756,1.0],[67.756,1.0],[121.961,1.0],[121.961,1.0],[135.512,1.0],[1000000000.0,1.0]]","[[0.0,0.831],[75.384,0.831],[75.384,0.932],[203.327,0.932],[203.327,0.999],[701.714,0.999],[701.714,0.971],[790.848,0.971],[791.848,0.0]]",ESCAPE
Phase 2 (coarse),2858,5.9799,6.0,85.7,25.7,78.9,83.4,62.7,116.9,41.0,134.9,30.0,19.3,832.2,20.0,0.0,1.1,61.8,158.5,23.5,599.7,4.5,631.7,3.8,0.78,0.98,0.92,0.78,0.05,0.26,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001378553.27,5841473.73,1000000000.00,0.00,0.00,702563.72,570.500,702563.72,10618.691,2495.379,13.592,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,85.7],[25.7,78.9],[83.4,62.7],[116.9,41.0],[134.9,30.0]]","[[1.1,61.8],[158.5,23.5],[599.7,4.5],[631.7,3.8]]","[[0.0,1.0],[13.491,1.0],[13.491,1.0],[67.455,1.0],[67.455,1.0],[121.419,1.0],[121.419,1.0],[134.91,1.0],[1000000000.0,1.0]]","[[0.0,0.784],[43.105,0.784],[43.105,0.983],[218.666,0.983],[218.666,0.919],[697.831,0.919],[697.831,0.776],[832.209,0.776],[833.209,0.0]]",ESCAPE
Phase 2 (coarse),2859,5.7451,3.8,83.7,24.8,78.3,82.8,62.1,116.8,41.3,136.7,29.2,16.4,718.6,19.7,0.0,4.3,55.7,75.2,23.6,692.5,4.3,1003.1,3.0,0.77,1.00,0.98,0.82,0.08,0.30,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005554046.58,5789693.77,1000000000.00,0.00,0.00,560956.49,557.000,560956.49,10734.333,2219.132,11.931,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.8,83.7],[24.8,78.3],[82.8,62.1],[116.8,41.3],[136.7,29.2]]","[[4.3,55.7],[75.2,23.6],[692.5,4.3],[1003.1,3.0]]","[[0.0,1.0],[13.672,1.0],[13.672,1.0],[68.359,1.0],[68.359,1.0],[123.047,1.0],[123.047,1.0],[136.719,1.0],[1000000000.0,1.0]]","[[0.0,0.771],[59.273,0.771],[59.273,0.997],[215.173,0.997],[215.173,0.979],[627.443,0.979],[627.443,0.817],[718.564,0.817],[719.564,0.0]]",ESCAPE
Phase 2 (coarse),2862,6.3158,6.0,83.6,27.7,79.4,83.0,61.6,119.6,43.6,133.8,28.6,15.4,793.5,15.9,0.0,8.1,73.3,213.6,20.1,769.3,4.3,765.9,2.2,0.88,0.97,0.99,0.95,0.08,0.26,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003533944.71,5839782.33,1000000000.00,0.00,0.00,837728.19,557.000,837728.19,10522.815,3033.105,16.753,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,83.6],[27.7,79.4],[83.0,61.6],[119.6,43.6],[133.8,28.6]]","[[8.1,73.3],[213.6,20.1],[765.9,2.2],[769.3,4.3]]","[[0.0,1.0],[13.379,1.0],[13.379,1.0],[66.895,1.0],[66.895,1.0],[120.41,1.0],[120.41,1.0],[133.789,1.0],[1000000000.0,1.0]]","[[0.0,0.877],[64.415,0.877],[64.415,0.972],[209.411,0.972],[209.411,0.988],[658.485,0.988],[658.485,0.946],[793.458,0.946],[794.458,0.0]]",ESCAPE
