# t_sim_s,t_env_s,alt_m,speed_mps,mass_kg,stage,thrust_N,drag_N,mdot_kgps,q_Pa,rho_kgpm3,mach,fpa_deg,v_vertical_mps,v_horizontal_mps,specific_energy_Jpkg,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
281.000,818705691.964,123260.655,3783.346,763700.748,1,14699999.984,1.551,-3944.691669,0.066,1.172210e-08,8.315,-1.391,-91.820,3782.231,-54220487.067,1401895.730,-5530706.542,3101837.353,3660.818,939.508,-171.590
282.000,818705692.964,123164.972,3802.883,759756.056,1,14699999.984,1.584,-3944.691669,0.068,1.184872e-08,8.378,-1.500,-99.549,3801.580,-54147284.333,1405564.853,-5529760.610,3101663.059,3677.443,952.367,-177.004
283.000,818705693.964,123061.552,3822.539,755811.365,1,14699999.983,1.618,-3944.691669,0.070,1.198774e-08,8.442,-1.608,-107.294,3821.033,-54073320.340,1409250.642,-5528801.786,3101483.337,3694.148,965.291,-182.445
284.000,818705694.964,122950.378,3842.314,751866.673,1,14699999.983,1.655,-3944.691669,0.071,1.213965e-08,8.509,-1.716,-115.056,3840.591,-53998584.804,1412953.176,-5527830.005,3101298.159,3710.934,978.281,-187.914
285.000,818705695.964,122831.434,3862.209,747921.981,1,14699999.983,1.694,-3944.691669,0.073,1.230518e-08,8.577,-1.823,-122.835,3860.255,-53923067.258,1416672.537,-5526845.203,3101107.499,3727.802,991.335,-193.412
286.000,818705696.964,122704.702,3882.225,743977.290,1,14699999.983,1.735,-3944.691669,0.075,1.248498e-08,8.648,-1.928,-130.631,3880.027,-53846757.054,1420408.807,-5525847.312,3100911.327,3744.752,1004.456,-198.937
287.000,818705697.964,122570.166,3902.364,740032.598,1,14699999.983,1.779,-3944.691669,0.077,1.267968e-08,8.720,-2.033,-138.443,3899.908,-53769643.352,1424162.068,-5524836.268,3100709.615,3761.785,1017.644,-204.491
288.000,818705698.964,122427.810,3922.626,736087.906,1,14699999.983,1.826,-3944.691669,0.079,1.289031e-08,8.794,-2.137,-146.271,3919.898,-53691715.123,1427932.406,-5523812.002,3100502.336,3778.903,1030.899,-210.073
289.000,818705699.964,122277.618,3943.012,732143.215,1,14699999.982,1.876,-3944.691669,0.082,1.311767e-08,8.871,-2.240,-154.116,3939.999,-53612961.137,1431719.904,-5522774.448,3100289.460,3796.106,1044.221,-215.684
290.000,818705700.964,122119.573,3963.523,728198.523,1,14699999.982,1.929,-3944.691669,0.084,1.336295e-08,8.950,-2.342,-161.977,3960.212,-53533369.963,1435524.647,-5521723.538,3100070.959,3813.396,1057.611,-221.323
291.000,818705701.964,121953.660,3984.160,724253.831,1,14699999.982,1.986,-3944.691669,0.087,1.362691e-08,9.031,-2.443,-169.853,3980.538,-53452929.964,1439346.724,-5520659.203,3099846.804,3830.772,1071.071,-226.992
292.000,818705702.964,121779.862,4004.924,720309.140,1,14699999.982,2.046,-3944.691669,0.090,1.391129e-08,9.114,-2.544,-177.745,4000.978,-53371629.291,1443186.220,-5519581.374,3099616.965,3848.236,1084.599,-232.690
293.000,818705703.964,121598.164,4025.817,716364.448,1,14699999.981,2.111,-3944.691670,0.093,1.421697e-08,9.199,-2.643,-185.654,4021.534,-53289455.877,1447043.225,-5518489.981,3099381.413,3865.788,1098.197,-238.418
294.000,818705704.964,121408.549,4046.839,712419.756,1,14699999.981,2.179,-3944.691670,0.096,1.454579e-08,9.288,-2.742,-193.577,4042.206,-53206397.434,1450917.827,-5517384.956,3099140.119,3883.431,1111.865,-244.175
295.000,818705705.964,121211.004,4067.991,708475.065,1,14699999.981,2.253,-3944.691670,0.099,1.489926e-08,9.378,-2.839,-201.516,4062.997,-53122441.445,1454810.117,-5516266.227,3098893.053,3901.165,1125.604,-249.962
296.000,818705706.964,121005.512,4089.275,704530.373,1,14699999.981,2.331,-3944.691670,0.103,1.527925e-08,9.472,-2.936,-209.471,4083.907,-53037575.162,1458720.186,-5515133.723,3098640.185,3918.990,1139.415,-255.779
297.000,818705707.964,120792.057,4110.692,700585.681,1,14699999.980,2.415,-3944.691670,0.107,1.568770e-08,9.568,-3.032,-217.440,4104.937,-52951785.598,1462648.127,-5513987.373,3098381.484,3936.908,1153.298,-261.627
298.000,818705708.964,120570.626,4132.243,696640.990,1,14699999.980,2.505,-3944.691670,0.111,1.612689e-08,9.667,-3.127,-225.425,4126.089,-52865059.520,1466594.033,-5512827.104,3098116.921,3954.920,1167.253,-267.505
299.000,818705709.964,120341.203,4153.928,692696.298,1,14699999.979,2.601,-3944.691670,0.116,1.659922e-08,9.769,-3.221,-233.424,4147.365,-52777383.445,1470557.999,-5511652.843,3097846.464,3973.027,1181.281,-273.414
300.000,818705710.964,120103.772,4175.751,688751.606,1,14699999.979,2.704,-3944.691670,0.121,1.710750e-08,9.874,-3.315,-241.439,4168.765,-52688743.636,1474540.119,-5510464.518,3097570.083,3991.230,1195.383,-279.354
301.000,818705711.964,119858.320,4197.710,684806.915,1,14699999.979,2.814,-3944.691670,0.126,1.765483e-08,9.983,-3.407,-249.468,4190.291,-52599126.088,1478540.490,-5509262.053,3097287.747,4009.530,1209.559,-285.325
302.000,818705712.964,119604.832,4219.809,680862.223,1,14699999.978,2.941,-3944.691670,0.132,1.824433e-08,10.094,-3.499,-257.511,4211.944,-52508516.530,1482559.211,-5508045.374,3096999.423,4027.928,1223.811,-291.327
303.000,818705713.964,119343.293,4242.048,676917.531,1,14699999.978,3.079,-3944.691670,0.138,1.887999e-08,10.209,-3.589,-265.569,4233.727,-52416900.413,1486596.379,-5506814.407,3096705.082,4046.426,1238.138,-297.361
304.000,818705714.964,119073.690,4264.428,672972.840,1,14699999.977,3.229,-3944.691670,0.145,1.956556e-08,10.328,-3.679,-273.641,4255.639,-52324262.905,1490652.096,-5505569.074,3096404.690,4065.024,1252.541,-303.428
305.000,818705715.964,118796.007,4286.951,669028.148,1,14699999.976,3.390,-3944.691670,0.152,2.030604e-08,10.450,-3.768,-281.727,4277.684,-52230588.882,1494726.461,-5504309.299,3096098.216,4083.724,1267.021,-309.526
306.000,818705716.964,118510.231,4309.619,665083.456,1,14699999.976,3.565,-3944.691671,0.160,2.110662e-08,10.576,-3.856,-289.827,4299.862,-52135862.923,1498819.578,-5503035.005,3095785.627,4102.527,1281.579,-315.657
307.000,818705717.964,118216.349,4332.431,661138.765,1,14699999.975,3.755,-3944.691671,0.169,2.197272e-08,10.706,-3.943,-297.941,4322.175,-52040069.300,1502931.550,-5501746.114,3095466.891,4121.434,1296.216,-321.821
308.000,818705718.964,117914.345,4355.391,657194.073,1,14699999.974,3.962,-3944.691671,0.178,2.291132e-08,10.840,-4.030,-306.068,4344.624,-51943191.973,1507062.481,-5500442.547,3095141.975,4140.447,1310.931,-328.017
309.000,818705719.964,117604.208,4378.500,653249.381,1,14699999.974,4.187,-3944.691671,0.188,2.392932e-08,10.978,-4.115,-314.209,4367.211,-51845214.577,1511212.478,-5499124.225,3094810.846,4159.566,1325.727,-334.247
310.000,818705720.964,117285.922,4401.758,649304.690,1,14699999.973,4.432,-3944.691671,0.199,2.503516e-08,11.120,-4.200,-322.364,4389.938,-51746120.419,1515381.649,-5497791.067,3094473.470,4178.793,1340.603,-340.511
311.000,818705721.964,116959.476,4425.168,645359.998,1,14699999.972,4.700,-3944.691671,0.211,2.623809e-08,11.267,-4.284,-330.531,4412.807,-51645892.465,1519570.102,-5496442.992,3094129.813,4198.130,1355.560,-346.808
312.000,818705722.964,116624.856,4448.731,641415.306,1,14699999.971,4.993,-3944.691672,0.224,2.754831e-08,11.418,-4.367,-338.712,4435.818,-51544513.333,1523777.946,-5495079.920,3093779.843,4217.578,1370.599,-353.139
313.000,818705723.964,116282.049,4472.449,637470.615,1,14699999.970,5.314,-3944.691672,0.239,2.897811e-08,11.575,-4.449,-346.905,4458.975,-51441965.285,1528005.295,-5493701.767,3093423.523,4237.137,1385.721,-359.505
314.000,818705724.964,115931.041,4496.323,633525.923,1,14699999.969,5.667,-3944.691672,0.255,3.054078e-08,11.736,-4.530,-355.111,4482.278,-51338230.214,1532252.259,-5492308.450,3093060.821,4256.811,1400.927,-365.906
315.000,818705725.964,115571.822,4520.355,629581.231,1,14699999.968,6.055,-3944.691672,0.272,3.225141e-08,11.902,-4.610,-363.330,4505.729,-51233289.635,1536518.954,-5490899.885,3092691.700,4276.599,1416.217,-372.341
316.000,818705726.964,115204.377,4544.546,625636.540,1,14699999.966,6.484,-3944.691672,0.291,3.412791e-08,12.073,-4.690,-371.561,4529.331,-51127124.679,1540805.496,-5489475.987,3092316.127,4296.504,1431.592,-378.812
317.000,818705727.964,114828.695,4568.899,621691.848,1,14699999.965,6.957,-3944.691673,0.312,3.618999e-08,12.250,-4.768,-379.805,4553.085,-51019716.075,1545112.001,-5488036.671,3091934.064,4316.526,1447.054,-385.319
318.000,818705728.964,114444.763,4593.414,617747.156,1,14699999.963,7.481,-3944.691673,0.336,3.846071e-08,12.433,-4.846,-388.061,4576.993,-50911044.146,1549438.588,-5486581.850,3091545.477,4336.668,1462.603,-391.861
319.000,818705729.964,114052.570,4618.095,613802.465,1,14699999.962,8.063,-3944.691673,0.362,4.096486e-08,12.621,-4.923,-396.328,4601.057,-50801088.793,1553785.378,-5485111.436,3091150.330,4356.932,1478.239,-398.440
320.000,818705730.964,113652.103,4642.942,609857.773,1,14699999.960,8.709,-3944.691674,0.391,4.372999e-08,12.814,-4.999,-404.608,4625.279,-50689829.486,1558152.493,-5483625.342,3090748.585,4377.318,1493.965,-405.056
321.000,818705731.964,113243.351,4667.958,605913.081,1,14699999.958,9.429,-3944.691674,0.423,4.678726e-08,13.013,-5.075,-412.899,4649.661,-50577245.249,1562540.055,-5482123.477,3090340.206,4397.828,1509.780,-411.708
322.000,818705732.964,112826.302,4693.144,601968.390,1,14699999.955,10.232,-3944.691674,0.460,5.017162e-08,13.216,-5.149,-421.201,4674.204,-50463314.652,1566948.190,-5480605.752,3089925.156,4418.464,1525.685,-418.398
323.000,818705733.964,112400.945,4718.502,598023.698,1,14699999.953,11.128,-3944.691675,0.500,5.392339e-08,13.424,-5.223,-429.515,4698.913,-50348015.794,1571377.026,-5479072.076,3089503.397,4439.228,1541.683,-425.126
324.000,818705734.964,111967.268,4744.035,594079.006,1,14699999.950,12.131,-3944.691675,0.545,5.808866e-08,13.636,-5.296,-437.840,4723.787,-50231326.289,1575826.689,-5477522.356,3089074.891,4460.121,1557.773,-431.892
325.000,818705735.964,111525.261,4769.744,590134.314,1,14699999.948,13.254,-3944.691676,0.595,6.271888e-08,13.852,-5.367,-446.176,4748.830,-50113223.257,1580297.312,-5475956.500,3088639.601,4481.146,1573.956,-438.696
326.000,818705736.964,111074.913,4795.631,586189.623,1,14699999.944,14.515,-3944.691677,0.652,6.787346e-08,14.071,-5.439,-454.522,4774.043,-49993683.305,1584789.025,-5474374.413,3088197.487,4502.303,1590.234,-445.539
327.000,818705737.964,110616.213,4821.699,582244.931,1,14699999.941,15.932,-3944.691677,0.716,7.361939e-08,14.293,-5.509,-462.880,4799.430,-49872682.513,1589301.962,-5472776.000,3087748.510,4523.595,1606.608,-452.421
328.000,818705738.964,110149.150,4847.950,578300.239,1,14699999.937,17.527,-3944.691678,0.787,8.003285e-08,14.518,-5.578,-471.248,4824.992,-49750196.422,1593836.260,-5471161.165,3087292.631,4545.024,1623.078,-459.343
329.000,818705739.964,109673.714,4874.386,574355.548,1,14699999.932,19.326,-3944.691679,0.868,8.720136e-08,14.744,-5.647,-479.626,4850.732,-49626200.012,1598392.057,-5469529.811,3086829.810,4566.591,1639.646,-466.305
330.000,818705740.964,109189.896,4901.009,570410.856,1,14699999.928,21.358,-3944.691680,0.959,9.522454e-08,14.971,-5.715,-488.014,4876.652,-49500667.690,1602969.490,-5467881.839,3086360.007,4588.300,1656.314,-473.308
331.000,818705741.964,108697.684,4927.821,566466.164,1,14699999.922,23.655,-3944.691681,1.062,1.042147e-07,15.199,-5.782,-496.412,4902.754,-49373573.272,1607568.703,-5466217.150,3085883.181,4610.150,1673.081,-480.351
332.000,818705742.964,108197.069,4954.825,562521.473,1,14699999.916,26.257,-3944.691682,1.179,1.142993e-07,15.426,-5.848,-504.819,4929.042,-49244889.965,1612189.839,-5464535.644,3085399.291,4632.145,1689.949,-487.436
333.000,818705743.964,107688.042,4982.024,558576.781,1,14699999.909,29.205,-3944.691683,1.312,1.256228e-07,15.652,-5.913,-513.236,4955.517,-49114590.346,1616833.043,-5462837.218,3084908.295,4654.288,1706.920,-494.562
334.000,818705744.964,107170.593,5009.419,554632.089,1,14699999.902,32.552,-3944.691685,1.462,1.383497e-07,15.877,-5.977,-521.663,4982.183,-48982646.347,1621498.464,-5461121.770,3084410.152,4676.579,1723.994,-501.731
335.000,818705745.964,106644.713,5037.013,550687.398,1,14699999.893,36.354,-3944.691686,1.633,1.526621e-07,16.098,-6.041,-530.099,5009.041,-48849029.233,1626186.250,-5459389.195,3083904.818,4699.021,1741.173,-508.943
336.000,818705746.964,106110.393,5064.809,546742.706,1,14699999.884,40.675,-3944.691688,1.827,1.687669e-07,16.315,-6.104,-538.543,5036.096,-48713709.581,1630896.556,-5457639.388,3083392.252,4721.616,1758.459,-516.197
337.000,818705747.964,105567.623,5092.810,542798.014,1,14699999.873,45.588,-3944.691690,2.047,1.868903e-07,16.527,-6.166,-546.997,5063.349,-48576657.260,1635629.534,-5455872.242,3082872.409,4744.367,1775.851,-523.496
338.000,818705748.964,105016.396,5121.018,538853.323,1,14699999.861,51.177,-3944.691692,2.298,2.072878e-07,16.733,-6.227,-555.459,5090.804,-48437841.407,1640385.342,-5454087.649,3082345.245,4767.276,1793.353,-530.838
339.000,818705749.964,104456.703,5149.435,534908.631,1,14699999.848,57.533,-3944.691695,2.584,2.302352e-07,16.931,-6.287,-563.929,5118.463,-48297230.407,1645164.139,-5452285.500,3081810.717,4790.345,1810.964,-538.226
340.000,818705750.964,103888.535,5178.066,530963.939,1,14699999.832,64.757,-3944.691698,2.908,2.560316e-07,17.121,-6.347,-572.408,5146.330,-48154791.863,1649966.086,-5450465.683,3081268.779,4813.577,1828.687,-545.658
341.000,818705751.964,103311.885,5206.912,527019.248,1,14699999.815,72.970,-3944.691701,3.277,2.850356e-07,17.301,-6.405,-580.894,5174.407,-48010492.580,1654791.348,-5448628.088,3080719.386,4836.974,1846.523,-553.136
342.000,818705752.964,102726.744,5235.976,523074.556,1,14699999.795,82.313,-3944.691705,3.697,3.176573e-07,17.472,-6.463,-589.388,5202.698,-47864298.531,1659640.091,-5446772.600,3080162.491,4860.540,1864.473,-560.661
343.000,818705753.964,102133.105,5265.262,519129.864,1,14699999.773,92.951,-3944.691709,4.175,3.543812e-07,17.634,-6.520,-597.890,5231.206,-47716174.834,1664512.484,-5444899.104,3079598.048,4884.275,1882.539,-568.232
344.000,818705754.964,101530.961,5294.773,515185.172,1,14699999.748,105.067,-3944.691714,4.719,3.957338e-07,17.787,-6.576,-606.399,5259.934,-47566085.726,1669408.700,-5443007.483,3079026.011,4908.184,1900.722,-575.851
345.000,818705755.964,100920.304,5324.512,511240.481,1,14699999.719,118.869,-3944.691719,5.339,4.422990e-07,17.931,-6.632,-614.916,5288.885,-47413994.529,1674328.912,-5441097.620,3078446.331,4932.269,1919.024,-583.518
346.000,818705756.964,100301.128,5354.482,507295.789,1,14699999.687,134.594,-3944.691726,6.045,4.947374e-07,18.067,-6.686,-623.439,5318.063,-47259863.624,1679273.298,-5439169.394,3077858.959,4956.533,1937.447,-591.233
347.000,818705757.964,99673.424,5384.686,503351.097,1,14699999.650,152.512,-3944.691733,6.850,5.537908e-07,18.194,-6.740,-631.969,5347.472,-47103654.419,1684242.038,-5437222.686,3077263.848,4980.978,1955.991,-598.998
348.000,818705758.964,99037.188,5415.128,499406.406,1,14699999.608,172.927,-3944.691740,7.766,6.202836e-07,18.313,-6.793,-640.505,5377.115,-46945327.313,1689235.315,-5435257.370,3076660.947,5005.608,1974.660,-606.812
349.000,818705759.964,98392.413,5445.812,495461.714,1,14699999.561,196.196,-3944.691749,8.811,6.951705e-07,18.425,-6.845,-649.047,5406.996,-46784841.668,1694253.316,-5433273.324,3076050.207,5030.425,1993.454,-614.677
350.000,818705760.964,97739.091,5476.740,491517.022,1,14699999.507,222.722,-3944.691760,10.003,7.795255e-07,18.529,-6.896,-657.596,5437.118,-46622155.770,1699296.229,-5431270.420,3075431.576,5055.433,2012.375,-622.593
351.000,818705761.964,97077.219,5507.917,487572.330,1,14699999.446,252.971,-3944.691771,11.361,8.745683e-07,18.627,-6.947,-666.150,5467.485,-46457226.792,1704364.247,-5429248.531,3074805.003,5080.635,2031.425,-630.561
352.000,818705762.964,96406.789,5539.346,483627.638,1,14699999.377,287.463,-3944.691785,12.910,9.816383e-07,18.718,-6.996,-674.710,5498.102,-46290010.759,1709457.565,-5427207.526,3074170.436,5106.034,2050.606,-638.582
353.000,818705763.964,95727.796,5571.032,479682.947,1,14699999.298,326.823,-3944.691800,14.678,1.102342e-06,18.804,-7.045,-683.275,5528.972,-46120462.505,1714576.382,-5425147.275,3073527.822,5131.634,2069.920,-646.656
354.000,818705764.964,95040.236,5602.978,475738.255,1,14699999.208,371.773,-3944.691817,16.697,1.238531e-06,18.885,-7.093,-691.846,5560.100,-45948535.636,1719720.900,-5423067.642,3072877.107,5157.437,2089.368,-654.783
355.000,818705765.964,94344.103,5635.188,471793.563,1,14699999.106,423.152,-3944.691836,19.004,1.392321e-06,18.962,-7.140,-700.421,5591.489,-45774182.483,1724891.325,-5420968.492,3072218.237,5183.448,2108.953,-662.966
356.000,818705766.964,93639.393,5667.666,467848.871,1,14699998.989,481.964,-3944.691858,21.646,1.566248e-06,19.036,-7.186,-709.001,5623.145,-45597354.062,1730087.866,-5418849.689,3071551.157,5209.670,2128.677,-671.204
357.000,818705767.964,92926.101,5700.417,463904.179,1,14699998.857,549.386,-3944.691883,24.674,1.763253e-06,19.108,-7.232,-717.585,5655.071,-45418000.026,1735310.736,-5416711.091,3070875.810,5236.106,2148.542,-679.498
358.000,818705768.964,92204.222,5733.445,459959.487,1,14699998.705,626.798,-3944.691912,28.150,1.986757e-06,19.179,-7.276,-726.173,5687.272,-45236068.618,1740560.151,-5414552.557,3070192.141,5262.761,2168.549,-687.849
359.000,818705769.964,91473.754,5766.755,456014.795,1,14699998.532,715.812,-3944.691945,32.148,2.240698e-06,19.251,-7.320,-734.765,5719.753,-45051506.623,1745836.331,-5412373.944,3069500.092,5289.638,2188.702,-696.259
360.000,818705770.964,90734.692,5800.350,452070.104,1,14699998.335,818.339,-3944.691983,36.753,2.529722e-06,19.323,-7.363,-743.360,5752.519,-44864259.318,1751139.502,-5410175.104,3068799.604,5316.741,2209.002,-704.727
361.000,818705771.964,89987.033,5834.237,448125.412,1,14699998.109,936.696,-3944.692026,42.068,2.859441e-06,19.399,-7.405,-751.959,5785.575,-44674270.417,1756469.890,-5407955.891,3068090.619,5344.074,2229.451,-713.254
362.000,818705772.964,89230.773,5868.419,444180.719,1,14699997.850,1073.673,-3944.692075,48.220,3.236561e-06,19.479,-7.447,-760.561,5818.925,-44481482.021,1761827.729,-5405716.151,3067373.076,5371.642,2250.053,-721.842
363.000,818705773.964,88465.910,5902.901,440236.027,1,14699997.553,1232.654,-3944.692131,55.360,3.669186e-06,19.565,-7.487,-769.165,5852.575,-44285834.565,1767213.255,-5403455.733,3066646.914,5399.449,2270.809,-730.492
364.000,818705774.964,87692.441,5937.690,436291.335,1,14699997.212,1417.774,-3944.692196,63.674,4.167142e-06,19.658,-7.527,-777.772,5886.529,-44087266.762,1772626.708,-5401174.481,3065912.071,5427.499,2291.722,-739.204
365.000,818705775.964,86910.364,5972.789,432346.643,1,14699996.820,1634.164,-3944.692271,73.393,4.742591e-06,19.761,-7.566,-786.382,5920.795,-43885715.548,1778068.336,-5398872.237,3065168.485,5455.797,2312.794,-747.979
366.000,818705776.964,86119.677,6008.205,428401.951,1,14699996.368,1888.147,-3944.692357,84.799,5.410412e-06,19.876,-7.604,-794.993,5955.377,-43681116.033,1783538.386,-5396548.839,3064416.091,5484.347,2334.029,-756.819
367.000,818705777.964,85320.378,6043.941,424457.258,1,14699995.012,2754.732,-3944.692614,123.719,7.793522e-06,20.485,-7.641,-803.605,5990.279,-43473407.798,1789037.115,-5394204.125,3063654.825,5513.153,2355.427,-765.724
368.000,818705778.964,84512.466,6080.005,420512.565,1,14699994.250,3189.800,-3944.692759,143.259,8.909697e-06,20.531,-7.677,-812.219,6025.509,-43262518.229,1794564.779,-5391837.929,3062884.621,5542.220,2376.994,-774.695
369.000,818705779.964,83695.940,6116.401,416567.873,1,14699993.369,3694.960,-3944.692927,165.946,1.018918e-05,20.577,-7.712,-820.834,6061.072,-43048375.614,1800121.645,-5389450.081,3062105.413,5571.555,2398.730,-783.733
370.000,818705780.964,82870.798,6153.137,412623.180,1,14699992.351,4281.656,-3944.693120,192.295,1.165615e-05,20.623,-7.747,-829.450,6096.975,-42830907.345,1805707.979,-5387040.411,3061317.132,5601.161,2420.640,-792.841
371.000,818705781.964,82037.040,6190.217,408678.486,1,14699991.173,4963.210,-3944.693344,222.905,1.333840e-05,20.670,-7.781,-838.065,6133.224,-42610038.713,1811324.058,-5384608.743,3060519.709,5631.043,2442.726,-802.017
372.000,818705782.964,81194.667,6227.649,404733.793,1,14699989.811,5755.141,-3944.693603,258.472,1.526787e-05,20.717,-7.814,-846.681,6169.825,-42385692.864,1816970.160,-5382154.900,3059713.073,5661.208,2464.990,-811.265
373.000,818705783.964,80343.678,6265.438,400789.099,1,14699988.235,6675.523,-3944.693903,299.807,1.748124e-05,20.764,-7.846,-855.296,6206.785,-42157790.746,1822646.571,-5379678.701,3058897.155,5691.661,2487.438,-820.584
374.000,818705784.964,79484.075,6303.591,396844.405,1,14699986.412,7745.411,-3944.694250,347.858,2.002067e-05,20.812,-7.877,-863.911,6244.111,-41926251.069,1828353.580,-5377179.963,3058071.881,5722.407,2510.070,-829.977
375.000,818705785.964,78615.857,6342.115,392899.711,1,14699984.302,8989.330,-3944.694651,403.724,2.293460e-05,20.860,-7.908,-872.525,6281.809,-41690990.272,1834091.485,-5374658.498,3057237.176,5753.452,2532.891,-839.444
376.000,818705786.964,77739.028,6380.953,388961.577,1,14616484.864,10435.626,-3922.288952,468.679,2.627864e-05,20.908,-7.937,-881.128,6319.824,-41452323.606,1839860.574,-5372114.121,3056392.969,5784.745,2555.880,-848.978
377.000,818705787.964,76853.618,6419.846,385057.351,1,14482066.329,12116.354,-3886.219426,544.163,3.011661e-05,20.955,-7.966,-889.684,6357.899,-41211881.516,1845660.972,-5369546.721,3055539.210,5816.050,2578.931,-858.545
378.000,818705788.964,75959.677,6458.771,381189.025,1,14348911.239,14069.393,-3850.489118,631.877,3.452161e-05,21.002,-7.994,-898.189,6396.012,-40969803.137,1851492.670,-5366956.242,3054675.869,5847.346,2602.036,-868.142
379.000,818705789.964,75057.257,6497.727,377356.257,1,14217046.391,16338.788,-3815.105244,733.799,3.957754e-05,21.048,-8.021,-906.642,6434.163,-40726087.731,1857355.661,-5364342.631,3053802.916,5878.634,2625.195,-877.769
380.000,818705790.964,74146.411,6536.715,373558.696,1,14086503.285,18975.650,-3780.076287,852.224,4.538060e-05,21.093,-8.047,-915.041,6472.352,-40480734.852,1863249.935,-5361705.835,3052920.321,5909.912,2648.407,-887.425
381.000,818705791.964,73227.194,6575.733,369795.983,1,13957318.845,22039.272,-3745.412189,989.816,5.204110e-05,21.137,-8.072,-923.385,6510.578,-40233744.389,1869175.482,-5359045.800,3052028.056,5941.181,2671.671,-897.110
382.000,818705792.964,72299.659,6614.781,366067.747,1,13829536.229,25598.419,-3711.124573,1149.662,5.968549e-05,21.181,-8.097,-931.674,6548.841,-39985116.639,1875132.293,-5356362.475,3051126.090,5972.440,2694.988,-906.825
383.000,818705793.964,71363.864,6653.858,362373.606,1,13703163.812,29684.006,-3677.215726,1333.152,6.834631e-05,21.207,-8.121,-939.906,6587.140,-39734852.357,1881120.358,-5353655.807,3050214.396,6003.688,2718.357,-916.568
384.000,818705794.964,70419.867,6692.964,358713.185,1,13578225.409,34345.673,-3643.692085,1542.514,7.809654e-05,21.213,-8.144,-948.080,6625.474,-39482952.627,1887139.666,-5350925.744,3049292.944,6034.925,2741.777,-926.340
385.000,818705795.964,69467.725,6732.097,355086.085,1,13454817.104,39720.791,-3610.579483,1783.918,8.920206e-05,21.219,-8.166,-956.194,6663.844,-39229419.269,1893190.204,-5348172.236,3048361.707,6066.150,2765.248,-936.140
386.000,818705796.964,68507.498,6771.257,351491.884,1,13333004.228,45915.071,-3577.895515,2062.112,1.018449e-04,21.225,-8.187,-964.249,6702.249,-38974254.858,1899271.962,-5345395.232,3047420.654,6097.362,2788.769,-945.969
387.000,818705797.964,67539.248,6810.442,347930.144,1,13212861.511,53049.283,-3545.660303,2382.520,1.162305e-04,21.231,-8.207,-972.241,6740.687,-38717462.835,1905384.924,-5342594.682,3046469.759,6128.561,2812.339,-955.825
388.000,818705798.964,66563.036,6849.651,344400.406,1,13094474.325,61261.295,-3513.896835,2751.333,1.325907e-04,21.236,-8.227,-980.171,6779.158,-38459047.660,1911529.079,-5339770.537,3045508.994,6159.746,2835.959,-965.709
389.000,818705799.964,65578.927,6888.884,340902.184,1,12977940.094,70708.386,-3482.631343,3175.616,1.511865e-04,21.240,-8.246,-988.037,6817.661,-38199014.986,1917704.410,-5336922.748,3044538.332,6190.914,2859.627,-975.620
390.000,818705800.964,64586.984,6928.138,337434.967,1,12863369.899,81569.839,-3451.893737,3663.420,1.723123e-04,21.245,-8.264,-995.837,6856.195,-37937371.872,1923910.902,-5334051.268,3043557.744,6222.066,2883.342,-985.559
391.000,818705801.964,63587.274,6967.412,333998.210,1,12750890.303,94049.870,-3421.718095,4223.916,1.962991e-04,21.249,-8.282,-1003.571,6894.757,-37674127.018,1930148.537,-5331156.048,3042567.206,6253.200,2907.104,-995.523
392.000,818705802.964,62579.864,7006.704,330591.331,1,12640645.439,108380.914,-3392.143223,4867.544,2.235194e-04,21.253,-8.298,-1011.237,6933.347,-37409291.047,1936417.296,-5328237.044,3041566.689,6284.314,2930.912,-1005.514
393.000,818705803.964,61564.823,7046.012,327213.708,1,12532799.390,124827.326,-3363.213300,5606.176,2.543920e-04,21.257,-8.314,-1018.834,6971.963,-37142876.819,1942717.158,-5325294.210,3040556.169,6315.406,2954.764,-1015.531
394.000,818705804.964,60542.220,7085.333,323864.673,1,12427538.931,143689.525,-3334.978613,6453.305,2.893870e-04,21.260,-8.329,-1026.360,7010.601,-36874899.806,1949048.101,-5322327.503,3039535.620,6346.475,2978.659,-1025.572
395.000,818705805.964,59512.128,7124.760,320526.315,1,12708674.814,165312.753,-3410.436898,7424.435,3.290324e-04,21.264,-8.335,-1032.824,7049.502,-36604696.669,1955410.099,-5319336.879,3038505.017,6378.000,3002.126,-1034.679
396.000,818705806.964,58478.707,7164.683,317123.806,1,12650136.407,190009.762,-3394.744138,8533.614,3.737328e-04,21.269,-8.297,-1033.870,7089.696,-36329421.971,1961805.122,-5316324.276,3037468.240,6412.105,3022.989,-1038.811
397.000,818705807.964,57444.687,7204.622,313736.488,1,12595376.971,218093.780,-3380.067554,9794.907,4.239462e-04,21.275,-8.252,-1034.017,7130.034,-36052449.937,1968234.425,-5313291.092,3036427.524,6446.558,3043.278,-1042.554
398.000,818705808.964,56410.987,7244.555,310363.311,1,12544635.605,249959.969,-3366.471551,11226.064,4.802326e-04,21.281,-8.200,-1033.222,7170.498,-35773916.280,1974698.355,-5310237.924,3035383.270,6481.360,3062.953,-1045.885
