# t_sim_s,t_env_s,alt_m,speed_mps,mass_kg,stage,thrust_N,drag_N,mdot_kgps,q_Pa,rho_kgpm3,mach,fpa_deg,v_vertical_mps,v_horizontal_mps,specific_energy_Jpkg,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
399.000,818705809.964,55378.573,7284.462,307003.163,1,12498153.712,286034.611,-3354.021173,12846.229,5.431846e-04,21.288,-8.140,-1031.438,7211.069,-35493977.448,1981197.260,-5307165.405,3034335.899,6516.509,3081.973,-1048.782
400.000,818705810.964,54348.456,7324.316,303654.865,1,12456169.984,326774.244,-3342.780759,14675.904,6.134245e-04,21.295,-8.073,-1028.619,7251.727,-35212812.675,1987731.486,-5304074.211,3033285.858,6552.000,3100.295,-1051.223
401.000,818705811.964,53321.696,7364.089,300317.177,1,12418913.964,372663.866,-3332.812212,16736.874,6.915999e-04,21.303,-7.999,-1024.718,7292.445,-34930626.097,1994301.373,-5300965.063,3032233.614,6587.828,3117.873,-1053.183
402.000,818705812.964,52299.398,7403.750,296988.798,1,12386597.989,424214.014,-3324.172838,19052.066,7.783774e-04,21.311,-7.916,-1019.684,7333.195,-34647648.895,2000907.252,-5297838.729,3031179.659,6623.984,3134.659,-1054.639
403.000,818705813.964,51280.300,7410.175,296434.769,1,0.000,478227.944,0.000000,21477.909,8.758629e-04,21.235,-7.909,-1019.626,7339.690,-34609908.361,2007535.831,-5294698.903,3030123.373,6626.380,3143.478,-1058.455
404.000,818705814.964,50260.155,7409.787,296434.769,1,0.000,542796.812,0.000000,24377.791,9.942080e-04,21.234,-7.917,-1020.658,7339.156,-34622638.247,2014159.949,-5291551.803,3029062.759,6621.822,3150.706,-1062.769
405.000,818705815.964,49238.994,7409.170,296434.769,1,0.000,616145.765,0.000000,27671.998,1.128732e-03,21.232,-7.926,-1021.659,7338.393,-34637088.431,2020779.402,-5288397.525,3027997.848,6617.046,3157.832,-1067.046
406.000,818705816.964,48216.850,7408.290,296434.769,1,0.000,699467.994,0.000000,31414.120,1.281666e-03,21.230,-7.934,-1022.625,7337.370,-34653492.170,2027393.960,-5285236.178,3026928.680,6612.026,3164.842,-1071.282
407.000,818705817.964,47193.758,7407.111,296434.769,1,0.000,795395.770,0.000000,35722.376,1.457898e-03,21.243,-7.943,-1023.551,7336.051,-34672119.464,2034003.362,-5282067.886,3025855.299,6606.728,3171.719,-1075.472
408.000,818705818.964,46169.764,7405.574,296434.769,1,0.000,913411.254,0.000000,41022.622,1.674911e-03,21.351,-7.951,-1024.429,7334.376,-34693414.904,2040607.307,-5278892.794,3024777.755,6601.100,3178.436,-1079.605
409.000,818705819.964,45144.919,7403.609,296434.769,1,0.000,1050526.453,0.000000,47180.664,1.927378e-03,21.459,-7.960,-1025.250,7332.278,-34717885.166,2047205.433,-5275711.077,3023696.111,6595.081,3184.964,-1083.670
410.000,818705820.964,44119.286,7401.147,296434.769,1,0.000,1210065.315,0.000000,54345.785,2.221596e-03,21.567,-7.968,-1026.004,7329.686,-34746044.277,2053797.318,-5272522.940,3022610.440,6588.610,3191.270,-1087.657
411.000,818705821.964,43092.937,7398.105,296434.769,1,0.000,1395962.247,0.000000,62694.686,2.565065e-03,21.676,-7.977,-1026.681,7326.519,-34778495.145,2060382.477,-5269328.623,3021520.828,6581.613,3197.319,-1091.551
412.000,818705822.964,42065.955,7394.387,296434.769,1,0.000,1612876.936,0.000000,72436.638,2.966734e-03,21.784,-7.986,-1027.267,7322.683,-34815945.556,2066960.342,-5266128.403,3020427.375,6574.007,3203.066,-1095.337
413.000,818705823.964,41038.438,7389.880,296434.769,1,0.000,1866330.001,0.000000,83819.582,3.437295e-03,21.892,-7.994,-1027.747,7318.064,-34859227.051,2073530.255,-5262922.608,3019330.197,6565.692,3208.461,-1098.995
414.000,818705824.964,40010.502,7384.448,296434.769,1,0.000,2162862.546,0.000000,97137.288,3.989548e-03,21.999,-8.003,-1028.103,7312.529,-34909317.108,2080091.450,-5259711.618,3018229.433,6556.549,3213.444,-1102.505
415.000,818705825.964,38982.280,7377.935,296434.769,1,0.000,2510222.675,0.000000,112737.735,4.638832e-03,22.105,-8.012,-1028.314,7305.922,-34967365.163,2086643.031,-5256495.881,3017125.245,6546.441,3217.943,-1105.840
416.000,818705826.964,37953.930,7370.154,296434.769,1,0.000,2917581.783,0.000000,131032.822,5.403559e-03,22.208,-8.021,-1028.355,7298.058,-35034722.938,2093183.955,-5253275.921,3016017.822,6535.203,3221.874,-1108.968
417.000,818705827.964,36925.637,7360.884,296434.769,1,0.000,3395782.642,0.000000,152509.515,6.305858e-03,22.309,-8.030,-1028.195,7288.719,-35112979.614,2099712.998,-5250052.355,3014907.390,6522.644,3225.138,-1111.853
418.000,818705828.964,35897.619,7349.866,296434.769,1,0.000,3957619.765,0.000000,177742.433,7.372350e-03,22.406,-8.039,-1027.799,7277.648,-35204002.239,2106228.727,-5246825.907,3013794.212,6508.535,3227.616,-1114.452
419.000,818705829.964,34870.132,7336.793,296434.769,1,0.000,4618149.805,0.000000,207407.794,8.635095e-03,22.499,-8.048,-1027.125,7264.540,-35309981.657,2112729.462,-5243597.432,3012678.599,6492.608,3229.169,-1116.712
420.000,818705830.964,33843.477,7321.303,296434.769,1,0.000,5395025.194,0.000000,242298.392,1.013273e-02,22.585,-8.057,-1026.125,7249.037,-35433483.890,2119213.231,-5240367.933,3011560.920,6474.546,3229.632,-1118.574
421.000,818705831.964,32818.011,7302.969,296434.769,1,0.000,6308837.173,0.000000,283339.011,1.191182e-02,22.664,-8.066,-1024.738,7230.717,-35577506.437,2125677.719,-5237138.596,3010441.608,6453.977,3228.810,-1119.964
422.000,818705832.964,31794.152,7281.304,296434.769,1,0.000,7361697.903,0.000000,330624.511,1.398717e-02,22.700,-8.076,-1022.899,7209.096,-35745448.990,2132120.206,-5233910.817,3009321.176,6430.475,3226.481,-1120.800
423.000,818705833.964,30772.381,7255.895,296434.769,1,0.000,8542914.283,0.000000,383674.649,1.635174e-02,22.667,-8.086,-1020.553,7183.765,-35940069.232,2138537.576,-5230686.199,3008200.215,6403.683,3222.452,-1121.010
424.000,818705834.964,29753.240,7226.206,296434.769,1,0.000,9904350.508,0.000000,444818.721,1.912259e-02,22.619,-8.096,-1017.625,7154.194,-36164960.237,2144926.319,-5227466.560,3007079.395,6373.132,3216.477,-1120.502
425.000,818705835.964,28737.354,7191.592,296434.769,1,0.000,11468498.443,0.000000,515066.869,2.236848e-02,22.555,-8.106,-1014.028,7119.743,-36424377.142,2151282.401,-5224253.993,3005959.489,6338.262,3208.256,-1119.163
426.000,818705836.964,27725.441,7151.329,296434.769,1,0.000,13258556.630,0.000000,595460.974,2.616886e-02,22.472,-8.116,-1009.662,7079.696,-36722970.432,2157601.195,-5221050.908,3004841.388,6298.445,3197.454,-1116.867
427.000,818705837.964,26718.324,7104.617,296434.769,1,0.000,15297527.972,0.000000,687034.129,3.061506e-02,22.366,-8.127,-1004.416,7033.259,-37065740.788,2163877.410,-5217860.069,3003726.120,6252.985,3183.698,-1113.475
428.000,818705838.964,25716.943,7050.579,296434.769,1,0.000,17606921.679,0.000000,790752.344,3.581143e-02,22.236,-8.139,-998.169,6979.564,-37457955.216,2170105.032,-5214684.634,3002614.855,6201.124,3166.577,-1108.832
429.000,818705839.964,24722.363,6988.270,296434.769,1,0.000,20204987.215,0.000000,907435.228,4.187635e-02,22.076,-8.151,-990.790,6917.677,-37905013.553,2176277.253,-5211528.184,3001508.929,6142.045,3145.649,-1102.769
430.000,818705840.964,23735.786,6916.695,296434.769,1,0.000,23104431.775,0.000000,1037653.481,4.894298e-02,21.885,-8.163,-982.140,6846.610,-38412254.482,2182386.428,-5208394.761,3000409.849,6074.886,3120.443,-1095.109
431.000,818705841.964,22758.554,6834.826,296434.769,1,0.000,26309622.262,0.000000,1181603.226,5.715952e-02,21.658,-8.177,-972.076,6765.347,-38984692.187,2188424.037,-5205288.886,2999319.305,5998.764,3090.471,-1085.666
432.000,818705842.964,21792.154,6741.641,296434.769,1,0.000,29813355.899,0.000000,1338960.977,6.668897e-02,21.391,-8.191,-960.452,6672.875,-39626679.413,2194380.674,-5202215.570,2998239.174,5912.799,3055.244,-1074.252
433.000,818705843.964,20838.216,6636.165,296434.769,1,0.000,33593404.323,0.000000,1508728.424,7.770791e-02,21.081,-8.205,-947.131,6568.229,-40341501.023,2200246.075,-5199180.308,2997171.519,5816.158,3014.290,-1060.685
434.000,818705844.964,19898.499,6517.547,296434.769,1,0.000,37580622.918,0.000000,1687800.184,9.033523e-02,20.717,-8.221,-931.991,6450.566,-41130809.175,2206009.184,-5196189.043,2996118.578,5708.117,2967.188,-1044.801
435.000,818705845.964,18974.854,6385.461,296434.769,1,0.000,41578710.537,0.000000,1867360.087,1.044062e-01,20.270,-8.238,-914.987,6319.566,-41991975.237,2211658.421,-5193248.040,2995082.714,5588.413,2913.760,-1026.526
436.000,818705846.964,18069.152,6239.798,296434.769,1,0.000,45617630.565,0.000000,2048753.833,1.203350e-01,19.776,-8.257,-896.102,6175.118,-42920333.929,2217182.094,-5190363.663,2994066.338,5456.973,2853.919,-1005.818
437.000,818705847.964,17183.278,6080.587,296434.769,1,0.000,49596377.179,0.000000,2227445.104,1.382689e-01,19.237,-8.277,-875.335,6017.252,-43909758.761,2222568.467,-5187542.349,2993071.896,5313.846,2787.643,-982.659
438.000,818705848.964,16319.093,5908.219,296434.769,1,0.000,53401044.047,0.000000,2398318.201,1.583419e-01,18.653,-8.299,-852.735,5846.358,-44951439.669,2227806.008,-5184790.476,2992101.822,5159.398,2715.077,-957.095
439.000,818705849.964,15478.384,5723.486,296434.769,1,0.000,56911176.614,0.000000,2555963.337,1.806690e-01,18.027,-8.322,-828.407,5663.218,-46034033.806,2232883.722,-5182114.186,2991158.471,4994.340,2636.547,-929.239
440.000,818705850.964,14662.801,5527.584,296434.769,1,0.000,60007993.242,0.000000,2695045.855,2.053399e-01,17.364,-8.348,-802.512,5469.018,-47144060.047,2237791.502,-5179519.199,2990244.048,4819.738,2552.571,-899.274
441.000,818705851.964,13873.811,5322.094,296434.769,1,0.000,62583615.568,0.000000,2810720.783,2.324151e-01,16.667,-8.376,-775.265,5265.325,-48266525.184,2242520.478,-5177010.627,2989360.542,4636.988,2463.849,-867.455
442.000,818705852.964,13112.636,5108.930,296434.769,1,0.000,64550095.174,0.000000,2899038.229,2.619217e-01,15.945,-8.407,-746.927,5054.034,-49385729.562,2247063.320,-5174592.799,2988509.653,4447.772,2371.238,-834.095
443.000,818705853.964,12380.148,4890.499,296434.769,1,0.000,65683962.184,0.000000,2949961.838,2.938556e-01,15.186,-8.443,-718.031,4837.500,-50484985.983,2251414.531,-5172269.022,2987692.737,4254.092,2276.039,-799.580
444.000,818705854.964,11676.521,4669.496,296434.769,1,0.000,66099960.069,0.000000,2968644.905,3.282002e-01,14.415,-8.489,-689.277,4618.343,-51548263.372,2255570.742,-5170041.050,2986910.735,4058.119,2179.829,-764.335
445.000,818705855.964,11001.432,4448.263,296434.769,1,0.000,65810343.821,0.000000,2955637.820,3.647350e-01,13.640,-8.546,-661.011,4398.875,-52563445.329,2259530.675,-5167909.336,2986164.179,3861.879,2083.708,-728.759
446.000,818705856.964,10354.122,4231.129,296434.769,1,0.000,63797097.569,0.000000,2865220.016,3.957240e-01,12.770,-8.615,-633.819,4183.387,-53512074.188,2263295.694,-5165872.922,2985453.064,3669.153,1989.635,-693.631
447.000,818705857.964,9733.551,4020.886,296434.769,1,0.000,61685828.503,0.000000,2770399.866,4.272927e-01,11.976,-8.688,-607.404,3974.743,-54385613.802,2266871.080,-5163929.216,2984776.575,3482.739,1898.175,-659.535
448.000,818705858.964,9139.123,3818.343,296434.769,1,0.000,59257071.953,0.000000,2661320.893,4.593105e-01,11.226,-8.761,-581.560,3773.795,-55185324.755,2270263.567,-5162075.678,2984133.587,3303.504,1809.393,-626.659
449.000,818705859.964,8570.187,3624.415,296434.769,1,0.000,56603229.975,0.000000,2542133.008,4.916498e-01,10.520,-8.831,-556.446,3581.445,-55912576.302,2273480.738,-5160309.375,2983522.793,3132.213,1723.773,-595.174
450.000,818705860.964,8025.945,3439.597,296434.769,1,0.000,54020808.574,0.000000,2416381.428,5.241943e-01,9.858,-8.900,-532.166,3398.180,-56570683.265,2276530.810,-5158626.960,2982942.736,2969.265,1641.607,-565.176
451.000,818705861.964,7505.586,3262.557,296434.769,1,0.000,51827666.342,0.000000,2276867.280,5.568333e-01,9.219,-8.971,-508.719,3222.652,-57169055.372,2279421.578,-5157025.157,2982392.043,2813.374,1562.526,-536.397
452.000,818705862.964,7008.143,3093.381,296434.769,1,0.000,49389821.145,0.000000,2133822.816,5.894722e-01,8.617,-9.046,-486.359,3054.908,-57711566.400,2282159.888,-5155500.769,2981869.537,2664.464,1486.852,-508.831
453.000,818705863.964,6532.469,2932.724,296434.769,1,0.000,46801978.662,0.000000,1991099.587,6.220377e-01,8.052,-9.127,-465.197,2895.593,-58200297.157,2284753.018,-5154050.204,2981373.934,2523.083,1414.925,-482.608
454.000,818705864.964,6077.327,2780.961,296434.769,1,0.000,44140107.911,0.000000,1851426.062,6.544739e-01,7.524,-9.214,-445.300,2745.077,-58638320.936,2287208.666,-5152669.602,2980903.845,2389.535,1346.949,-457.813
455.000,818705865.964,5641.436,2638.232,296434.769,1,0.000,41467599.936,0.000000,1716846.702,6.867409e-01,7.033,-9.308,-426.700,2603.497,-59029329.428,2289534.735,-5151354.957,2980457.818,2263.925,1283.017,-434.488
456.000,818705866.964,5223.494,2504.487,296434.769,1,0.000,38834991.702,0.000000,1588793.548,7.188130e-01,6.578,-9.408,-409.399,2470.799,-59377333.183,2291739.142,-5150102.219,2980034.377,2146.191,1223.131,-412.639
457.000,818705867.964,4822.212,2379.524,296434.769,1,0.000,36280690.406,0.000000,1468178.766,7.506770e-01,6.156,-9.516,-393.376,2346.783,-59686428.120,2293829.679,-5148907.370,2979632.053,2036.143,1167.220,-392.247
458.000,818705868.964,4436.330,2263.031,296434.769,1,0.000,33832309.279,0.000000,1355493.026,7.823307e-01,5.766,-9.631,-378.592,2231.138,-59960625.206,2295813.895,-5147766.497,2979249.411,1933.495,1115.157,-373.269
459.000,818705869.964,4064.633,2154.618,296434.769,1,0.000,31508295.610,0.000000,1250899.503,8.137804e-01,5.406,-9.753,-364.996,2123.478,-60203735.159,2297699.020,-5146675.827,2978885.062,1837.899,1066.781,-355.649
460.000,818705870.964,3705.961,2053.848,296434.769,1,0.000,29319617.583,0.000000,1154317.558,8.450398e-01,5.074,-9.883,-352.530,2023.367,-60419297.832,2299491.912,-5145631.770,2978537.682,1748.963,1021.900,-339.320
461.000,818705871.964,3359.274,1959.398,296434.769,1,0.000,27880793.081,0.000000,1064315.888,8.761234e-01,4.765,-10.021,-340.942,1929.508,-60612223.773,2301198.815,-5144631.063,2978206.069,1665.565,979.866,-324.032
462.000,818705872.964,3023.920,1869.421,296434.769,1,0.000,26548913.158,0.000000,978734.190,9.070192e-01,4.472,-10.163,-329.852,1840.091,-60787766.030,2302824.339,-5143671.422,2977889.403,1586.154,939.741,-309.415
463.000,818705873.964,2699.384,1784.100,296434.769,1,0.000,25149604.257,0.000000,898168.987,9.377085e-01,4.197,-10.310,-319.316,1755.292,-60946812.563,2304372.501,-5142750.907,2977586.998,1510.871,901.637,-295.520
464.000,818705874.964,2385.084,1703.594,296434.769,1,0.000,23722000.474,0.000000,823076.046,9.681841e-01,3.939,-10.464,-309.389,1675.264,-61090286.412,2305847.496,-5141867.438,2977298.106,1439.832,865.662,-282.394
465.000,818705875.964,2080.392,1627.945,296434.769,1,0.000,22298315.434,0.000000,753653.672,9.984488e-01,3.698,-10.623,-300.105,1600.044,-61219290.747,2307253.586,-5141018.859,2977021.946,1373.055,831.860,-270.060
466.000,818705876.964,1784.654,1557.096,296434.769,1,0.000,20903831.824,0.000000,689898.620,1.028514e+00,3.474,-10.789,-291.481,1529.570,-61335021.631,2308595.006,-5140202.994,2976757.721,1310.475,800.230,-258.523
467.000,818705877.964,1497.210,1490.917,296434.769,1,0.000,19557404.810,0.000000,631658.631,1.058398e+00,3.266,-10.962,-283.517,1463.711,-61438700.172,2309875.893,-5139417.689,2976504.639,1251.965,770.730,-247.772
468.000,818705878.964,1217.403,1429.223,296434.769,1,0.000,18272261.031,0.000000,578678.269,1.088124e+00,3.073,-11.143,-276.204,1402.281,-61531523.102,2311100.236,-5138660.848,2976261.922,1197.354,743.291,-237.787
469.000,818705879.964,944.631,1371.119,296434.769,1,0.000,17761474.331,0.000000,529895.047,1.117716e+00,2.892,-11.328,-269.334,1344.406,-61615556.993,2312271.722,-5137930.530,2976028.853,1145.902,717.440,-228.377
470.000,818705880.964,678.874,1313.742,296434.769,1,0.000,17521727.383,0.000000,482220.502,1.147138e+00,2.715,-11.509,-262.131,1287.325,-61695190.377,2313392.251,-5137226.027,2975805.221,1095.323,691.577,-218.879
471.000,818705881.964,420.433,1257.641,296434.769,1,0.000,17050782.695,0.000000,436415.980,1.176317e+00,2.543,-11.686,-254.735,1231.573,-61769856.621,2314462.809,-5136547.279,2975591.083,1046.062,666.003,-209.417
472.000,818705882.964,169.401,1203.516,296434.769,1,0.000,16397271.312,0.000000,393306.338,1.205202e+00,2.379,-11.860,-247.346,1177.825,-61838926.882,2315485.001,-5135893.788,2975386.317,998.673,641.122,-200.162
473.000,818705883.964,0.000,1151.964,296434.769,1,0.000,15493110.540,0.000000,350984.020,1.225000e+00,2.225,-12.033,-240.151,1126.654,-61902035.039,2316460.918,-5135264.697,2975190.646,953.619,617.292,-191.265
474.000,818705884.964,0.000,1104.175,296434.769,1,0.000,14305109.422,0.000000,308683.447,1.225000e+00,2.086,-12.212,-233.557,1079.191,-61958270.014,2317393.340,-5134658.594,2975003.556,911.802,595.244,-183.042
