phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),80,5.7904,7.8,86.4,45.9,77.5,75.8,52.9,117.7,46.9,125.1,25.1,4.0,283.6,5.5,0.0,23.5,72.3,227.8,8.6,203.9,3.6,0.91,1.00,0.91,0.99,0.05,0.29,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1051622062.57,5097171.58,5462206.26,5462206.26,156441.74,576532.49,,-5042206.26,576441.74,0.678889,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.8,86.4],[45.9,77.5],[75.8,52.9],[117.7,46.9],[125.1,25.1]]","[[23.5,72.3],[203.9,3.6],[227.8,8.6]]","[[0.0,1.0],[12.514,1.0],[12.514,1.0],[62.572,1.0],[62.572,1.0],[112.63,1.0],[112.63,1.0],[125.145,1.0],[1000000000.0,1.0]]","[[0.0,0.909],[14.734,0.909],[14.734,1.0],[81.986,1.0],[81.986,0.914],[260.5,0.914],[260.5,0.99],[283.566,0.99],[284.566,0.0]]",SUBORBIT
Phase 2 (coarse),73,6.4969,3.2,89.6,51.0,79.3,74.6,57.1,116.8,49.3,131.8,28.8,3.1,312.1,13.5,0.0,23.9,70.0,309.3,12.8,156.9,3.5,0.98,1.00,0.99,0.98,0.12,0.49,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1037837127.49,5398219.35,4083712.75,4083712.75,136008.78,556134.63,,-3663712.75,556008.78,0.437990,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.2,89.6],[51.0,79.3],[74.6,57.1],[116.8,49.3],[131.8,28.8]]","[[23.9,70.0],[156.9,3.5],[309.3,12.8]]","[[0.0,1.0],[13.184,1.0],[13.184,1.0],[65.918,1.0],[65.918,1.0],[118.652,1.0],[118.652,1.0],[131.836,1.0],[1000000000.0,1.0]]","[[0.0,0.984],[39.004,0.984],[39.004,1.0],[152.068,1.0],[152.068,0.99],[278.188,0.99],[278.188,0.982],[312.117,0.982],[313.117,0.0]]",SUBORBIT
Phase 2 (coarse),84,6.4944,1.0,88.1,52.9,78.4,74.2,62.4,113.6,45.7,133.8,26.6,2.2,739.3,8.7,0.0,5.3,49.7,334.8,9.1,289.2,0.9,0.85,1.00,0.75,0.93,0.05,0.49,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005911833.60,5844203.86,1000000000.00,0.00,0.00,621294.89,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.0,88.1],[52.9,78.4],[74.2,62.4],[113.6,45.7],[133.8,26.6]]","[[5.3,49.7],[289.2,0.9],[334.8,9.1]]","[[0.0,1.0],[13.384,1.0],[13.384,1.0],[66.918,1.0],[66.918,1.0],[120.453,1.0],[120.453,1.0],[133.837,1.0],[1000000000.0,1.0]]","[[0.0,0.848],[39.072,0.848],[39.072,1.0],[360.023,1.0],[360.023,0.751],[648.158,0.751],[648.158,0.932],[739.295,0.932],[740.295,0.0]]",ESCAPE
Phase 2 (coarse),81,6.4137,6.3,88.0,52.6,80.2,69.2,52.1,118.9,46.6,126.1,23.9,0.1,823.3,9.1,0.0,20.7,57.4,261.6,9.6,190.2,1.5,0.94,1.00,0.80,0.88,0.06,0.35,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005359405.78,5840387.58,1000000000.00,0.00,0.00,546217.52,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.3,88.0],[52.6,80.2],[69.2,52.1],[118.9,46.6],[126.1,23.9]]","[[20.7,57.4],[190.2,1.5],[261.6,9.6]]","[[0.0,1.0],[12.609,1.0],[12.609,1.0],[63.043,1.0],[63.043,1.0],[113.477,1.0],[113.477,1.0],[126.085,1.0],[1000000000.0,1.0]]","[[0.0,0.939],[47.728,0.939],[47.728,1.0],[285.174,1.0],[285.174,0.802],[710.986,0.802],[710.986,0.884],[823.304,0.884],[824.304,0.0]]",ESCAPE
Phase 2 (coarse),83,6.0471,2.7,86.0,45.0,80.3,89.4,59.6,116.6,45.4,129.0,29.7,3.1,715.7,7.4,0.0,18.9,59.2,282.4,12.9,369.0,0.1,0.88,1.00,0.81,0.86,0.12,0.38,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001046425.95,5853856.43,1000000000.00,0.00,0.00,823564.31,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,86.0],[45.0,80.3],[89.4,59.6],[116.6,45.4],[129.0,29.7]]","[[18.9,59.2],[282.4,12.9],[369.0,0.1]]","[[0.0,1.0],[12.897,1.0],[12.897,1.0],[64.484,1.0],[64.484,1.0],[116.072,1.0],[116.072,1.0],[128.969,1.0],[1000000000.0,1.0]]","[[0.0,0.885],[87.45,0.885],[87.45,1.0],[269.857,1.0],[269.857,0.813],[679.345,0.813],[679.345,0.856],[715.7,0.856],[716.7,0.0]]",ESCAPE
Phase 2 (coarse),85,5.3565,4.6,86.1,54.2,80.9,87.8,65.4,105.8,46.4,125.8,30.0,0.6,924.9,14.1,0.0,24.0,60.5,267.6,0.6,222.2,0.1,0.97,0.93,0.90,1.00,0.16,0.51,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007101762.36,5716433.09,1000000000.00,0.00,0.00,557988.14,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,86.1],[54.2,80.9],[87.8,65.4],[105.8,46.4],[125.8,30.0]]","[[24.0,60.5],[222.2,0.1],[267.6,0.6]]","[[0.0,1.0],[12.583,1.0],[12.583,1.0],[62.913,1.0],[62.913,1.0],[113.243,1.0],[113.243,1.0],[125.825,1.0],[1000000000.0,1.0]]","[[0.0,0.975],[149.636,0.975],[149.636,0.927],[475.9,0.927],[475.9,0.903],[825.558,0.903],[825.558,0.997],[924.927,0.997],[925.927,0.0]]",ESCAPE
Phase 2 (coarse),88,6.4821,5.3,85.9,35.7,81.3,71.8,52.3,111.7,47.3,134.8,25.1,5.2,514.9,12.8,0.0,1.5,47.2,339.5,5.9,194.7,2.1,0.91,0.99,0.87,0.99,0.08,0.34,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1046629972.79,5827456.18,1000000000.00,0.00,0.00,381414.58,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.3,85.9],[35.7,81.3],[71.8,52.3],[111.7,47.3],[134.8,25.1]]","[[1.5,47.2],[194.7,2.1],[339.5,5.9]]","[[0.0,1.0],[13.477,1.0],[13.477,1.0],[67.386,1.0],[67.386,1.0],[121.295,1.0],[121.295,1.0],[134.773,1.0],[1000000000.0,1.0]]","[[0.0,0.907],[39.746,0.907],[39.746,0.991],[177.47,0.991],[177.47,0.874],[460.299,0.874],[460.299,0.993],[514.919,0.993],[515.919,0.0]]",ESCAPE
Phase 2 (coarse),86,6.0413,2.5,88.5,44.6,81.5,89.1,56.6,112.0,41.5,124.4,23.7,7.4,318.4,16.1,0.0,11.9,45.7,284.4,12.9,151.6,0.6,0.89,0.98,0.85,0.99,0.06,0.29,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1113926576.80,5249209.66,4725278.38,4725278.38,69670.88,350326.21,,-4305278.38,350329.12,0.529826,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.5,88.5],[44.6,81.5],[89.1,56.6],[112.0,41.5],[124.4,23.7]]","[[11.9,45.7],[151.6,0.6],[284.4,12.9]]","[[0.0,1.0],[12.436,1.0],[12.436,1.0],[62.181,1.0],[62.181,1.0],[111.925,1.0],[111.925,1.0],[124.361,1.0],[1000000000.0,1.0]]","[[0.0,0.886],[19.045,0.886],[19.045,0.975],[91.819,0.975],[91.819,0.847],[274.658,0.847],[274.658,0.986],[318.367,0.986],[319.367,0.0]]",SUBORBIT
Phase 2 (coarse),82,6.2087,3.7,86.2,52.6,77.2,72.8,57.6,108.0,41.4,125.1,29.9,2.9,354.3,16.3,0.0,13.3,75.0,337.9,0.1,362.7,0.1,0.99,0.98,0.97,0.99,0.06,0.40,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1023869356.66,5592448.28,2686935.67,2686935.67,992296.35,1047041.10,,-2266935.67,1412296.35,0.309508,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.7,86.2],[52.6,77.2],[72.8,57.6],[108.0,41.4],[125.1,29.9]]","[[13.3,75.0],[337.9,0.1],[362.7,0.1]]","[[0.0,1.0],[12.513,1.0],[12.513,1.0],[62.566,1.0],[62.566,1.0],[112.619,1.0],[112.619,1.0],[125.132,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[20.42,0.994],[20.42,0.979],[142.451,0.979],[142.451,0.971],[330.708,0.971],[330.708,0.99],[354.282,0.99],[355.282,0.0]]",SUBORBIT
Phase 2 (coarse),87,6.4955,3.0,87.2,49.4,81.8,72.1,47.8,110.7,48.5,124.9,26.9,1.9,854.0,14.6,0.0,10.4,65.4,341.3,2.0,153.7,0.9,0.74,0.88,0.74,0.97,0.05,0.44,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2055544286.69,5894390.97,1000000000.00,0.00,0.00,328705.47,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.0,87.2],[49.4,81.8],[72.1,47.8],[110.7,48.5],[124.9,26.9]]","[[10.4,65.4],[153.7,0.9],[341.3,2.0]]","[[0.0,1.0],[12.489,1.0],[12.489,1.0],[62.445,1.0],[62.445,1.0],[112.401,1.0],[112.401,1.0],[124.89,1.0],[1000000000.0,1.0]]","[[0.0,0.74],[42.815,0.74],[42.815,0.879],[379.148,0.879],[379.148,0.742],[721.559,0.742],[721.559,0.969],[854.007,0.969],[855.007,0.0]]",ESCAPE
Phase 2 (coarse),96,5.5378,0.5,85.8,40.0,80.7,72.8,51.5,119.3,47.0,124.1,26.6,1.7,739.2,0.8,0.0,1.9,63.7,344.0,7.7,394.9,0.5,0.83,0.96,0.97,0.76,0.05,0.44,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010539395.48,5782243.99,1000000000.00,0.00,0.00,820780.03,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.5,85.8],[40.0,80.7],[72.8,51.5],[119.3,47.0],[124.1,26.6]]","[[1.9,63.7],[344.0,7.7],[394.9,0.5]]","[[0.0,1.0],[12.408,1.0],[12.408,1.0],[62.039,1.0],[62.039,1.0],[111.671,1.0],[111.671,1.0],[124.079,1.0],[1000000000.0,1.0]]","[[0.0,0.83],[37.028,0.83],[37.028,0.959],[323.108,0.959],[323.108,0.97],[701.074,0.97],[701.074,0.762],[739.233,0.762],[740.233,0.0]]",ESCAPE
Phase 2 (coarse),89,5.3608,2.5,87.2,45.6,75.6,90.0,50.9,119.6,40.0,138.2,25.5,7.1,757.2,18.6,0.0,17.2,56.9,279.6,13.0,229.1,0.3,0.91,1.00,0.88,0.86,0.07,0.36,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003723672.15,5700589.49,1000000000.00,0.00,0.00,492608.72,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.5,87.2],[45.6,75.6],[90.0,50.9],[119.6,40.0],[138.2,25.5]]","[[17.2,56.9],[229.1,0.3],[279.6,13.0]]","[[0.0,1.0],[13.819,1.0],[13.819,1.0],[69.093,1.0],[69.093,1.0],[124.367,1.0],[124.367,1.0],[138.185,1.0],[1000000000.0,1.0]]","[[0.0,0.914],[49.538,0.914],[49.538,1.0],[271.43,1.0],[271.43,0.877],[718.04,0.877],[718.04,0.86],[757.234,0.86],[758.234,0.0]]",ESCAPE
Phase 2 (coarse),90,5.9611,3.9,87.8,42.4,80.1,82.0,59.4,116.4,44.1,135.7,30.0,8.0,736.8,25.7,0.0,22.5,60.4,342.9,6.7,416.6,1.8,0.84,0.97,0.79,0.73,0.05,0.42,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010148591.00,5857638.60,1000000000.00,0.00,0.00,803058.97,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.9,87.8],[42.4,80.1],[82.0,59.4],[116.4,44.1],[135.7,30.0]]","[[22.5,60.4],[342.9,6.7],[416.6,1.8]]","[[0.0,1.0],[13.568,1.0],[13.568,1.0],[67.841,1.0],[67.841,1.0],[122.113,1.0],[122.113,1.0],[135.681,1.0],[1000000000.0,1.0]]","[[0.0,0.836],[37.141,0.836],[37.141,0.966],[308.534,0.966],[308.534,0.785],[689.159,0.785],[689.159,0.729],[736.784,0.729],[737.784,0.0]]",ESCAPE
Phase 2 (coarse),91,6.3000,3.8,87.0,47.7,81.6,77.6,61.3,117.2,47.8,129.8,26.4,0.9,753.7,23.7,0.0,20.4,40.1,324.7,12.5,436.2,0.0,0.72,0.96,0.91,0.74,0.16,0.42,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008173777.47,5847756.46,1000000000.00,0.00,0.00,567350.58,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.8,87.0],[47.7,81.6],[77.6,61.3],[117.2,47.8],[129.8,26.4]]","[[20.4,40.1],[324.7,12.5],[436.2,0.0]]","[[0.0,1.0],[12.978,1.0],[12.978,1.0],[64.89,1.0],[64.89,1.0],[116.802,1.0],[116.802,1.0],[129.78,1.0],[1000000000.0,1.0]]","[[0.0,0.725],[121.501,0.725],[121.501,0.963],[316.832,0.963],[316.832,0.906],[618.733,0.906],[618.733,0.74],[753.675,0.74],[754.675,0.0]]",ESCAPE
Phase 2 (coarse),94,5.7340,6.8,87.1,56.0,81.9,78.1,54.0,109.7,43.5,133.4,27.0,2.8,675.6,15.4,0.0,14.9,67.9,339.6,8.6,191.8,1.2,0.85,0.97,0.75,0.88,0.06,0.29,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000147616.87,5810304.32,1000000000.00,0.00,0.00,495741.56,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.8,87.1],[56.0,81.9],[78.1,54.0],[109.7,43.5],[133.4,27.0]]","[[14.9,67.9],[191.8,1.2],[339.6,8.6]]","[[0.0,1.0],[13.339,1.0],[13.339,1.0],[66.694,1.0],[66.694,1.0],[120.049,1.0],[120.049,1.0],[133.388,1.0],[1000000000.0,1.0]]","[[0.0,0.85],[38.379,0.85],[38.379,0.973],[194.566,0.973],[194.566,0.748],[601.102,0.748],[601.102,0.88],[675.608,0.88],[676.608,0.0]]",ESCAPE
Phase 2 (coarse),93,6.2679,5.1,87.0,42.7,81.7,79.8,64.7,110.6,47.5,124.2,29.2,3.5,350.1,0.0,0.0,5.8,42.1,254.2,9.1,234.7,0.0,0.88,0.91,0.81,0.84,0.06,0.39,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1056135414.20,5324786.17,4310502.93,4310502.93,16032.09,403969.62,,-3890502.93,403967.91,0.463993,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.1,87.0],[42.7,81.7],[79.8,64.7],[110.6,47.5],[124.2,29.2]]","[[5.8,42.1],[234.7,0.0],[254.2,9.1]]","[[0.0,1.0],[12.422,1.0],[12.422,1.0],[62.109,1.0],[62.109,1.0],[111.796,1.0],[111.796,1.0],[124.218,1.0],[1000000000.0,1.0]]","[[0.0,0.884],[20.542,0.884],[20.542,0.906],[136.995,0.906],[136.995,0.813],[323.697,0.813],[323.697,0.839],[350.119,0.839],[351.119,0.0]]",SUBORBIT
Phase 2 (coarse),95,6.4002,1.4,87.8,53.2,81.8,75.2,54.4,116.7,43.2,125.2,28.2,5.1,443.0,0.1,0.0,23.9,41.3,342.3,12.9,247.1,0.1,0.83,0.86,0.82,0.91,0.06,0.37,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1277386728.91,5716862.97,6361987.34,26983.65,6361987.34,493296.54,,393016.35,6781987.34,0.320780,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.4,87.8],[53.2,81.8],[75.2,54.4],[116.7,43.2],[125.2,28.2]]","[[23.9,41.3],[247.1,0.1],[342.3,12.9]]","[[0.0,1.0],[12.524,1.0],[12.524,1.0],[62.62,1.0],[62.62,1.0],[112.716,1.0],[112.716,1.0],[125.24,1.0],[1000000000.0,1.0]]","[[0.0,0.825],[24.777,0.825],[24.777,0.865],[162.694,0.865],[162.694,0.817],[389.655,0.817],[389.655,0.905],[443.001,0.905],[444.001,0.0]]",OK
Phase 2 (coarse),92,6.3558,5.2,85.8,53.5,79.4,83.9,55.0,108.6,49.8,129.0,28.5,0.2,484.6,0.1,0.0,13.3,67.1,342.7,12.8,384.7,1.2,0.83,0.99,0.79,0.85,0.05,0.29,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,16440713317.49,5844289.30,82102242.90,195689.05,82102242.90,1883891.88,,224310.95,82522242.90,0.861862,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.2,85.8],[53.5,79.4],[83.9,55.0],[108.6,49.8],[129.0,28.5]]","[[13.3,67.1],[342.7,12.8],[384.7,1.2]]","[[0.0,1.0],[12.897,1.0],[12.897,1.0],[64.487,1.0],[64.487,1.0],[116.076,1.0],[116.076,1.0],[128.973,1.0],[1000000000.0,1.0]]","[[0.0,0.832],[24.332,0.832],[24.332,0.986],[142.529,0.986],[142.529,0.79],[453.066,0.79],[453.066,0.855],[484.554,0.855],[485.554,0.0]]",OK
Phase 2 (coarse),100,5.4223,7.2,88.8,49.9,80.2,79.8,55.2,114.7,36.0,126.0,29.9,0.2,869.5,17.5,0.0,14.7,57.5,227.3,12.3,238.4,1.9,0.93,1.00,0.90,0.96,0.12,0.39,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008462632.31,5733978.79,1000000000.00,0.00,0.00,690692.30,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.2,88.8],[49.9,80.2],[79.8,55.2],[114.7,36.0],[126.0,29.9]]","[[14.7,57.5],[227.3,12.3],[238.4,1.9]]","[[0.0,1.0],[12.603,1.0],[12.603,1.0],[63.016,1.0],[63.016,1.0],[113.429,1.0],[113.429,1.0],[126.032,1.0],[1000000000.0,1.0]]","[[0.0,0.933],[100.626,0.933],[100.626,1.0],[338.315,1.0],[338.315,0.899],[733.123,0.899],[733.123,0.958],[869.504,0.958],[870.504,0.0]]",ESCAPE
Phase 2 (coarse),101,5.6639,6.2,87.3,46.1,80.2,81.9,51.8,110.2,46.5,138.2,27.2,7.8,919.5,25.9,0.0,23.8,74.8,285.0,12.9,293.8,1.4,0.96,0.94,0.86,0.92,0.15,0.45,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001969589.37,5804126.23,1000000000.00,0.00,0.00,923269.20,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.2,87.3],[46.1,80.2],[81.9,51.8],[110.2,46.5],[138.2,27.2]]","[[23.8,74.8],[285.0,12.9],[293.8,1.4]]","[[0.0,1.0],[13.823,1.0],[13.823,1.0],[69.113,1.0],[69.113,1.0],[124.403,1.0],[124.403,1.0],[138.226,1.0],[1000000000.0,1.0]]","[[0.0,0.958],[141.727,0.958],[141.727,0.943],[417.989,0.943],[417.989,0.862],[861.156,0.862],[861.156,0.915],[919.458,0.915],[920.458,0.0]]",ESCAPE
Phase 2 (coarse),99,5.6676,5.4,89.5,53.8,81.7,83.3,48.6,117.4,32.3,131.2,27.4,2.8,828.0,21.4,0.0,24.0,71.3,343.3,11.7,151.8,0.0,0.89,1.00,0.78,0.86,0.11,0.39,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008598295.26,5812292.11,1000000000.00,0.00,0.00,478345.30,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,89.5],[53.8,81.7],[83.3,48.6],[117.4,32.3],[131.2,27.4]]","[[24.0,71.3],[151.8,0.0],[343.3,11.7]]","[[0.0,1.0],[13.119,1.0],[13.119,1.0],[65.595,1.0],[65.595,1.0],[118.071,1.0],[118.071,1.0],[131.191,1.0],[1000000000.0,1.0]]","[[0.0,0.887],[89.03,0.887],[89.03,0.999],[325.07,0.999],[325.07,0.78],[786.427,0.78],[786.427,0.859],[828.046,0.859],[829.046,0.0]]",ESCAPE
Phase 2 (coarse),102,5.5916,1.9,88.3,52.3,80.5,83.1,51.3,116.9,30.9,136.0,29.8,10.1,917.2,12.7,0.0,8.6,74.8,268.6,11.2,225.9,0.4,0.82,0.97,0.90,0.93,0.11,0.47,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004438567.26,5774916.35,1000000000.00,0.00,0.00,550023.91,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.9,88.3],[52.3,80.5],[83.1,51.3],[116.9,30.9],[136.0,29.8]]","[[8.6,74.8],[225.9,0.4],[268.6,11.2]]","[[0.0,1.0],[13.598,1.0],[13.598,1.0],[67.992,1.0],[67.992,1.0],[122.386,1.0],[122.386,1.0],[135.984,1.0],[1000000000.0,1.0]]","[[0.0,0.817],[99.318,0.817],[99.318,0.974],[426.598,0.974],[426.598,0.896],[767.721,0.896],[767.721,0.93],[917.179,0.93],[918.179,0.0]]",ESCAPE
Phase 2 (coarse),103,6.1194,3.3,86.5,53.8,80.5,83.6,48.4,109.2,35.5,139.7,25.2,0.0,639.9,13.1,0.0,23.5,47.9,313.5,10.7,376.5,1.4,0.90,0.90,0.84,0.82,0.13,0.28,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010605402.95,5849024.38,1000000000.00,0.00,0.00,691530.12,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.3,86.5],[53.8,80.5],[83.6,48.4],[109.2,35.5],[139.7,25.2]]","[[23.5,47.9],[313.5,10.7],[376.5,1.4]]","[[0.0,1.0],[13.971,1.0],[13.971,1.0],[69.857,1.0],[69.857,1.0],[125.742,1.0],[125.742,1.0],[139.713,1.0],[1000000000.0,1.0]]","[[0.0,0.903],[85.002,0.903],[85.002,0.902],[180.156,0.902],[180.156,0.838],[585.191,0.838],[585.191,0.818],[639.944,0.818],[640.944,0.0]]",ESCAPE
Phase 2 (coarse),97,5.2638,1.7,89.8,52.6,77.5,74.5,51.5,118.0,37.6,137.1,26.6,11.8,753.2,15.4,0.0,13.5,74.9,200.5,11.1,257.1,0.0,0.83,0.96,0.72,0.79,0.15,0.34,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007946385.57,5711471.40,1000000000.00,0.00,0.00,448654.86,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.7,89.8],[52.6,77.5],[74.5,51.5],[118.0,37.6],[137.1,26.6]]","[[13.5,74.9],[200.5,11.1],[257.1,0.0]]","[[0.0,1.0],[13.715,1.0],[13.715,1.0],[68.574,1.0],[68.574,1.0],[123.433,1.0],[123.433,1.0],[137.148,1.0],[1000000000.0,1.0]]","[[0.0,0.829],[110.135,0.829],[110.135,0.959],[252.849,0.959],[252.849,0.724],[637.179,0.724],[637.179,0.785],[753.2,0.785],[754.2,0.0]]",ESCAPE
Phase 2 (coarse),104,5.3924,6.1,88.0,51.0,75.7,69.4,56.1,113.4,30.9,132.1,28.7,0.0,920.6,24.9,0.0,15.6,39.3,251.2,7.4,215.6,0.4,0.79,0.99,0.84,0.78,0.08,0.36,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2309903435.36,5781333.81,1000000000.00,0.00,0.00,318581.96,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.1,88.0],[51.0,75.7],[69.4,56.1],[113.4,30.9],[132.1,28.7]]","[[15.6,39.3],[215.6,0.4],[251.2,7.4]]","[[0.0,1.0],[13.213,1.0],[13.213,1.0],[66.065,1.0],[66.065,1.0],[118.917,1.0],[118.917,1.0],[132.13,1.0],[1000000000.0,1.0]]","[[0.0,0.787],[70.587,0.787],[70.587,0.992],[327.056,0.992],[327.056,0.835],[807.737,0.835],[807.737,0.782],[920.611,0.782],[921.611,0.0]]",ESCAPE
Phase 2 (coarse),98,5.6980,5.4,86.0,42.9,72.7,75.8,53.0,115.4,45.0,132.7,24.8,3.7,691.4,19.1,0.0,18.9,57.0,342.9,6.5,176.1,0.7,0.89,0.92,0.73,0.73,0.11,0.30,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2315779633.45,5856401.12,1000000000.00,0.00,0.00,343583.12,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,86.0],[42.9,72.7],[75.8,53.0],[115.4,45.0],[132.7,24.8]]","[[18.9,57.0],[176.1,0.7],[342.9,6.5]]","[[0.0,1.0],[13.27,1.0],[13.27,1.0],[66.35,1.0],[66.35,1.0],[119.431,1.0],[119.431,1.0],[132.701,1.0],[1000000000.0,1.0]]","[[0.0,0.887],[75.35,0.887],[75.35,0.922],[207.445,0.922],[207.445,0.725],[634.81,0.725],[634.81,0.727],[691.412,0.727],[692.412,0.0]]",ESCAPE
Phase 2 (coarse),112,5.5015,0.8,89.1,47.3,81.8,82.2,57.4,116.8,39.3,141.5,25.3,5.8,669.0,22.3,0.0,6.9,72.7,217.5,9.9,233.9,1.9,0.80,0.99,0.87,1.00,0.10,0.43,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000110991.60,5759401.90,1000000000.00,0.00,0.00,648827.85,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,89.1],[47.3,81.8],[82.2,57.4],[116.8,39.3],[141.5,25.3]]","[[6.9,72.7],[217.5,9.9],[233.9,1.9]]","[[0.0,1.0],[14.15,1.0],[14.15,1.0],[70.748,1.0],[70.748,1.0],[127.347,1.0],[127.347,1.0],[141.496,1.0],[1000000000.0,1.0]]","[[0.0,0.796],[68.915,0.796],[68.915,0.992],[284.534,0.992],[284.534,0.871],[607.305,0.871],[607.305,0.999],[669.025,0.999],[670.025,0.0]]",ESCAPE
