phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),54,6.0240,7.4,88.1,53.7,75.3,84.2,57.5,116.8,48.9,130.8,26.3,5.3,835.6,6.4,0.0,8.2,72.7,187.6,9.0,178.4,0.0,0.99,1.00,0.89,0.85,0.16,0.42,0.77,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008289545.33,5848795.52,1000000000.00,0.00,0.00,727924.20,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.4,88.1],[53.7,75.3],[84.2,57.5],[116.8,48.9],[130.8,26.3]]","[[8.2,72.7],[178.4,0.0],[187.6,9.0]]","[[0.0,1.0],[13.084,1.0],[13.084,1.0],[65.421,1.0],[65.421,1.0],[117.758,1.0],[117.758,1.0],[130.843,1.0],[1000000000.0,1.0]]","[[0.0,0.99],[137.643,0.99],[137.643,0.995],[347.211,0.995],[347.211,0.893],[641.243,0.893],[641.243,0.848],[835.623,0.848],[836.623,0.0]]",ESCAPE
Phase 2 (coarse),56,6.3667,7.5,89.7,50.3,74.3,82.8,55.8,119.6,47.8,124.3,27.0,0.3,917.8,9.4,0.0,14.8,59.3,343.6,3.6,154.9,0.9,0.93,0.85,0.88,0.74,0.10,0.31,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1042516181.29,5837414.22,1000000000.00,0.00,0.00,381578.57,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.5,89.7],[50.3,74.3],[82.8,55.8],[119.6,47.8],[124.3,27.0]]","[[14.8,59.3],[154.9,0.9],[343.6,3.6]]","[[0.0,1.0],[12.43,1.0],[12.43,1.0],[62.15,1.0],[62.15,1.0],[111.87,1.0],[111.87,1.0],[124.3,1.0],[1000000000.0,1.0]]","[[0.0,0.93],[93.273,0.93],[93.273,0.852],[281.803,0.852],[281.803,0.882],[756.022,0.882],[756.022,0.74],[917.762,0.74],[918.762,0.0]]",ESCAPE
Phase 2 (coarse),51,6.3358,2.0,89.5,42.5,70.0,82.7,64.8,119.5,49.0,134.9,27.4,7.0,857.0,26.0,0.0,19.0,71.5,171.5,2.9,155.5,0.8,0.99,1.00,0.98,0.79,0.05,0.30,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003591921.63,5842546.34,1000000000.00,0.00,0.00,574302.93,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.0,89.5],[42.5,70.0],[82.7,64.8],[119.5,49.0],[134.9,27.4]]","[[19.0,71.5],[155.5,0.8],[171.5,2.9]]","[[0.0,1.0],[13.495,1.0],[13.495,1.0],[67.474,1.0],[67.474,1.0],[121.453,1.0],[121.453,1.0],[134.948,1.0],[1000000000.0,1.0]]","[[0.0,0.987],[46.832,0.987],[46.832,1.0],[254.644,1.0],[254.644,0.977],[748.872,0.977],[748.872,0.785],[856.979,0.785],[857.979,0.0]]",ESCAPE
Phase 2 (coarse),53,6.4840,8.0,87.1,44.3,72.4,88.0,52.3,118.3,49.5,131.0,30.0,0.0,691.0,15.7,0.0,23.0,74.8,254.1,8.3,159.1,0.5,0.99,0.97,0.91,0.82,0.10,0.36,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000587505.60,5841643.83,1000000000.00,0.00,0.00,541375.10,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.0,87.1],[44.3,72.4],[88.0,52.3],[118.3,49.5],[131.0,30.0]]","[[23.0,74.8],[159.1,0.5],[254.1,8.3]]","[[0.0,1.0],[13.098,1.0],[13.098,1.0],[65.488,1.0],[65.488,1.0],[117.878,1.0],[117.878,1.0],[130.975,1.0],[1000000000.0,1.0]]","[[0.0,0.992],[66.669,0.992],[66.669,0.97],[250.7,0.97],[250.7,0.91],[559.049,0.91],[559.049,0.819],[690.986,0.819],[691.986,0.0]]",ESCAPE
Phase 2 (coarse),49,6.4650,7.4,89.3,52.1,70.5,83.1,52.9,119.0,40.7,133.4,21.9,0.1,364.7,11.2,0.0,8.1,72.6,291.7,8.0,163.7,0.1,1.00,1.00,0.98,0.73,0.13,0.28,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002820899.83,5610674.80,582089.98,582089.98,459319.35,604908.31,,-162089.98,879319.35,0.077375,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.4,89.3],[52.1,70.5],[83.1,52.9],[119.0,40.7],[133.4,21.9]]","[[8.1,72.6],[163.7,0.1],[291.7,8.0]]","[[0.0,1.0],[13.341,1.0],[13.341,1.0],[66.706,1.0],[66.706,1.0],[120.071,1.0],[120.071,1.0],[133.413,1.0],[1000000000.0,1.0]]","[[0.0,0.997],[48.015,0.997],[48.015,1.0],[102.963,1.0],[102.963,0.984],[296.032,0.984],[296.032,0.733],[364.698,0.733],[365.698,0.0]]",SUBORBIT
Phase 2 (coarse),58,6.3284,5.1,89.8,51.8,78.7,88.0,49.7,117.6,50.0,129.7,25.7,2.5,861.0,4.4,0.0,16.8,54.1,222.8,3.8,199.5,1.1,0.97,0.99,1.00,0.97,0.09,0.30,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004682816.61,5843675.79,1000000000.00,0.00,0.00,605547.36,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.1,89.8],[51.8,78.7],[88.0,49.7],[117.6,50.0],[129.7,25.7]]","[[16.8,54.1],[199.5,1.1],[222.8,3.8]]","[[0.0,1.0],[12.974,1.0],[12.974,1.0],[64.87,1.0],[64.87,1.0],[116.766,1.0],[116.766,1.0],[129.74,1.0],[1000000000.0,1.0]]","[[0.0,0.968],[81.255,0.968],[81.255,0.994],[258.936,0.994],[258.936,0.996],[768.4,0.996],[768.4,0.969],[861.043,0.969],[862.043,0.0]]",ESCAPE
Phase 2 (coarse),59,6.4848,4.1,89.0,55.9,75.0,77.4,48.0,118.8,50.0,136.4,27.1,1.3,910.0,22.2,0.0,7.6,73.6,168.9,5.1,219.5,1.6,1.00,0.98,0.93,0.99,0.06,0.29,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009161554.79,5845389.51,1000000000.00,0.00,0.00,564760.10,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.1,89.0],[55.9,75.0],[77.4,48.0],[118.8,50.0],[136.4,27.1]]","[[7.6,73.6],[168.9,5.1],[219.5,1.6]]","[[0.0,1.0],[13.644,1.0],[13.644,1.0],[68.219,1.0],[68.219,1.0],[122.794,1.0],[122.794,1.0],[136.438,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[51.521,0.998],[51.521,0.977],[267.257,0.977],[267.257,0.926],[815.309,0.926],[815.309,0.991],[909.972,0.991],[910.972,0.0]]",ESCAPE
Phase 2 (coarse),57,6.3134,5.4,88.6,39.8,76.9,78.3,50.9,120.0,46.6,127.2,29.3,0.0,712.3,8.2,0.0,12.3,74.9,306.1,3.7,156.4,0.2,0.98,0.95,0.93,0.84,0.17,0.28,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006436169.42,5838271.33,1000000000.00,0.00,0.00,463722.83,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.4,88.6],[39.8,76.9],[78.3,50.9],[120.0,46.6],[127.2,29.3]]","[[12.3,74.9],[156.4,0.2],[306.1,3.7]]","[[0.0,1.0],[12.72,1.0],[12.72,1.0],[63.599,1.0],[63.599,1.0],[114.479,1.0],[114.479,1.0],[127.198,1.0],[1000000000.0,1.0]]","[[0.0,0.976],[122.473,0.976],[122.473,0.953],[199.458,0.953],[199.458,0.926],[633.185,0.926],[633.185,0.842],[712.255,0.842],[713.255,0.0]]",ESCAPE
Phase 2 (coarse),63,6.3093,6.2,86.3,46.4,79.3,79.8,59.0,118.4,49.9,124.8,27.9,0.9,922.2,12.9,0.0,10.9,74.9,230.3,8.3,213.4,0.2,0.94,0.92,0.92,0.96,0.10,0.28,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000444340.95,5851135.37,1000000000.00,0.00,0.00,695809.72,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.2,86.3],[46.4,79.3],[79.8,59.0],[118.4,49.9],[124.8,27.9]]","[[10.9,74.9],[213.4,0.2],[230.3,8.3]]","[[0.0,1.0],[12.477,1.0],[12.477,1.0],[62.384,1.0],[62.384,1.0],[112.291,1.0],[112.291,1.0],[124.768,1.0],[1000000000.0,1.0]]","[[0.0,0.936],[95.283,0.936],[95.283,0.917],[258.34,0.917],[258.34,0.916],[818.754,0.916],[818.754,0.958],[922.162,0.958],[923.162,0.0]]",ESCAPE
Phase 2 (coarse),64,6.4198,6.4,88.3,52.9,70.9,72.4,65.9,120.0,45.3,127.3,22.1,3.0,758.7,15.8,0.0,20.7,70.2,183.0,11.8,155.6,0.6,1.00,0.97,0.77,0.90,0.05,0.29,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002444463.74,5845743.24,1000000000.00,0.00,0.00,611241.77,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.4,88.3],[52.9,70.9],[72.4,65.9],[120.0,45.3],[127.3,22.1]]","[[20.7,70.2],[155.6,0.6],[183.0,11.8]]","[[0.0,1.0],[12.735,1.0],[12.735,1.0],[63.674,1.0],[63.674,1.0],[114.613,1.0],[114.613,1.0],[127.348,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[38.436,1.0],[38.436,0.971],[223.624,0.971],[223.624,0.77],[632.995,0.77],[632.995,0.897],[758.748,0.897],[759.748,0.0]]",ESCAPE
Phase 2 (coarse),61,6.4881,6.5,89.1,47.8,69.3,85.4,53.7,115.6,46.1,130.8,25.7,0.9,826.3,6.8,0.0,16.3,63.2,333.5,6.5,322.0,1.3,0.97,0.97,0.72,0.87,0.08,0.29,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003973833.24,5846305.66,1000000000.00,0.00,0.00,832137.82,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.5,89.1],[47.8,69.3],[85.4,53.7],[115.6,46.1],[130.8,25.7]]","[[16.3,63.2],[322.0,1.3],[333.5,6.5]]","[[0.0,1.0],[13.081,1.0],[13.081,1.0],[65.407,1.0],[65.407,1.0],[117.732,1.0],[117.732,1.0],[130.813,1.0],[1000000000.0,1.0]]","[[0.0,0.971],[66.822,0.971],[66.822,0.974],[236.357,0.974],[236.357,0.72],[718.381,0.72],[718.381,0.868],[826.291,0.868],[827.291,0.0]]",ESCAPE
Phase 2 (coarse),60,5.8652,7.9,88.2,51.7,77.6,82.1,46.3,119.6,49.5,124.5,23.3,2.6,847.6,8.5,0.0,23.6,57.9,306.0,9.9,260.9,0.2,0.85,0.96,0.95,0.81,0.06,0.34,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002065371.77,5844235.32,1000000000.00,0.00,0.00,617721.00,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.9,88.2],[51.7,77.6],[82.1,46.3],[119.6,49.5],[124.5,23.3]]","[[23.6,57.9],[260.9,0.2],[306.0,9.9]]","[[0.0,1.0],[12.451,1.0],[12.451,1.0],[62.254,1.0],[62.254,1.0],[112.057,1.0],[112.057,1.0],[124.508,1.0],[1000000000.0,1.0]]","[[0.0,0.853],[51.098,0.853],[51.098,0.958],[286.109,0.958],[286.109,0.947],[776.191,0.947],[776.191,0.811],[847.596,0.811],[848.596,0.0]]",ESCAPE
Phase 2 (coarse),62,6.3466,1.9,86.3,34.6,71.6,85.7,50.6,113.2,38.7,131.4,21.4,1.5,881.4,25.3,0.0,17.2,61.4,339.0,4.7,218.4,0.1,0.97,0.89,0.92,0.85,0.11,0.35,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006205085.46,5831285.69,1000000000.00,0.00,0.00,444211.70,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.9,86.3],[34.6,71.6],[85.7,50.6],[113.2,38.7],[131.4,21.4]]","[[17.2,61.4],[218.4,0.1],[339.0,4.7]]","[[0.0,1.0],[13.141,1.0],[13.141,1.0],[65.706,1.0],[65.706,1.0],[118.27,1.0],[118.27,1.0],[131.411,1.0],[1000000000.0,1.0]]","[[0.0,0.974],[92.651,0.974],[92.651,0.886],[305.516,0.886],[305.516,0.924],[766.056,0.924],[766.056,0.847],[881.357,0.847],[882.357,0.0]]",ESCAPE
Phase 2 (coarse),69,5.4993,7.6,87.9,56.0,79.9,76.4,52.8,113.2,50.0,124.1,29.8,1.4,609.4,0.6,0.0,7.7,74.7,172.2,13.0,150.0,1.8,0.83,0.93,0.89,0.98,0.05,0.53,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000238297.50,5768896.99,1000000000.00,0.00,0.00,603761.32,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.6,87.9],[56.0,79.9],[76.4,52.8],[113.2,50.0],[124.1,29.8]]","[[7.7,74.7],[150.0,1.8],[172.2,13.0]]","[[0.0,1.0],[12.41,1.0],[12.41,1.0],[62.051,1.0],[62.051,1.0],[111.692,1.0],[111.692,1.0],[124.102,1.0],[1000000000.0,1.0]]","[[0.0,0.828],[30.802,0.828],[30.802,0.935],[321.45,0.935],[321.45,0.893],[577.937,0.893],[577.937,0.978],[609.409,0.978],[610.409,0.0]]",ESCAPE
Phase 2 (coarse),65,6.3053,7.3,88.1,55.1,76.6,85.9,57.2,109.7,35.6,124.0,25.6,0.2,822.0,7.0,0.0,17.5,74.1,228.3,11.3,190.1,1.5,0.97,0.92,0.94,0.72,0.12,0.29,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002457100.62,5852821.26,1000000000.00,0.00,0.00,727949.90,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.3,88.1],[55.1,76.6],[85.9,57.2],[109.7,35.6],[124.0,25.6]]","[[17.5,74.1],[190.1,1.5],[228.3,11.3]]","[[0.0,1.0],[12.401,1.0],[12.401,1.0],[62.007,1.0],[62.007,1.0],[111.612,1.0],[111.612,1.0],[124.014,1.0],[1000000000.0,1.0]]","[[0.0,0.967],[98.101,0.967],[98.101,0.924],[240.724,0.924],[240.724,0.938],[752.855,0.938],[752.855,0.724],[822.029,0.724],[823.029,0.0]]",ESCAPE
Phase 2 (coarse),66,6.0930,0.3,86.4,42.5,77.5,86.0,57.9,119.3,48.3,127.2,28.2,0.6,798.4,19.3,0.0,18.5,73.6,305.9,11.7,164.0,0.3,0.97,0.98,0.90,0.79,0.09,0.28,0.79,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001611043.69,5845207.88,1000000000.00,0.00,0.00,549548.00,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.3,86.4],[42.5,77.5],[86.0,57.9],[119.3,48.3],[127.2,28.2]]","[[18.5,73.6],[164.0,0.3],[305.9,11.7]]","[[0.0,1.0],[12.722,1.0],[12.722,1.0],[63.608,1.0],[63.608,1.0],[114.495,1.0],[114.495,1.0],[127.216,1.0],[1000000000.0,1.0]]","[[0.0,0.97],[69.917,0.97],[69.917,0.985],[226.211,0.985],[226.211,0.904],[630.983,0.904],[630.983,0.786],[798.363,0.786],[799.363,0.0]]",ESCAPE
Phase 2 (coarse),68,6.1298,5.0,87.0,52.1,77.9,69.2,66.7,119.8,47.1,130.5,24.3,0.3,877.6,19.4,0.0,13.3,62.2,222.9,10.0,150.0,0.4,0.80,1.00,0.89,0.93,0.05,0.28,0.77,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010388423.65,5842102.84,1000000000.00,0.00,0.00,438102.13,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.0,87.0],[52.1,77.9],[69.2,66.7],[119.8,47.1],[130.5,24.3]]","[[13.3,62.2],[150.0,0.4],[222.9,10.0]]","[[0.0,1.0],[13.045,1.0],[13.045,1.0],[65.225,1.0],[65.225,1.0],[117.406,1.0],[117.406,1.0],[130.451,1.0],[1000000000.0,1.0]]","[[0.0,0.805],[44.05,0.805],[44.05,0.999],[247.961,0.999],[247.961,0.887],[678.41,0.887],[678.41,0.934],[877.582,0.934],[878.582,0.0]]",ESCAPE
Phase 2 (coarse),67,5.9410,6.5,87.1,52.6,71.0,83.2,55.5,120.0,40.1,126.6,29.6,2.6,548.8,9.6,0.0,5.9,66.4,317.2,12.7,174.4,1.5,1.00,0.87,1.00,0.95,0.08,0.33,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006827467.48,5838785.97,1000000000.00,0.00,0.00,516601.11,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.5,87.1],[52.6,71.0],[83.2,55.5],[120.0,40.1],[126.6,29.6]]","[[5.9,66.4],[174.4,1.5],[317.2,12.7]]","[[0.0,1.0],[12.665,1.0],[12.665,1.0],[63.325,1.0],[63.325,1.0],[113.985,1.0],[113.985,1.0],[126.65,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[41.623,1.0],[41.623,0.87],[178.394,0.87],[178.394,0.996],[478.551,0.996],[478.551,0.95],[548.819,0.95],[549.819,0.0]]",ESCAPE
Phase 2 (coarse),71,6.3680,7.6,87.2,54.4,79.4,77.5,55.3,119.8,48.9,140.7,26.9,4.0,851.9,21.7,0.0,19.8,59.9,251.5,8.7,182.3,0.1,0.95,0.82,0.85,0.86,0.11,0.38,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1021635768.77,5843177.27,1000000000.00,0.00,0.00,402689.65,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.6,87.2],[54.4,79.4],[77.5,55.3],[119.8,48.9],[140.7,26.9]]","[[19.8,59.9],[182.3,0.1],[251.5,8.7]]","[[0.0,1.0],[14.074,1.0],[14.074,1.0],[70.37,1.0],[70.37,1.0],[126.666,1.0],[126.666,1.0],[140.74,1.0],[1000000000.0,1.0]]","[[0.0,0.951],[91.847,0.951],[91.847,0.817],[325.369,0.817],[325.369,0.853],[769.802,0.853],[769.802,0.858],[851.918,0.858],[852.918,0.0]]",ESCAPE
Phase 2 (coarse),72,6.0161,2.8,86.2,53.3,73.4,79.0,59.7,114.9,49.8,127.2,27.0,3.9,924.3,16.8,0.0,23.9,73.6,216.9,5.3,169.1,1.3,0.98,0.83,0.86,0.86,0.07,0.33,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004759458.37,5845534.57,1000000000.00,0.00,0.00,490058.82,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.8,86.2],[53.3,73.4],[79.0,59.7],[114.9,49.8],[127.2,27.0]]","[[23.9,73.6],[169.1,1.3],[216.9,5.3]]","[[0.0,1.0],[12.722,1.0],[12.722,1.0],[63.61,1.0],[63.61,1.0],[114.497,1.0],[114.497,1.0],[127.219,1.0],[1000000000.0,1.0]]","[[0.0,0.975],[61.283,0.975],[61.283,0.833],[305.815,0.833],[305.815,0.857],[849.263,0.857],[849.263,0.858],[924.291,0.858],[925.291,0.0]]",ESCAPE
Phase 2 (coarse),70,6.2602,4.4,87.7,50.9,78.9,78.9,56.9,119.6,40.3,124.0,24.4,0.4,411.2,11.5,0.0,23.3,61.9,342.9,9.4,167.2,2.7,0.76,0.91,0.89,1.00,0.07,0.28,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,665788912.52,5689198.55,3307191.38,16348.58,3307191.38,558120.81,,403651.42,3727191.38,0.196976,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.4,87.7],[50.9,78.9],[78.9,56.9],[119.6,40.3],[124.0,24.4]]","[[23.3,61.9],[167.2,2.7],[342.9,9.4]]","[[0.0,1.0],[12.404,1.0],[12.404,1.0],[62.022,1.0],[62.022,1.0],[111.639,1.0],[111.639,1.0],[124.043,1.0],[1000000000.0,1.0]]","[[0.0,0.756],[28.253,0.756],[28.253,0.908],[116.26,0.908],[116.26,0.888],[348.708,0.888],[348.708,1.0],[411.231,1.0],[412.231,0.0]]",OK
Phase 2 (coarse),74,6.4297,4.2,85.8,48.3,81.6,76.9,58.9,110.8,49.8,124.1,30.0,2.8,748.2,12.0,0.0,20.2,56.7,294.0,3.1,173.4,0.0,0.87,1.00,0.84,0.87,0.05,0.39,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000530874.79,5841513.87,1000000000.00,0.00,0.00,443382.09,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.2,85.8],[48.3,81.6],[76.9,58.9],[110.8,49.8],[124.1,30.0]]","[[20.2,56.7],[173.4,0.0],[294.0,3.1]]","[[0.0,1.0],[12.407,1.0],[12.407,1.0],[62.036,1.0],[62.036,1.0],[111.665,1.0],[111.665,1.0],[124.073,1.0],[1000000000.0,1.0]]","[[0.0,0.868],[39.423,0.868],[39.423,0.997],[289.104,0.997],[289.104,0.84],[650.34,0.84],[650.34,0.865],[748.226,0.865],[749.226,0.0]]",ESCAPE
Phase 2 (coarse),77,6.2515,5.7,87.1,45.0,79.4,88.0,56.2,113.5,46.1,124.5,29.9,0.0,899.9,11.6,0.0,3.1,65.4,269.7,13.0,173.9,0.8,0.93,0.97,0.91,1.00,0.10,0.35,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010657104.86,5843516.72,1000000000.00,0.00,0.00,535593.32,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,87.1],[45.0,79.4],[88.0,56.2],[113.5,46.1],[124.5,29.9]]","[[3.1,65.4],[173.9,0.8],[269.7,13.0]]","[[0.0,1.0],[12.455,1.0],[12.455,1.0],[62.275,1.0],[62.275,1.0],[112.095,1.0],[112.095,1.0],[124.55,1.0],[1000000000.0,1.0]]","[[0.0,0.93],[89.857,0.93],[89.857,0.966],[314.134,0.966],[314.134,0.909],[812.207,0.909],[812.207,0.996],[899.881,0.996],[900.881,0.0]]",ESCAPE
Phase 2 (coarse),76,5.5207,7.9,88.9,56.0,82.0,77.2,55.9,115.0,40.2,125.6,26.8,3.0,903.7,0.0,0.0,10.6,57.1,310.9,7.3,268.7,0.0,0.85,0.92,0.91,1.00,0.05,0.53,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004641596.39,5773658.87,1000000000.00,0.00,0.00,582082.93,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.9,88.9],[56.0,82.0],[77.2,55.9],[115.0,40.2],[125.6,26.8]]","[[10.6,57.1],[268.7,0.0],[310.9,7.3]]","[[0.0,1.0],[12.564,1.0],[12.564,1.0],[62.819,1.0],[62.819,1.0],[113.074,1.0],[113.074,1.0],[125.638,1.0],[1000000000.0,1.0]]","[[0.0,0.846],[46.413,0.846],[46.413,0.915],[481.807,0.915],[481.807,0.907],[842.685,0.907],[842.685,0.998],[903.696,0.998],[904.696,0.0]]",ESCAPE
Phase 2 (coarse),78,6.3022,3.7,86.5,49.7,76.6,90.0,50.7,113.9,48.8,124.2,25.8,5.4,541.4,1.1,0.0,23.6,71.6,331.3,11.2,307.8,1.9,0.80,0.95,0.78,0.91,0.06,0.57,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008337867.39,5856080.94,1000000000.00,0.00,0.00,867199.68,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.7,86.5],[49.7,76.6],[90.0,50.7],[113.9,48.8],[124.2,25.8]]","[[23.6,71.6],[307.8,1.9],[331.3,11.2]]","[[0.0,1.0],[12.424,1.0],[12.424,1.0],[62.122,1.0],[62.122,1.0],[111.819,1.0],[111.819,1.0],[124.243,1.0],[1000000000.0,1.0]]","[[0.0,0.799],[33.194,0.799],[33.194,0.952],[308.211,0.952],[308.211,0.783],[469.704,0.783],[469.704,0.914],[541.365,0.914],[542.365,0.0]]",ESCAPE
Phase 2 (coarse),75,5.8695,1.3,86.8,42.7,79.1,79.0,55.0,120.0,49.1,126.3,23.0,1.0,641.9,16.2,0.0,4.3,66.6,252.3,8.3,161.9,0.3,0.85,1.00,0.79,0.91,0.05,0.38,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000763977.28,5836988.21,1000000000.00,0.00,0.00,443977.74,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.3,86.8],[42.7,79.1],[79.0,55.0],[120.0,49.1],[126.3,23.0]]","[[4.3,66.6],[161.9,0.3],[252.3,8.3]]","[[0.0,1.0],[12.628,1.0],[12.628,1.0],[63.14,1.0],[63.14,1.0],[113.652,1.0],[113.652,1.0],[126.28,1.0],[1000000000.0,1.0]]","[[0.0,0.849],[32.176,0.849],[32.176,0.996],[242.379,0.996],[242.379,0.791],[519.616,0.791],[519.616,0.909],[641.947,0.909],[642.947,0.0]]",ESCAPE
Phase 2 (coarse),79,5.7490,3.4,88.6,47.1,79.6,88.2,52.9,110.2,34.1,127.8,26.6,5.7,249.3,12.4,0.0,23.9,74.8,199.9,10.7,316.4,1.6,0.97,1.00,0.94,0.86,0.09,0.39,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1057183033.44,4902081.89,6018303.34,6018303.34,145401.58,565477.96,,-5598303.34,565401.58,0.799536,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.4,88.6],[47.1,79.6],[88.2,52.9],[110.2,34.1],[127.8,26.6]]","[[23.9,74.8],[199.9,10.7],[316.4,1.6]]","[[0.0,1.0],[12.778,1.0],[12.778,1.0],[63.891,1.0],[63.891,1.0],[115.005,1.0],[115.005,1.0],[127.783,1.0],[1000000000.0,1.0]]","[[0.0,0.969],[22.177,0.969],[22.177,0.998],[97.872,0.998],[97.872,0.941],[235.958,0.941],[235.958,0.864],[249.301,0.864],[250.301,0.0]]",SUBORBIT
